year,ens,rcp,ship_type,num_months
2047,ens3,8p5,1AS,6
2047,ens4,2p6,1A,4
2047,ens4,2p6,1AS,6
2047,ens4,8p5,1A,5
2047,ens4,8p5,1AS,5
2047,ens5,2p6,1A,6
2047,ens5,2p6,1AS,6
2047,ens5,8p5,1A,8
2047,ens5,8p5,1AS,9
2047,ens6,2p6,1A,5
2047,ens6,2p6,1AS,5
2047,ens6,8p5,1A,6
2047,ens6,8p5,1AS,8
2047,ens7,2p6,1A,4
2047,ens7,2p6,1AS,6
2047,ens7,8p5,1A,5
2047,ens7,8p5,1AS,8
2047,ens8,2p6,1A,5
2047,ens8,2p6,1AS,7
2047,ens8,8p5,1A,5
2047,ens8,8p5,1AS,7
2047,ens9,2p6,1A,4
2047,ens9,2p6,1AS,6
2047,ens9,8p5,1A,5
2047,ens9,8p5,1AS,6
2048,ens1,2p6,1A,5
2048,ens1,2p6,1AS,8
2048,ens1,8p5,1A,9
2048,ens1,8p5,1AS,10
2048,ens10,2p6,1A,5
2048,ens10,2p6,1AS,6
2048,ens10,8p5,1A,5
2048,ens10,8p5,1AS,6
2048,ens11,2p6,1A,5
2048,ens11,2p6,1AS,10
2048,ens11,8p5,1A,6
2048,ens11,8p5,1AS,9
2048,ens12,2p6,1A,5
2048,ens12,2p6,1AS,5
2048,ens12,8p5,1A,5
2048,ens12,8p5,1AS,6
2048,ens13,2p6,1A,2
2048,ens13,2p6,1AS,2
2048,ens13,8p5,1A,3
2048,ens13,8p5,1AS,7
2048,ens2,2p6,1A,4
2048,ens2,2p6,1AS,5
2048,ens2,8p5,1A,4
2048,ens2,8p5,1AS,5
2048,ens3,2p6,1A,4
2048,ens3,2p6,1AS,6
2048,ens3,8p5,1A,3
2048,ens3,8p5,1AS,6
2048,ens4,2p6,1A,3
2048,ens4,2p6,1AS,3
2048,ens4,8p5,1A,5
2048,ens4,8p5,1AS,6
2048,ens5,2p6,1A,5
2048,ens5,2p6,1AS,7
2048,ens5,8p5,1A,8
2048,ens5,8p5,1AS,10
2048,ens6,2p6,1A,6
2048,ens6,2p6,1AS,7
2048,ens6,8p5,1A,5
2048,ens6,8p5,1AS,6
2048,ens7,2p6,1A,4
2048,ens7,2p6,1AS,5
2048,ens7,8p5,1A,5
2048,ens7,8p5,1AS,7
2048,ens8,2p6,1A,5
2048,ens8,2p6,1AS,7
2048,ens8,8p5,1A,6
2048,ens8,8p5,1AS,7
2048,ens9,2p6,1A,4
2048,ens9,2p6,1AS,6
2048,ens9,8p5,1A,6
2048,ens9,8p5,1AS,7
2049,ens1,2p6,1A,4
2049,ens1,2p6,1AS,5
2049,ens1,8p5,1A,7
2049,ens1,8p5,1AS,9
2049,ens10,2p6,1A,5
2049,ens10,2p6,1AS,8
2049,ens10,8p5,1A,5
2049,ens10,8p5,1AS,7
2049,ens11,2p6,1A,5
2049,ens11,2p6,1AS,8
2049,ens11,8p5,1A,7
2049,ens11,8p5,1AS,10
2049,ens12,2p6,1A,5
2049,ens12,2p6,1AS,7
2049,ens12,8p5,1A,5
2049,ens12,8p5,1AS,7
2049,ens13,2p6,1A,4
2049,ens13,2p6,1AS,4
2049,ens13,8p5,1A,3
2049,ens13,8p5,1AS,5
2049,ens2,2p6,1A,5
2049,ens2,2p6,1AS,6
2049,ens2,8p5,1A,5
2049,ens2,8p5,1AS,6
2049,ens3,2p6,1A,5
2049,ens3,2p6,1AS,9
2049,ens3,8p5,1A,4
2049,ens3,8p5,1AS,6
2049,ens4,2p6,1A,4
2049,ens4,2p6,1AS,6
2049,ens4,8p5,1A,7
2049,ens4,8p5,1AS,8
2049,ens5,2p6,1A,7
2049,ens5,2p6,1AS,8
2049,ens5,8p5,1A,5
2049,ens5,8p5,1AS,7
2049,ens6,2p6,1A,6
2049,ens6,2p6,1AS,8
2049,ens6,8p5,1A,6
2049,ens6,8p5,1AS,8
2049,ens7,2p6,1A,6
2049,ens7,2p6,1AS,9
2049,ens7,8p5,1A,4
2049,ens7,8p5,1AS,6
2049,ens8,2p6,1A,5
2049,ens8,2p6,1AS,8
2049,ens8,8p5,1A,7
2049,ens8,8p5,1AS,8
2049,ens9,2p6,1A,5
2049,ens9,2p6,1AS,6
2049,ens9,8p5,1A,6
2049,ens9,8p5,1AS,7
2050,ens1,2p6,1A,4
2050,ens1,2p6,1AS,6
2050,ens1,8p5,1A,7
2050,ens1,8p5,1AS,8
2050,ens10,2p6,1A,5
2050,ens10,2p6,1AS,8
2050,ens10,8p5,1A,5
2050,ens10,8p5,1AS,6
2050,ens11,2p6,1A,5
2050,ens11,2p6,1AS,7
2050,ens11,8p5,1A,6
2050,ens11,8p5,1AS,9
2050,ens12,2p6,1A,5
2050,ens12,2p6,1AS,6
2050,ens12,8p5,1A,6
2050,ens12,8p5,1AS,8
2050,ens13,2p6,1A,3
2050,ens13,2p6,1AS,5
2050,ens13,8p5,1A,5
2050,ens13,8p5,1AS,6
2050,ens2,2p6,1A,4
2050,ens2,2p6,1AS,5
2050,ens2,8p5,1A,5
2050,ens2,8p5,1AS,5
2050,ens3,2p6,1A,6
2050,ens3,2p6,1AS,9
2050,ens3,8p5,1A,6
2050,ens3,8p5,1AS,6
2050,ens4,2p6,1A,3
2050,ens4,2p6,1AS,6
2050,ens4,8p5,1A,5
2050,ens4,8p5,1AS,7
2050,ens5,2p6,1A,4
2050,ens5,2p6,1AS,6
2050,ens5,8p5,1A,9
2050,ens5,8p5,1AS,9
2050,ens6,2p6,1A,7
2050,ens6,2p6,1AS,7
2050,ens6,8p5,1A,4
2050,ens6,8p5,1AS,6
2050,ens7,2p6,1A,7
2050,ens7,2p6,1AS,11
2050,ens7,8p5,1A,6
2050,ens7,8p5,1AS,9
2050,ens8,2p6,1A,5
2050,ens8,2p6,1AS,7
2050,ens8,8p5,1A,6
2050,ens8,8p5,1AS,8
2050,ens9,2p6,1A,5
2050,ens9,2p6,1AS,6
2050,ens9,8p5,1A,8
2050,ens9,8p5,1AS,9
2051,ens1,2p6,1A,4
2051,ens1,2p6,1AS,4
2051,ens1,8p5,1A,6
2051,ens1,8p5,1AS,6
2051,ens10,2p6,1A,4
2051,ens10,2p6,1AS,7
2051,ens10,8p5,1A,5
2051,ens10,8p5,1AS,8
2051,ens11,2p6,1A,5
2051,ens11,2p6,1AS,7
2051,ens11,8p5,1A,7
2051,ens11,8p5,1AS,7
2051,ens12,2p6,1A,5
2051,ens12,2p6,1AS,7
2051,ens12,8p5,1A,5
2051,ens12,8p5,1AS,8
2051,ens13,2p6,1A,2
2051,ens13,2p6,1AS,2
2051,ens13,8p5,1A,3
2051,ens13,8p5,1AS,5
2051,ens2,2p6,1A,4
2051,ens2,2p6,1AS,6
2051,ens2,8p5,1A,5
2051,ens2,8p5,1AS,5
2051,ens3,2p6,1A,9
2051,ens3,2p6,1AS,12
2051,ens3,8p5,1A,5
2051,ens3,8p5,1AS,7
2051,ens4,2p6,1A,5
2051,ens4,2p6,1AS,5
2051,ens4,8p5,1A,5
2051,ens4,8p5,1AS,7
2051,ens5,2p6,1A,6
2051,ens5,2p6,1AS,6
2051,ens5,8p5,1A,5
2051,ens5,8p5,1AS,9
2051,ens6,2p6,1A,7
2051,ens6,2p6,1AS,7
2051,ens6,8p5,1A,6
2051,ens6,8p5,1AS,9
2051,ens7,2p6,1A,6
2051,ens7,2p6,1AS,9
2051,ens7,8p5,1A,5
2051,ens7,8p5,1AS,8
2051,ens8,2p6,1A,5
2051,ens8,2p6,1AS,7
2051,ens8,8p5,1A,6
2051,ens8,8p5,1AS,8
2051,ens9,2p6,1A,5
2051,ens9,2p6,1AS,6
2051,ens9,8p5,1A,6
2051,ens9,8p5,1AS,8
2052,ens1,2p6,1A,4
2052,ens1,2p6,1AS,5
2052,ens1,8p5,1A,5
2052,ens1,8p5,1AS,7
2052,ens10,2p6,1A,4
2052,ens10,2p6,1AS,7
2052,ens10,8p5,1A,5
2052,ens10,8p5,1AS,7
2052,ens11,2p6,1A,5
2052,ens11,2p6,1AS,8
2052,ens11,8p5,1A,6
2052,ens11,8p5,1AS,9
2052,ens12,2p6,1A,5
2052,ens12,2p6,1AS,7
2052,ens12,8p5,1A,5
2052,ens12,8p5,1AS,8
2052,ens13,2p6,1A,2
2052,ens13,2p6,1AS,2
2052,ens13,8p5,1A,4
2052,ens13,8p5,1AS,6
2052,ens2,2p6,1A,3
2052,ens2,2p6,1AS,3
2052,ens2,8p5,1A,5
2052,ens2,8p5,1AS,6
2052,ens3,2p6,1A,4
2052,ens3,2p6,1AS,7
2052,ens3,8p5,1A,4
2052,ens3,8p5,1AS,4
2052,ens4,2p6,1A,4
2052,ens4,2p6,1AS,5
2052,ens4,8p5,1A,7
2052,ens4,8p5,1AS,8
2052,ens5,2p6,1A,6
2052,ens5,2p6,1AS,6
2052,ens5,8p5,1A,8
2052,ens5,8p5,1AS,11
2052,ens6,2p6,1A,5
2052,ens6,2p6,1AS,7
2052,ens6,8p5,1A,7
2052,ens6,8p5,1AS,9
2052,ens7,2p6,1A,4
2052,ens7,2p6,1AS,8
2052,ens7,8p5,1A,3
2052,ens7,8p5,1AS,5
2052,ens8,2p6,1A,5
2052,ens8,2p6,1AS,7
2052,ens8,8p5,1A,7
2052,ens8,8p5,1AS,8
2052,ens9,2p6,1A,5
2052,ens9,2p6,1AS,6
2052,ens9,8p5,1A,8
2052,ens9,8p5,1AS,9
2053,ens1,2p6,1A,4
2053,ens1,2p6,1AS,4
2053,ens1,8p5,1A,8
2053,ens1,8p5,1AS,9
2053,ens10,2p6,1A,4
2053,ens10,2p6,1AS,7
2053,ens10,8p5,1A,5
2053,ens10,8p5,1AS,8
2053,ens11,2p6,1A,5
2053,ens11,2p6,1AS,8
2053,ens11,8p5,1A,7
2053,ens11,8p5,1AS,10
2053,ens12,2p6,1A,5
2053,ens12,2p6,1AS,7
2053,ens12,8p5,1A,5
2053,ens12,8p5,1AS,7
2053,ens13,2p6,1A,2
2053,ens13,2p6,1AS,3
2053,ens13,8p5,1A,5
2053,ens13,8p5,1AS,6
2053,ens2,2p6,1A,3
2053,ens2,2p6,1AS,4
2053,ens2,8p5,1A,6
2053,ens2,8p5,1AS,9
2053,ens3,2p6,1A,5
2053,ens3,2p6,1AS,7
2053,ens3,8p5,1A,6
2053,ens3,8p5,1AS,6
2053,ens4,2p6,1A,3
2053,ens4,2p6,1AS,4
2053,ens4,8p5,1A,6
2053,ens4,8p5,1AS,10
2053,ens5,2p6,1A,6
2053,ens5,2p6,1AS,10
2053,ens5,8p5,1A,7
2053,ens5,8p5,1AS,8
2053,ens6,2p6,1A,6
2053,ens6,2p6,1AS,8
2053,ens6,8p5,1A,7
2053,ens6,8p5,1AS,11
2053,ens7,2p6,1A,4
2053,ens7,2p6,1AS,7
2053,ens7,8p5,1A,5
2053,ens7,8p5,1AS,6
2053,ens8,2p6,1A,3
2053,ens8,2p6,1AS,4
2053,ens8,8p5,1A,7
2053,ens8,8p5,1AS,8
2053,ens9,2p6,1A,6
2053,ens9,2p6,1AS,6
2053,ens9,8p5,1A,8
2053,ens9,8p5,1AS,10
2054,ens1,2p6,1A,5
2054,ens1,2p6,1AS,5
2054,ens1,8p5,1A,8
2054,ens1,8p5,1AS,9
2054,ens10,2p6,1A,5
2054,ens10,2p6,1AS,6
2054,ens10,8p5,1A,5
2054,ens10,8p5,1AS,9
2054,ens11,2p6,1A,6
2054,ens11,2p6,1AS,8
2054,ens11,8p5,1A,8
2054,ens11,8p5,1AS,9
2054,ens12,2p6,1A,5
2054,ens12,2p6,1AS,6
2054,ens12,8p5,1A,5
2054,ens12,8p5,1AS,6
2054,ens13,2p6,1A,4
2054,ens13,2p6,1AS,4
2054,ens13,8p5,1A,4
2054,ens13,8p5,1AS,5
2054,ens2,2p6,1A,2
2054,ens2,2p6,1AS,3
2054,ens2,8p5,1A,4
2054,ens2,8p5,1AS,6
2054,ens3,2p6,1A,4
2054,ens3,2p6,1AS,6
2054,ens3,8p5,1A,5
2054,ens3,8p5,1AS,6
2054,ens4,2p6,1A,4
2054,ens4,2p6,1AS,6
2054,ens4,8p5,1A,6
2054,ens4,8p5,1AS,7
2054,ens5,2p6,1A,6
2054,ens5,2p6,1AS,8
2054,ens5,8p5,1A,6
2054,ens5,8p5,1AS,8
2054,ens6,2p6,1A,6
2054,ens6,2p6,1AS,7
2054,ens6,8p5,1A,7
2054,ens6,8p5,1AS,9
2054,ens7,2p6,1A,5
2054,ens7,2p6,1AS,8
2054,ens7,8p5,1A,7
2054,ens7,8p5,1AS,10
2054,ens8,2p6,1A,2
2054,ens8,2p6,1AS,3
2054,ens8,8p5,1A,6
2054,ens8,8p5,1AS,9
2054,ens9,2p6,1A,5
2054,ens9,2p6,1AS,7
2054,ens9,8p5,1A,5
2054,ens9,8p5,1AS,6
2055,ens1,2p6,1A,4
2055,ens1,2p6,1AS,5
2055,ens1,8p5,1A,6
2055,ens1,8p5,1AS,10
2055,ens10,2p6,1A,5
2055,ens10,2p6,1AS,8
2055,ens10,8p5,1A,6
2055,ens10,8p5,1AS,9
2055,ens11,2p6,1A,6
2055,ens11,2p6,1AS,9
2055,ens11,8p5,1A,7
2055,ens11,8p5,1AS,8
2055,ens12,2p6,1A,5
2055,ens12,2p6,1AS,7
2055,ens12,8p5,1A,6
2055,ens12,8p5,1AS,8
2055,ens13,2p6,1A,4
2055,ens13,2p6,1AS,6
2055,ens13,8p5,1A,4
2055,ens13,8p5,1AS,6
2055,ens2,2p6,1A,3
2055,ens2,2p6,1AS,3
2055,ens2,8p5,1A,5
2055,ens2,8p5,1AS,5
2055,ens3,2p6,1A,3
2055,ens3,2p6,1AS,6
2055,ens3,8p5,1A,5
2055,ens3,8p5,1AS,6
2055,ens4,2p6,1A,4
2055,ens4,2p6,1AS,5
2055,ens4,8p5,1A,6
2055,ens4,8p5,1AS,8
2055,ens5,2p6,1A,6
2055,ens5,2p6,1AS,6
2055,ens5,8p5,1A,5
2055,ens5,8p5,1AS,8
2055,ens6,2p6,1A,5
2055,ens6,2p6,1AS,6
2055,ens6,8p5,1A,6
2055,ens6,8p5,1AS,8
2055,ens7,2p6,1A,6
2055,ens7,2p6,1AS,8
2055,ens7,8p5,1A,8
2055,ens7,8p5,1AS,9
2055,ens8,2p6,1A,5
2055,ens8,2p6,1AS,5
2055,ens8,8p5,1A,7
2055,ens8,8p5,1AS,9
2055,ens9,2p6,1A,6
2055,ens9,2p6,1AS,6
2055,ens9,8p5,1A,6
2055,ens9,8p5,1AS,7
2056,ens1,2p6,1A,5
2056,ens1,2p6,1AS,6
2056,ens1,8p5,1A,7
2056,ens1,8p5,1AS,8
2056,ens10,2p6,1A,5
2056,ens10,2p6,1AS,7
2056,ens10,8p5,1A,6
2056,ens10,8p5,1AS,9
2056,ens11,2p6,1A,5
2056,ens11,2p6,1AS,7
2056,ens11,8p5,1A,7
2056,ens11,8p5,1AS,10
2056,ens12,2p6,1A,5
2056,ens12,2p6,1AS,9
2056,ens12,8p5,1A,6
2056,ens12,8p5,1AS,9
2056,ens13,2p6,1A,2
2056,ens13,2p6,1AS,3
2056,ens13,8p5,1A,4
2056,ens13,8p5,1AS,6
2056,ens2,2p6,1A,3
2056,ens2,2p6,1AS,4
2056,ens2,8p5,1A,6
2056,ens2,8p5,1AS,9
2056,ens3,2p6,1A,5
2056,ens3,2p6,1AS,9
2056,ens3,8p5,1A,6
2056,ens3,8p5,1AS,8
2056,ens4,2p6,1A,4
2056,ens4,2p6,1AS,5
2056,ens4,8p5,1A,5
2056,ens4,8p5,1AS,5
2056,ens5,2p6,1A,5
2056,ens5,2p6,1AS,7
2056,ens5,8p5,1A,8
2056,ens5,8p5,1AS,9
2056,ens6,2p6,1A,6
2056,ens6,2p6,1AS,7
2056,ens6,8p5,1A,5
2056,ens6,8p5,1AS,6
2056,ens7,2p6,1A,5
2056,ens7,2p6,1AS,7
2056,ens7,8p5,1A,7
2056,ens7,8p5,1AS,9
2056,ens8,2p6,1A,5
2056,ens8,2p6,1AS,5
2056,ens8,8p5,1A,5
2056,ens8,8p5,1AS,7
2056,ens9,2p6,1A,6
2056,ens9,2p6,1AS,7
2056,ens9,8p5,1A,5
2056,ens9,8p5,1AS,7
2057,ens1,2p6,1A,3
2057,ens1,2p6,1AS,3
2057,ens1,8p5,1A,7
2057,ens1,8p5,1AS,10
2057,ens10,2p6,1A,5
2057,ens10,2p6,1AS,7
2057,ens10,8p5,1A,7
2057,ens10,8p5,1AS,9
2057,ens11,2p6,1A,6
2057,ens11,2p6,1AS,9
2057,ens11,8p5,1A,7
2057,ens11,8p5,1AS,8
2057,ens12,2p6,1A,5
2057,ens12,2p6,1AS,7
2057,ens12,8p5,1A,5
2057,ens12,8p5,1AS,7
2057,ens13,2p6,1A,4
2057,ens13,2p6,1AS,4
2057,ens13,8p5,1A,5
2057,ens13,8p5,1AS,6
2057,ens2,2p6,1A,4
2057,ens2,2p6,1AS,5
2057,ens2,8p5,1A,5
2057,ens2,8p5,1AS,7
2057,ens3,2p6,1A,6
2057,ens3,2p6,1AS,8
2057,ens3,8p5,1A,6
2057,ens3,8p5,1AS,6
2057,ens4,2p6,1A,6
2057,ens4,2p6,1AS,8
2057,ens4,8p5,1A,5
2057,ens4,8p5,1AS,7
2057,ens5,2p6,1A,5
2057,ens5,2p6,1AS,6
2057,ens5,8p5,1A,6
2057,ens5,8p5,1AS,7
2057,ens6,2p6,1A,5
2057,ens6,2p6,1AS,6
2057,ens6,8p5,1A,5
2057,ens6,8p5,1AS,6
2057,ens7,2p6,1A,6
2057,ens7,2p6,1AS,8
2057,ens7,8p5,1A,4
2057,ens7,8p5,1AS,7
2057,ens8,2p6,1A,5
2057,ens8,2p6,1AS,7
2057,ens8,8p5,1A,5
2057,ens8,8p5,1AS,7
2057,ens9,2p6,1A,6
2057,ens9,2p6,1AS,8
2057,ens9,8p5,1A,6
2057,ens9,8p5,1AS,10
2058,ens1,2p6,1A,4
2058,ens1,2p6,1AS,5
2058,ens1,8p5,1A,6
2058,ens1,8p5,1AS,8
2058,ens10,2p6,1A,4
2058,ens10,2p6,1AS,7
2058,ens10,8p5,1A,8
2058,ens10,8p5,1AS,10
2058,ens11,2p6,1A,5
2058,ens11,2p6,1AS,7
2058,ens11,8p5,1A,6
2058,ens11,8p5,1AS,9
2058,ens12,2p6,1A,5
2058,ens12,2p6,1AS,8
2058,ens12,8p5,1A,5
2058,ens12,8p5,1AS,6
2058,ens13,2p6,1A,3
2058,ens13,2p6,1AS,3
2058,ens13,8p5,1A,5
2058,ens13,8p5,1AS,8
2058,ens2,2p6,1A,4
2058,ens2,2p6,1AS,5
2058,ens2,8p5,1A,6
2058,ens2,8p5,1AS,8
2058,ens3,2p6,1A,5
2058,ens3,2p6,1AS,6
2058,ens3,8p5,1A,6
2058,ens3,8p5,1AS,6
2058,ens4,2p6,1A,5
2058,ens4,2p6,1AS,7
2058,ens4,8p5,1A,5
2058,ens4,8p5,1AS,6
2058,ens5,2p6,1A,4
2058,ens5,2p6,1AS,6
2058,ens5,8p5,1A,7
2058,ens5,8p5,1AS,9
2058,ens6,2p6,1A,5
2058,ens6,2p6,1AS,6
2058,ens6,8p5,1A,5
2058,ens6,8p5,1AS,6
2058,ens7,2p6,1A,4
2058,ens7,2p6,1AS,8
2058,ens7,8p5,1A,6
2058,ens7,8p5,1AS,8
2058,ens8,2p6,1A,4
2058,ens8,2p6,1AS,6
2058,ens8,8p5,1A,7
2058,ens8,8p5,1AS,9
2058,ens9,2p6,1A,5
2058,ens9,2p6,1AS,7
2058,ens9,8p5,1A,7
2058,ens9,8p5,1AS,11
2059,ens1,2p6,1A,4
2059,ens1,2p6,1AS,5
2059,ens1,8p5,1A,6
2059,ens1,8p5,1AS,9
2059,ens10,2p6,1A,5
2059,ens10,2p6,1AS,5
2059,ens10,8p5,1A,6
2059,ens10,8p5,1AS,9
2059,ens11,2p6,1A,6
2059,ens11,2p6,1AS,10
2059,ens11,8p5,1A,5
2059,ens11,8p5,1AS,8
2059,ens12,2p6,1A,5
2059,ens12,2p6,1AS,8
2059,ens12,8p5,1A,6
2059,ens12,8p5,1AS,10
2059,ens13,2p6,1A,4
2059,ens13,2p6,1AS,4
2059,ens13,8p5,1A,6
2059,ens13,8p5,1AS,9
2059,ens2,2p6,1A,4
2059,ens2,2p6,1AS,5
2059,ens2,8p5,1A,7
2059,ens2,8p5,1AS,8
2059,ens3,2p6,1A,4
2059,ens3,2p6,1AS,4
2059,ens3,8p5,1A,5
2059,ens3,8p5,1AS,5
2059,ens4,2p6,1A,5
2059,ens4,2p6,1AS,6
2059,ens4,8p5,1A,6
2059,ens4,8p5,1AS,8
2059,ens5,2p6,1A,3
2059,ens5,2p6,1AS,5
2059,ens5,8p5,1A,5
2059,ens5,8p5,1AS,7
2059,ens6,2p6,1A,5
2059,ens6,2p6,1AS,7
2059,ens6,8p5,1A,5
2059,ens6,8p5,1AS,7
2059,ens7,2p6,1A,5
2059,ens7,2p6,1AS,6
2059,ens7,8p5,1A,5
2059,ens7,8p5,1AS,6
2059,ens8,2p6,1A,5
2059,ens8,2p6,1AS,6
2059,ens8,8p5,1A,7
2059,ens8,8p5,1AS,8
2059,ens9,2p6,1A,6
2059,ens9,2p6,1AS,7
2059,ens9,8p5,1A,8
2059,ens9,8p5,1AS,9
2060,ens1,2p6,1A,4
2060,ens1,2p6,1AS,5
2060,ens1,8p5,1A,8
2060,ens1,8p5,1AS,9
2060,ens10,2p6,1A,5
2060,ens10,2p6,1AS,7
2060,ens10,8p5,1A,7
2060,ens10,8p5,1AS,8
2060,ens11,2p6,1A,6
2060,ens11,2p6,1AS,8
2060,ens11,8p5,1A,6
2060,ens11,8p5,1AS,8
2060,ens12,2p6,1A,5
2060,ens12,2p6,1AS,7
2060,ens12,8p5,1A,5
2060,ens12,8p5,1AS,9
2060,ens13,2p6,1A,4
2060,ens13,2p6,1AS,5
2060,ens13,8p5,1A,6
2060,ens13,8p5,1AS,7
2060,ens2,2p6,1A,4
2060,ens2,2p6,1AS,4
2060,ens2,8p5,1A,5
2060,ens2,8p5,1AS,7
2060,ens3,2p6,1A,4
2060,ens3,2p6,1AS,7
2060,ens3,8p5,1A,6
2060,ens3,8p5,1AS,6
2060,ens4,2p6,1A,4
2060,ens4,2p6,1AS,5
2060,ens4,8p5,1A,6
2060,ens4,8p5,1AS,7
2060,ens5,2p6,1A,6
2060,ens5,2p6,1AS,6
2060,ens5,8p5,1A,6
2060,ens5,8p5,1AS,7
2060,ens6,2p6,1A,6
2060,ens6,2p6,1AS,7
2060,ens6,8p5,1A,3
2060,ens6,8p5,1AS,5
2060,ens7,2p6,1A,6
2060,ens7,2p6,1AS,6
2060,ens7,8p5,1A,6
2060,ens7,8p5,1AS,8
2060,ens8,2p6,1A,5
2060,ens8,2p6,1AS,6
2060,ens8,8p5,1A,6
2060,ens8,8p5,1AS,9
2060,ens9,2p6,1A,5
2060,ens9,2p6,1AS,6
2060,ens9,8p5,1A,6
2060,ens9,8p5,1AS,11
2061,ens1,2p6,1A,4
2061,ens1,2p6,1AS,4
2061,ens1,8p5,1A,7
2061,ens1,8p5,1AS,9
2061,ens10,2p6,1A,5
2061,ens10,2p6,1AS,8
2061,ens10,8p5,1A,5
2061,ens10,8p5,1AS,8
2061,ens11,2p6,1A,6
2061,ens11,2p6,1AS,9
2061,ens11,8p5,1A,8
2061,ens11,8p5,1AS,11
2061,ens12,2p6,1A,4
2061,ens12,2p6,1AS,5
2061,ens12,8p5,1A,5
2061,ens12,8p5,1AS,7
2061,ens13,2p6,1A,4
2061,ens13,2p6,1AS,4
2061,ens13,8p5,1A,6
2061,ens13,8p5,1AS,7
2061,ens2,2p6,1A,3
2061,ens2,2p6,1AS,5
2061,ens2,8p5,1A,4
2061,ens2,8p5,1AS,6
2061,ens3,2p6,1A,3
2061,ens3,2p6,1AS,7
2061,ens3,8p5,1A,5
2061,ens3,8p5,1AS,7
2061,ens4,2p6,1A,4
2061,ens4,2p6,1AS,6
2061,ens4,8p5,1A,6
2061,ens4,8p5,1AS,8
2061,ens5,2p6,1A,6
2061,ens5,2p6,1AS,9
2061,ens5,8p5,1A,8
2061,ens5,8p5,1AS,8
2061,ens6,2p6,1A,5
2061,ens6,2p6,1AS,5
2061,ens6,8p5,1A,4
2061,ens6,8p5,1AS,6
2061,ens7,2p6,1A,5
2061,ens7,2p6,1AS,7
2061,ens7,8p5,1A,5
2061,ens7,8p5,1AS,7
2061,ens8,2p6,1A,5
2061,ens8,2p6,1AS,6
2061,ens8,8p5,1A,6
2061,ens8,8p5,1AS,8
2061,ens9,2p6,1A,5
2061,ens9,2p6,1AS,7
2061,ens9,8p5,1A,8
2061,ens9,8p5,1AS,10
2062,ens1,2p6,1A,3
2062,ens1,2p6,1AS,4
2062,ens1,8p5,1A,7
2062,ens1,8p5,1AS,8
2062,ens10,2p6,1A,5
2062,ens10,2p6,1AS,9
2062,ens10,8p5,1A,5
2062,ens10,8p5,1AS,10
2062,ens11,2p6,1A,6
2062,ens11,2p6,1AS,9
2062,ens11,8p5,1A,7
2062,ens11,8p5,1AS,9
2062,ens12,2p6,1A,5
2062,ens12,2p6,1AS,7
2062,ens12,8p5,1A,6
2062,ens12,8p5,1AS,7
2062,ens13,2p6,1A,4
2062,ens13,2p6,1AS,5
2062,ens13,8p5,1A,6
2062,ens13,8p5,1AS,8
2062,ens2,2p6,1A,5
2062,ens2,2p6,1AS,5
2062,ens2,8p5,1A,6
2062,ens2,8p5,1AS,6
2062,ens3,2p6,1A,4
2062,ens3,2p6,1AS,6
2062,ens3,8p5,1A,6
2062,ens3,8p5,1AS,7
2062,ens4,2p6,1A,2
2062,ens4,2p6,1AS,3
2062,ens4,8p5,1A,7
2062,ens4,8p5,1AS,7
2062,ens5,2p6,1A,6
2062,ens5,2p6,1AS,7
2062,ens5,8p5,1A,7
2062,ens5,8p5,1AS,8
2062,ens6,2p6,1A,5
2062,ens6,2p6,1AS,7
2062,ens6,8p5,1A,6
2062,ens6,8p5,1AS,7
2062,ens7,2p6,1A,5
2062,ens7,2p6,1AS,7
2062,ens7,8p5,1A,6
2062,ens7,8p5,1AS,10
2062,ens8,2p6,1A,4
2062,ens8,2p6,1AS,7
2062,ens8,8p5,1A,8
2062,ens8,8p5,1AS,9
2062,ens9,2p6,1A,5
2062,ens9,2p6,1AS,7
2062,ens9,8p5,1A,9
2062,ens9,8p5,1AS,10
2063,ens1,2p6,1A,3
2063,ens1,2p6,1AS,4
2063,ens1,8p5,1A,6
2063,ens1,8p5,1AS,8
2063,ens10,2p6,1A,5
2063,ens10,2p6,1AS,6
2063,ens10,8p5,1A,5
2063,ens10,8p5,1AS,10
2063,ens11,2p6,1A,6
2063,ens11,2p6,1AS,10
2063,ens11,8p5,1A,6
2063,ens11,8p5,1AS,8
2063,ens12,2p6,1A,4
2063,ens12,2p6,1AS,7
2063,ens12,8p5,1A,5
2063,ens12,8p5,1AS,7
2063,ens13,2p6,1A,2
2063,ens13,2p6,1AS,3
2063,ens13,8p5,1A,6
2063,ens13,8p5,1AS,8
2063,ens2,2p6,1A,2
2063,ens2,2p6,1AS,4
2063,ens2,8p5,1A,5
2063,ens2,8p5,1AS,7
2063,ens3,2p6,1A,5
2063,ens3,2p6,1AS,7
2063,ens3,8p5,1A,6
2063,ens3,8p5,1AS,6
2063,ens4,2p6,1A,3
2063,ens4,2p6,1AS,5
2063,ens4,8p5,1A,8
2063,ens4,8p5,1AS,9
2063,ens5,2p6,1A,6
2063,ens5,2p6,1AS,7
2063,ens5,8p5,1A,6
2063,ens5,8p5,1AS,8
2063,ens6,2p6,1A,5
2063,ens6,2p6,1AS,7
2063,ens6,8p5,1A,6
2063,ens6,8p5,1AS,7
2063,ens7,2p6,1A,4
2063,ens7,2p6,1AS,5
