year,ens,rcp,ship_type,num_months
2031,ens12,2p6,1A,4
2031,ens12,2p6,1AS,5
2031,ens12,8p5,1A,4
2031,ens12,8p5,1AS,4
2031,ens13,2p6,1A,2
2031,ens13,2p6,1AS,2
2031,ens13,8p5,1A,4
2031,ens13,8p5,1AS,4
2031,ens2,2p6,1A,2
2031,ens2,2p6,1AS,2
2031,ens2,8p5,1A,3
2031,ens2,8p5,1AS,3
2031,ens3,2p6,1A,4
2031,ens3,2p6,1AS,8
2031,ens3,8p5,1A,4
2031,ens3,8p5,1AS,5
2031,ens4,2p6,1A,3
2031,ens4,2p6,1AS,6
2031,ens4,8p5,1A,5
2031,ens4,8p5,1AS,7
2031,ens5,2p6,1A,5
2031,ens5,2p6,1AS,6
2031,ens5,8p5,1A,2
2031,ens5,8p5,1AS,3
2031,ens6,2p6,1A,4
2031,ens6,2p6,1AS,5
2031,ens6,8p5,1A,4
2031,ens6,8p5,1AS,4
2031,ens7,2p6,1A,3
2031,ens7,2p6,1AS,4
2031,ens7,8p5,1A,3
2031,ens7,8p5,1AS,3
2031,ens8,2p6,1A,2
2031,ens8,2p6,1AS,4
2031,ens8,8p5,1A,5
2031,ens8,8p5,1AS,5
2031,ens9,2p6,1A,3
2031,ens9,2p6,1AS,5
2031,ens9,8p5,1A,4
2031,ens9,8p5,1AS,5
2032,ens1,2p6,1A,4
2032,ens1,2p6,1AS,6
2032,ens1,8p5,1A,4
2032,ens1,8p5,1AS,5
2032,ens10,2p6,1A,3
2032,ens10,2p6,1AS,5
2032,ens10,8p5,1A,4
2032,ens10,8p5,1AS,5
2032,ens11,2p6,1A,4
2032,ens11,2p6,1AS,6
2032,ens11,8p5,1A,4
2032,ens11,8p5,1AS,7
2032,ens12,2p6,1A,4
2032,ens12,2p6,1AS,5
2032,ens12,8p5,1A,4
2032,ens12,8p5,1AS,5
2032,ens13,2p6,1A,3
2032,ens13,2p6,1AS,3
2032,ens13,8p5,1A,2
2032,ens13,8p5,1AS,3
2032,ens2,2p6,1A,2
2032,ens2,2p6,1AS,2
2032,ens2,8p5,1A,4
2032,ens2,8p5,1AS,4
2032,ens3,2p6,1A,4
2032,ens3,2p6,1AS,7
2032,ens3,8p5,1A,3
2032,ens3,8p5,1AS,4
2032,ens4,2p6,1A,3
2032,ens4,2p6,1AS,3
2032,ens4,8p5,1A,5
2032,ens4,8p5,1AS,7
2032,ens5,2p6,1A,4
2032,ens5,2p6,1AS,6
2032,ens5,8p5,1A,4
2032,ens5,8p5,1AS,6
2032,ens6,2p6,1A,4
2032,ens6,2p6,1AS,4
2032,ens6,8p5,1A,3
2032,ens6,8p5,1AS,6
2032,ens7,2p6,1A,3
2032,ens7,2p6,1AS,3
2032,ens7,8p5,1A,3
2032,ens7,8p5,1AS,3
2032,ens8,2p6,1A,3
2032,ens8,2p6,1AS,3
2032,ens8,8p5,1A,5
2032,ens8,8p5,1AS,6
2032,ens9,2p6,1A,3
2032,ens9,2p6,1AS,4
2032,ens9,8p5,1A,5
2032,ens9,8p5,1AS,5
2033,ens1,2p6,1A,3
2033,ens1,2p6,1AS,5
2033,ens1,8p5,1A,5
2033,ens1,8p5,1AS,6
2033,ens10,2p6,1A,3
2033,ens10,2p6,1AS,5
2033,ens10,8p5,1A,5
2033,ens10,8p5,1AS,5
2033,ens11,2p6,1A,4
2033,ens11,2p6,1AS,5
2033,ens11,8p5,1A,4
2033,ens11,8p5,1AS,6
2033,ens12,2p6,1A,5
2033,ens12,2p6,1AS,5
2033,ens12,8p5,1A,4
2033,ens12,8p5,1AS,4
2033,ens13,2p6,1A,3
2033,ens13,2p6,1AS,4
2033,ens13,8p5,1A,4
2033,ens13,8p5,1AS,4
2033,ens2,2p6,1A,2
2033,ens2,2p6,1AS,2
2033,ens2,8p5,1A,4
2033,ens2,8p5,1AS,4
2033,ens3,2p6,1A,4
2033,ens3,2p6,1AS,6
2033,ens3,8p5,1A,4
2033,ens3,8p5,1AS,5
2033,ens4,2p6,1A,3
2033,ens4,2p6,1AS,4
2033,ens4,8p5,1A,7
2033,ens4,8p5,1AS,11
2033,ens5,2p6,1A,2
2033,ens5,2p6,1AS,2
2033,ens5,8p5,1A,5
2033,ens5,8p5,1AS,7
2033,ens6,2p6,1A,4
2033,ens6,2p6,1AS,5
2033,ens6,8p5,1A,2
2033,ens6,8p5,1AS,4
2033,ens7,2p6,1A,3
2033,ens7,2p6,1AS,5
2033,ens7,8p5,1A,3
2033,ens7,8p5,1AS,3
2033,ens8,2p6,1A,4
2033,ens8,2p6,1AS,4
2033,ens8,8p5,1A,5
2033,ens8,8p5,1AS,6
2033,ens9,2p6,1A,4
2033,ens9,2p6,1AS,5
2033,ens9,8p5,1A,6
2033,ens9,8p5,1AS,7
2034,ens1,2p6,1A,4
2034,ens1,2p6,1AS,6
2034,ens1,8p5,1A,6
2034,ens1,8p5,1AS,7
2034,ens10,2p6,1A,4
2034,ens10,2p6,1AS,5
2034,ens10,8p5,1A,5
2034,ens10,8p5,1AS,7
2034,ens11,2p6,1A,4
2034,ens11,2p6,1AS,7
2034,ens11,8p5,1A,5
2034,ens11,8p5,1AS,7
2034,ens12,2p6,1A,5
2034,ens12,2p6,1AS,5
2034,ens12,8p5,1A,4
2034,ens12,8p5,1AS,5
2034,ens13,2p6,1A,2
2034,ens13,2p6,1AS,2
2034,ens13,8p5,1A,2
2034,ens13,8p5,1AS,2
2034,ens2,2p6,1A,3
2034,ens2,2p6,1AS,3
2034,ens2,8p5,1A,3
2034,ens2,8p5,1AS,4
2034,ens3,2p6,1A,5
2034,ens3,2p6,1AS,7
2034,ens3,8p5,1A,4
2034,ens3,8p5,1AS,5
2034,ens4,2p6,1A,5
2034,ens4,2p6,1AS,7
2034,ens4,8p5,1A,6
2034,ens4,8p5,1AS,10
2034,ens5,2p6,1A,4
2034,ens5,2p6,1AS,5
2034,ens5,8p5,1A,4
2034,ens5,8p5,1AS,7
2034,ens6,2p6,1A,5
2034,ens6,2p6,1AS,5
2034,ens6,8p5,1A,4
2034,ens6,8p5,1AS,6
2034,ens7,2p6,1A,3
2034,ens7,2p6,1AS,4
2034,ens7,8p5,1A,3
2034,ens7,8p5,1AS,4
2034,ens8,2p6,1A,5
2034,ens8,2p6,1AS,5
2034,ens8,8p5,1A,5
2034,ens8,8p5,1AS,7
2034,ens9,2p6,1A,5
2034,ens9,2p6,1AS,5
2034,ens9,8p5,1A,6
2034,ens9,8p5,1AS,7
2035,ens1,2p6,1A,3
2035,ens1,2p6,1AS,5
2035,ens1,8p5,1A,7
2035,ens1,8p5,1AS,8
2035,ens10,2p6,1A,4
2035,ens10,2p6,1AS,5
2035,ens10,8p5,1A,4
2035,ens10,8p5,1AS,5
2035,ens11,2p6,1A,4
2035,ens11,2p6,1AS,7
2035,ens11,8p5,1A,5
2035,ens11,8p5,1AS,7
2035,ens12,2p6,1A,4
2035,ens12,2p6,1AS,7
2035,ens12,8p5,1A,4
2035,ens12,8p5,1AS,5
2035,ens13,2p6,1A,3
2035,ens13,2p6,1AS,3
2035,ens13,8p5,1A,4
2035,ens13,8p5,1AS,4
2035,ens2,2p6,1A,3
2035,ens2,2p6,1AS,4
2035,ens2,8p5,1A,3
2035,ens2,8p5,1AS,4
2035,ens3,2p6,1A,5
2035,ens3,2p6,1AS,6
2035,ens3,8p5,1A,2
2035,ens3,8p5,1AS,5
2035,ens4,2p6,1A,4
2035,ens4,2p6,1AS,5
2035,ens4,8p5,1A,7
2035,ens4,8p5,1AS,8
2035,ens5,2p6,1A,2
2035,ens5,2p6,1AS,4
2035,ens5,8p5,1A,4
2035,ens5,8p5,1AS,6
2035,ens6,2p6,1A,5
2035,ens6,2p6,1AS,6
2035,ens6,8p5,1A,2
2035,ens6,8p5,1AS,4
2035,ens7,2p6,1A,3
2035,ens7,2p6,1AS,4
2035,ens7,8p5,1A,3
2035,ens7,8p5,1AS,3
2035,ens8,2p6,1A,5
2035,ens8,2p6,1AS,6
2035,ens8,8p5,1A,5
2035,ens8,8p5,1AS,7
2035,ens9,2p6,1A,5
2035,ens9,2p6,1AS,7
2035,ens9,8p5,1A,6
2035,ens9,8p5,1AS,7
2036,ens1,2p6,1A,4
2036,ens1,2p6,1AS,5
2036,ens1,8p5,1A,5
2036,ens1,8p5,1AS,7
2036,ens10,2p6,1A,4
2036,ens10,2p6,1AS,5
2036,ens10,8p5,1A,5
2036,ens10,8p5,1AS,5
2036,ens11,2p6,1A,5
2036,ens11,2p6,1AS,7
2036,ens11,8p5,1A,5
2036,ens11,8p5,1AS,7
2036,ens12,2p6,1A,4
2036,ens12,2p6,1AS,5
2036,ens12,8p5,1A,4
2036,ens12,8p5,1AS,5
2036,ens13,2p6,1A,3
2036,ens13,2p6,1AS,3
2036,ens13,8p5,1A,5
2036,ens13,8p5,1AS,5
2036,ens2,2p6,1A,3
2036,ens2,2p6,1AS,4
2036,ens2,8p5,1A,3
2036,ens2,8p5,1AS,4
2036,ens3,2p6,1A,4
2036,ens3,2p6,1AS,7
2036,ens3,8p5,1A,5
2036,ens3,8p5,1AS,6
2036,ens4,2p6,1A,4
2036,ens4,2p6,1AS,5
2036,ens4,8p5,1A,7
2036,ens4,8p5,1AS,10
2036,ens5,2p6,1A,3
2036,ens5,2p6,1AS,6
2036,ens5,8p5,1A,2
2036,ens5,8p5,1AS,5
2036,ens6,2p6,1A,5
2036,ens6,2p6,1AS,6
2036,ens6,8p5,1A,3
2036,ens6,8p5,1AS,4
2036,ens7,2p6,1A,2
2036,ens7,2p6,1AS,3
2036,ens7,8p5,1A,3
2036,ens7,8p5,1AS,3
2036,ens8,2p6,1A,4
2036,ens8,2p6,1AS,5
2036,ens8,8p5,1A,5
2036,ens8,8p5,1AS,6
2036,ens9,2p6,1A,5
2036,ens9,2p6,1AS,6
2036,ens9,8p5,1A,6
2036,ens9,8p5,1AS,6
2037,ens1,2p6,1A,4
2037,ens1,2p6,1AS,4
2037,ens1,8p5,1A,6
2037,ens1,8p5,1AS,8
2037,ens10,2p6,1A,4
2037,ens10,2p6,1AS,5
2037,ens10,8p5,1A,5
2037,ens10,8p5,1AS,5
2037,ens11,2p6,1A,6
2037,ens11,2p6,1AS,8
2037,ens11,8p5,1A,5
2037,ens11,8p5,1AS,7
2037,ens12,2p6,1A,5
2037,ens12,2p6,1AS,5
2037,ens12,8p5,1A,4
2037,ens12,8p5,1AS,5
2037,ens13,2p6,1A,4
2037,ens13,2p6,1AS,5
2037,ens13,8p5,1A,6
2037,ens13,8p5,1AS,7
2037,ens2,2p6,1A,2
2037,ens2,2p6,1AS,2
2037,ens2,8p5,1A,4
2037,ens2,8p5,1AS,4
2037,ens3,2p6,1A,4
2037,ens3,2p6,1AS,10
2037,ens3,8p5,1A,5
2037,ens3,8p5,1AS,5
2037,ens4,2p6,1A,4
2037,ens4,2p6,1AS,6
2037,ens4,8p5,1A,6
2037,ens4,8p5,1AS,7
2037,ens5,2p6,1A,5
2037,ens5,2p6,1AS,5
2037,ens5,8p5,1A,5
2037,ens5,8p5,1AS,8
2037,ens6,2p6,1A,5
2037,ens6,2p6,1AS,7
2037,ens6,8p5,1A,4
2037,ens6,8p5,1AS,7
2037,ens7,2p6,1A,2
2037,ens7,2p6,1AS,3
2037,ens7,8p5,1A,3
2037,ens7,8p5,1AS,3
2037,ens8,2p6,1A,5
2037,ens8,2p6,1AS,6
2037,ens8,8p5,1A,5
2037,ens8,8p5,1AS,6
2037,ens9,2p6,1A,4
2037,ens9,2p6,1AS,5
2037,ens9,8p5,1A,6
2037,ens9,8p5,1AS,6
2038,ens1,2p6,1A,4
2038,ens1,2p6,1AS,4
2038,ens1,8p5,1A,5
2038,ens1,8p5,1AS,8
2038,ens10,2p6,1A,4
2038,ens10,2p6,1AS,5
2038,ens10,8p5,1A,4
2038,ens10,8p5,1AS,6
2038,ens11,2p6,1A,5
2038,ens11,2p6,1AS,7
2038,ens11,8p5,1A,5
2038,ens11,8p5,1AS,6
2038,ens12,2p6,1A,4
2038,ens12,2p6,1AS,5
2038,ens12,8p5,1A,5
2038,ens12,8p5,1AS,6
2038,ens13,2p6,1A,2
2038,ens13,2p6,1AS,4
2038,ens13,8p5,1A,6
2038,ens13,8p5,1AS,7
2038,ens2,2p6,1A,2
2038,ens2,2p6,1AS,2
2038,ens2,8p5,1A,4
2038,ens2,8p5,1AS,4
2038,ens3,2p6,1A,5
2038,ens3,2p6,1AS,6
2038,ens3,8p5,1A,3
2038,ens3,8p5,1AS,4
2038,ens4,2p6,1A,4
2038,ens4,2p6,1AS,7
2038,ens4,8p5,1A,5
2038,ens4,8p5,1AS,5
2038,ens5,2p6,1A,5
2038,ens5,2p6,1AS,5
2038,ens5,8p5,1A,5
2038,ens5,8p5,1AS,6
2038,ens6,2p6,1A,5
2038,ens6,2p6,1AS,6
2038,ens6,8p5,1A,4
2038,ens6,8p5,1AS,6
2038,ens7,2p6,1A,3
2038,ens7,2p6,1AS,6
2038,ens7,8p5,1A,3
2038,ens7,8p5,1AS,4
2038,ens8,2p6,1A,4
2038,ens8,2p6,1AS,6
2038,ens8,8p5,1A,5
2038,ens8,8p5,1AS,7
2038,ens9,2p6,1A,5
2038,ens9,2p6,1AS,6
2038,ens9,8p5,1A,6
2038,ens9,8p5,1AS,7
2039,ens1,2p6,1A,4
2039,ens1,2p6,1AS,7
2039,ens1,8p5,1A,5
2039,ens1,8p5,1AS,7
2039,ens10,2p6,1A,5
2039,ens10,2p6,1AS,5
2039,ens10,8p5,1A,4
2039,ens10,8p5,1AS,5
2039,ens11,2p6,1A,6
2039,ens11,2p6,1AS,8
2039,ens11,8p5,1A,6
2039,ens11,8p5,1AS,8
2039,ens12,2p6,1A,5
2039,ens12,2p6,1AS,6
2039,ens12,8p5,1A,5
2039,ens12,8p5,1AS,8
2039,ens13,2p6,1A,3
2039,ens13,2p6,1AS,3
2039,ens13,8p5,1A,6
2039,ens13,8p5,1AS,8
2039,ens2,2p6,1A,4
2039,ens2,2p6,1AS,4
2039,ens2,8p5,1A,4
2039,ens2,8p5,1AS,4
2039,ens3,2p6,1A,3
2039,ens3,2p6,1AS,5
2039,ens3,8p5,1A,4
2039,ens3,8p5,1AS,6
2039,ens4,2p6,1A,4
2039,ens4,2p6,1AS,7
2039,ens4,8p5,1A,5
2039,ens4,8p5,1AS,7
2039,ens5,2p6,1A,6
2039,ens5,2p6,1AS,6
2039,ens5,8p5,1A,6
2039,ens5,8p5,1AS,7
2039,ens6,2p6,1A,4
2039,ens6,2p6,1AS,6
2039,ens6,8p5,1A,5
2039,ens6,8p5,1AS,5
2039,ens7,2p6,1A,5
2039,ens7,2p6,1AS,6
2039,ens7,8p5,1A,3
2039,ens7,8p5,1AS,4
2039,ens8,2p6,1A,5
2039,ens8,2p6,1AS,5
2039,ens8,8p5,1A,5
2039,ens8,8p5,1AS,6
2039,ens9,2p6,1A,5
2039,ens9,2p6,1AS,7
2039,ens9,8p5,1A,7
2039,ens9,8p5,1AS,8
2040,ens1,2p6,1A,5
2040,ens1,2p6,1AS,6
2040,ens1,8p5,1A,6
2040,ens1,8p5,1AS,8
2040,ens10,2p6,1A,5
2040,ens10,2p6,1AS,7
2040,ens10,8p5,1A,5
2040,ens10,8p5,1AS,6
2040,ens11,2p6,1A,6
2040,ens11,2p6,1AS,8
2040,ens11,8p5,1A,5
2040,ens11,8p5,1AS,7
2040,ens12,2p6,1A,5
2040,ens12,2p6,1AS,7
2040,ens12,8p5,1A,5
2040,ens12,8p5,1AS,6
2040,ens13,2p6,1A,4
2040,ens13,2p6,1AS,4
2040,ens13,8p5,1A,5
2040,ens13,8p5,1AS,6
2040,ens2,2p6,1A,3
2040,ens2,2p6,1AS,4
2040,ens2,8p5,1A,5
2040,ens2,8p5,1AS,5
2040,ens3,2p6,1A,3
2040,ens3,2p6,1AS,6
2040,ens3,8p5,1A,5
2040,ens3,8p5,1AS,6
2040,ens4,2p6,1A,2
2040,ens4,2p6,1AS,3
2040,ens4,8p5,1A,5
2040,ens4,8p5,1AS,5
2040,ens5,2p6,1A,6
2040,ens5,2p6,1AS,7
2040,ens5,8p5,1A,5
2040,ens5,8p5,1AS,7
2040,ens6,2p6,1A,5
2040,ens6,2p6,1AS,7
2040,ens6,8p5,1A,3
2040,ens6,8p5,1AS,7
2040,ens7,2p6,1A,4
2040,ens7,2p6,1AS,7
2040,ens7,8p5,1A,3
2040,ens7,8p5,1AS,4
2040,ens8,2p6,1A,5
2040,ens8,2p6,1AS,5
2040,ens8,8p5,1A,5
2040,ens8,8p5,1AS,7
2040,ens9,2p6,1A,6
2040,ens9,2p6,1AS,6
2040,ens9,8p5,1A,7
2040,ens9,8p5,1AS,7
2041,ens1,2p6,1A,5
2041,ens1,2p6,1AS,8
2041,ens1,8p5,1A,7
2041,ens1,8p5,1AS,9
2041,ens10,2p6,1A,5
2041,ens10,2p6,1AS,6
2041,ens10,8p5,1A,4
2041,ens10,8p5,1AS,7
2041,ens11,2p6,1A,5
2041,ens11,2p6,1AS,9
2041,ens11,8p5,1A,5
2041,ens11,8p5,1AS,6
2041,ens12,2p6,1A,5
2041,ens12,2p6,1AS,7
2041,ens12,8p5,1A,5
2041,ens12,8p5,1AS,5
2041,ens13,2p6,1A,4
2041,ens13,2p6,1AS,5
2041,ens13,8p5,1A,4
2041,ens13,8p5,1AS,5
2041,ens2,2p6,1A,2
2041,ens2,2p6,1AS,3
2041,ens2,8p5,1A,4
2041,ens2,8p5,1AS,5
2041,ens3,2p6,1A,4
2041,ens3,2p6,1AS,6
2041,ens3,8p5,1A,5
2041,ens3,8p5,1AS,6
2041,ens4,2p6,1A,4
2041,ens4,2p6,1AS,4
2041,ens4,8p5,1A,5
2041,ens4,8p5,1AS,7
2041,ens5,2p6,1A,6
2041,ens5,2p6,1AS,8
2041,ens5,8p5,1A,5
2041,ens5,8p5,1AS,8
2041,ens6,2p6,1A,6
2041,ens6,2p6,1AS,8
2041,ens6,8p5,1A,6
2041,ens6,8p5,1AS,7
2041,ens7,2p6,1A,2
2041,ens7,2p6,1AS,4
2041,ens7,8p5,1A,3
2041,ens7,8p5,1AS,5
2041,ens8,2p6,1A,4
2041,ens8,2p6,1AS,5
2041,ens8,8p5,1A,7
2041,ens8,8p5,1AS,7
2041,ens9,2p6,1A,5
2041,ens9,2p6,1AS,6
2041,ens9,8p5,1A,7
2041,ens9,8p5,1AS,8
2042,ens1,2p6,1A,5
2042,ens1,2p6,1AS,5
2042,ens1,8p5,1A,5
2042,ens1,8p5,1AS,8
2042,ens10,2p6,1A,4
2042,ens10,2p6,1AS,5
2042,ens10,8p5,1A,5
2042,ens10,8p5,1AS,6
2042,ens11,2p6,1A,5
2042,ens11,2p6,1AS,8
2042,ens11,8p5,1A,5
2042,ens11,8p5,1AS,7
2042,ens12,2p6,1A,4
2042,ens12,2p6,1AS,5
2042,ens12,8p5,1A,5
2042,ens12,8p5,1AS,6
2042,ens13,2p6,1A,4
2042,ens13,2p6,1AS,6
2042,ens13,8p5,1A,5
2042,ens13,8p5,1AS,7
2042,ens2,2p6,1A,3
2042,ens2,2p6,1AS,3
2042,ens2,8p5,1A,4
2042,ens2,8p5,1AS,4
2042,ens3,2p6,1A,3
2042,ens3,2p6,1AS,8
2042,ens3,8p5,1A,3
2042,ens3,8p5,1AS,6
2042,ens4,2p6,1A,3
2042,ens4,2p6,1AS,5
2042,ens4,8p5,1A,6
2042,ens4,8p5,1AS,7
2042,ens5,2p6,1A,6
2042,ens5,2p6,1AS,6
2042,ens5,8p5,1A,6
2042,ens5,8p5,1AS,8
2042,ens6,2p6,1A,4
2042,ens6,2p6,1AS,5
2042,ens6,8p5,1A,3
2042,ens6,8p5,1AS,6
2042,ens7,2p6,1A,3
2042,ens7,2p6,1AS,5
2042,ens7,8p5,1A,3
2042,ens7,8p5,1AS,4
2042,ens8,2p6,1A,5
2042,ens8,2p6,1AS,5
2042,ens8,8p5,1A,6
2042,ens8,8p5,1AS,8
2042,ens9,2p6,1A,5
2042,ens9,2p6,1AS,6
2042,ens9,8p5,1A,5
2042,ens9,8p5,1AS,6
2043,ens1,2p6,1A,4
2043,ens1,2p6,1AS,5
2043,ens1,8p5,1A,6
2043,ens1,8p5,1AS,8
2043,ens10,2p6,1A,4
2043,ens10,2p6,1AS,6
2043,ens10,8p5,1A,5
2043,ens10,8p5,1AS,7
2043,ens11,2p6,1A,6
2043,ens11,2p6,1AS,8
2043,ens11,8p5,1A,5
2043,ens11,8p5,1AS,8
2043,ens12,2p6,1A,5
2043,ens12,2p6,1AS,5
2043,ens12,8p5,1A,5
2043,ens12,8p5,1AS,7
2043,ens13,2p6,1A,2
2043,ens13,2p6,1AS,3
2043,ens13,8p5,1A,6
2043,ens13,8p5,1AS,6
2043,ens2,2p6,1A,3
2043,ens2,2p6,1AS,3
2043,ens2,8p5,1A,4
2043,ens2,8p5,1AS,5
2043,ens3,2p6,1A,5
2043,ens3,2p6,1AS,7
2043,ens3,8p5,1A,4
2043,ens3,8p5,1AS,6
2043,ens4,2p6,1A,3
2043,ens4,2p6,1AS,4
2043,ens4,8p5,1A,8
2043,ens4,8p5,1AS,8
2043,ens5,2p6,1A,6
2043,ens5,2p6,1AS,8
2043,ens5,8p5,1A,5
2043,ens5,8p5,1AS,6
2043,ens6,2p6,1A,5
2043,ens6,2p6,1AS,5
2043,ens6,8p5,1A,3
2043,ens6,8p5,1AS,4
2043,ens7,2p6,1A,5
2043,ens7,2p6,1AS,8
2043,ens7,8p5,1A,3
2043,ens7,8p5,1AS,4
2043,ens8,2p6,1A,5
2043,ens8,2p6,1AS,5
2043,ens8,8p5,1A,6
2043,ens8,8p5,1AS,8
2043,ens9,2p6,1A,4
2043,ens9,2p6,1AS,6
2043,ens9,8p5,1A,6
2043,ens9,8p5,1AS,6
2044,ens1,2p6,1A,6
2044,ens1,2p6,1AS,7
2044,ens1,8p5,1A,7
2044,ens1,8p5,1AS,8
2044,ens10,2p6,1A,4
2044,ens10,2p6,1AS,5
2044,ens10,8p5,1A,5
2044,ens10,8p5,1AS,7
2044,ens11,2p6,1A,7
2044,ens11,2p6,1AS,8
2044,ens11,8p5,1A,6
2044,ens11,8p5,1AS,8
2044,ens12,2p6,1A,5
2044,ens12,2p6,1AS,7
2044,ens12,8p5,1A,4
2044,ens12,8p5,1AS,6
2044,ens13,2p6,1A,4
2044,ens13,2p6,1AS,5
2044,ens13,8p5,1A,5
2044,ens13,8p5,1AS,7
2044,ens2,2p6,1A,2
2044,ens2,2p6,1AS,2
2044,ens2,8p5,1A,4
2044,ens2,8p5,1AS,4
2044,ens3,2p6,1A,5
2044,ens3,2p6,1AS,9
2044,ens3,8p5,1A,5
2044,ens3,8p5,1AS,5
2044,ens4,2p6,1A,4
2044,ens4,2p6,1AS,4
2044,ens4,8p5,1A,6
2044,ens4,8p5,1AS,7
2044,ens5,2p6,1A,6
2044,ens5,2p6,1AS,8
2044,ens5,8p5,1A,7
2044,ens5,8p5,1AS,8
2044,ens6,2p6,1A,4
2044,ens6,2p6,1AS,5
2044,ens6,8p5,1A,6
2044,ens6,8p5,1AS,7
2044,ens7,2p6,1A,5
2044,ens7,2p6,1AS,8
2044,ens7,8p5,1A,4
2044,ens7,8p5,1AS,6
2044,ens8,2p6,1A,4
2044,ens8,2p6,1AS,8
2044,ens8,8p5,1A,5
2044,ens8,8p5,1AS,6
2044,ens9,2p6,1A,5
2044,ens9,2p6,1AS,5
2044,ens9,8p5,1A,6
2044,ens9,8p5,1AS,8
2045,ens1,2p6,1A,6
2045,ens1,2p6,1AS,7
2045,ens1,8p5,1A,7
2045,ens1,8p5,1AS,12
2045,ens10,2p6,1A,5
2045,ens10,2p6,1AS,5
2045,ens10,8p5,1A,5
2045,ens10,8p5,1AS,7
2045,ens11,2p6,1A,6
2045,ens11,2p6,1AS,8
2045,ens11,8p5,1A,6
2045,ens11,8p5,1AS,9
2045,ens12,2p6,1A,5
2045,ens12,2p6,1AS,7
2045,ens12,8p5,1A,5
2045,ens12,8p5,1AS,5
2045,ens13,2p6,1A,4
2045,ens13,2p6,1AS,5
2045,ens13,8p5,1A,4
2045,ens13,8p5,1AS,5
2045,ens2,2p6,1A,4
2045,ens2,2p6,1AS,4
2045,ens2,8p5,1A,4
2045,ens2,8p5,1AS,4
2045,ens3,2p6,1A,3
2045,ens3,2p6,1AS,7
2045,ens3,8p5,1A,5
2045,ens3,8p5,1AS,5
2045,ens4,2p6,1A,4
2045,ens4,2p6,1AS,5
2045,ens4,8p5,1A,7
2045,ens4,8p5,1AS,8
2045,ens5,2p6,1A,7
2045,ens5,2p6,1AS,8
2045,ens5,8p5,1A,6
2045,ens5,8p5,1AS,7
2045,ens6,2p6,1A,4
2045,ens6,2p6,1AS,7
2045,ens6,8p5,1A,6
2045,ens6,8p5,1AS,6
2045,ens7,2p6,1A,4
2045,ens7,2p6,1AS,7
2045,ens7,8p5,1A,4
2045,ens7,8p5,1AS,7
2045,ens8,2p6,1A,5
2045,ens8,2p6,1AS,7
2045,ens8,8p5,1A,5
2045,ens8,8p5,1AS,6
2045,ens9,2p6,1A,5
2045,ens9,2p6,1AS,5
2045,ens9,8p5,1A,6
2045,ens9,8p5,1AS,7
2046,ens1,2p6,1A,6
2046,ens1,2p6,1AS,7
2046,ens1,8p5,1A,8
2046,ens1,8p5,1AS,11
2046,ens10,2p6,1A,5
2046,ens10,2p6,1AS,5
2046,ens10,8p5,1A,4
2046,ens10,8p5,1AS,7
2046,ens11,2p6,1A,6
2046,ens11,2p6,1AS,8
2046,ens11,8p5,1A,6
2046,ens11,8p5,1AS,7
2046,ens12,2p6,1A,5
2046,ens12,2p6,1AS,6
2046,ens12,8p5,1A,5
2046,ens12,8p5,1AS,6
2046,ens13,2p6,1A,4
2046,ens13,2p6,1AS,5
2046,ens13,8p5,1A,4
2046,ens13,8p5,1AS,4
2046,ens2,2p6,1A,3
2046,ens2,2p6,1AS,4
2046,ens2,8p5,1A,5
2046,ens2,8p5,1AS,5
2046,ens3,2p6,1A,6
2046,ens3,2p6,1AS,6
2046,ens3,8p5,1A,5
2046,ens3,8p5,1AS,6
2046,ens4,2p6,1A,4
2046,ens4,2p6,1AS,5
2046,ens4,8p5,1A,6
2046,ens4,8p5,1AS,8
2046,ens5,2p6,1A,6
2046,ens5,2p6,1AS,7
2046,ens5,8p5,1A,7
2046,ens5,8p5,1AS,8
2046,ens6,2p6,1A,3
2046,ens6,2p6,1AS,3
2046,ens6,8p5,1A,6
2046,ens6,8p5,1AS,7
2046,ens7,2p6,1A,3
2046,ens7,2p6,1AS,6
2046,ens7,8p5,1A,4
2046,ens7,8p5,1AS,6
2046,ens8,2p6,1A,5
2046,ens8,2p6,1AS,6
2046,ens8,8p5,1A,5
2046,ens8,8p5,1AS,7
2046,ens9,2p6,1A,4
2046,ens9,2p6,1AS,6
2046,ens9,8p5,1A,4
2046,ens9,8p5,1AS,6
2047,ens1,2p6,1A,7
2047,ens1,2p6,1AS,7
2047,ens1,8p5,1A,8
2047,ens1,8p5,1AS,10
2047,ens10,2p6,1A,5
2047,ens10,2p6,1AS,5
2047,ens10,8p5,1A,5
2047,ens10,8p5,1AS,7
2047,ens11,2p6,1A,6
2047,ens11,2p6,1AS,8
2047,ens11,8p5,1A,6
2047,ens11,8p5,1AS,7
2047,ens12,2p6,1A,5
2047,ens12,2p6,1AS,6
2047,ens12,8p5,1A,5
2047,ens12,8p5,1AS,6
2047,ens13,2p6,1A,4
2047,ens13,2p6,1AS,4
2047,ens13,8p5,1A,3
2047,ens13,8p5,1AS,4
2047,ens2,2p6,1A,4
2047,ens2,2p6,1AS,5
2047,ens2,8p5,1A,5
2047,ens2,8p5,1AS,7
2047,ens3,2p6,1A,4
2047,ens3,2p6,1AS,7
2047,ens3,8p5,1A,4
