year,scen,ens,rcp,usd_rub,ship_type,dir,value
2040,Pol,ens12,2p6,base,1AS,West,3.359841060785339
2040,Pol,ens12,2p6,discounted,1A,East,1.6915565184952877
2040,Pol,ens12,2p6,discounted,1A,West,4.188503312794066
2040,Pol,ens12,2p6,discounted,1AS,East,2.594680397426352
2040,Pol,ens12,2p6,discounted,1AS,West,3.3048960178343503
2040,Pol,ens12,2p6,high,1A,East,1.6747582071461133
2040,Pol,ens12,2p6,high,1A,West,4.20530162414324
2040,Pol,ens12,2p6,high,1AS,East,2.5537804282319367
2040,Pol,ens12,2p6,high,1AS,West,3.345795987028766
2040,Pol,ens12,2p6,low,1A,East,1.6038958592925094
2040,Pol,ens12,2p6,low,1A,West,4.276163971996844
2040,Pol,ens12,2p6,low,1AS,East,2.427922755000655
2040,Pol,ens12,2p6,low,1AS,West,3.4716536602600474
2040,Pol,ens13,2p6,base,1A,East,1.2767368590412416
2040,Pol,ens13,2p6,base,1A,West,4.403695163227667
2040,Pol,ens13,2p6,base,1AS,East,1.3976448035359383
2040,Pol,ens13,2p6,base,1AS,West,4.282787218732969
2040,Pol,ens13,2p6,discounted,1A,East,1.2704754386956485
2040,Pol,ens13,2p6,discounted,1A,West,4.409956583573259
2040,Pol,ens13,2p6,discounted,1AS,East,1.3894575643598417
2040,Pol,ens13,2p6,discounted,1AS,West,4.2909744579090665
2040,Pol,ens13,2p6,high,1A,East,1.2806245785047377
2040,Pol,ens13,2p6,high,1A,West,4.399807443764169
2040,Pol,ens13,2p6,high,1AS,East,1.4007761111495467
2040,Pol,ens13,2p6,high,1AS,West,4.279655911119361
2040,Pol,ens13,2p6,low,1A,East,1.2471812476108488
2040,Pol,ens13,2p6,low,1A,West,4.433250774658059
2040,Pol,ens13,2p6,low,1AS,East,1.3736501776240861
2040,Pol,ens13,2p6,low,1AS,West,4.306781844644822
2040,Pol,ens2,2p6,base,1A,East,0.9765059929099379
2040,Pol,ens2,2p6,base,1A,West,4.7039260293589695
2040,Pol,ens2,2p6,base,1AS,East,1.40434308902833
2040,Pol,ens2,2p6,base,1AS,West,4.276088933240578
2040,Pol,ens2,2p6,discounted,1A,East,0.9765059929099379
2040,Pol,ens2,2p6,discounted,1A,West,4.7039260293589695
2040,Pol,ens2,2p6,discounted,1AS,East,1.4037018162838524
2040,Pol,ens2,2p6,discounted,1AS,West,4.276730205985055
2040,Pol,ens2,2p6,high,1A,East,0.9765059929099379
2040,Pol,ens2,2p6,high,1A,West,4.7039260293589695
2040,Pol,ens2,2p6,high,1AS,East,1.4063503686818937
2040,Pol,ens2,2p6,high,1AS,West,4.2740816535870145
2040,Pol,ens2,2p6,low,1A,East,0.9765059929099379
2040,Pol,ens2,2p6,low,1A,West,4.7039260293589695
2040,Pol,ens2,2p6,low,1AS,East,1.3888471465258472
2040,Pol,ens2,2p6,low,1AS,West,4.291584875743061
2040,Pol,ens3,2p6,base,1A,East,1.0642803272172907
2040,Pol,ens3,2p6,base,1A,West,4.946170346446369
2040,Pol,ens3,2p6,base,1AS,East,2.235903801413602
2040,Pol,ens3,2p6,base,1AS,West,3.8281841370722547
2040,Pol,ens3,2p6,discounted,1A,East,1.063720504748084
2040,Pol,ens3,2p6,discounted,1A,West,4.946730168915575
2040,Pol,ens3,2p6,discounted,1AS,East,2.3083406726383826
2040,Pol,ens3,2p6,discounted,1AS,West,3.7557472658474746
2040,Pol,ens3,2p6,high,1A,East,1.0666536789073018
2040,Pol,ens3,2p6,high,1A,West,4.943796994756358
2040,Pol,ens3,2p6,high,1AS,East,2.2548179638560994
2040,Pol,ens3,2p6,high,1AS,West,3.8092699746297574
2040,Pol,ens3,2p6,low,1A,East,1.0461773542895143
2040,Pol,ens3,2p6,low,1A,West,4.964273319374145
2040,Pol,ens3,2p6,low,1AS,East,2.085454475009252
2040,Pol,ens3,2p6,low,1AS,West,3.9786334634766054
2040,Pol,ens4,2p6,base,1A,East,0.6504030645000527
2040,Pol,ens4,2p6,base,1A,West,5.030028957768855
2040,Pol,ens4,2p6,base,1AS,East,1.0137698552491567
2040,Pol,ens4,2p6,base,1AS,West,4.666662167019751
2040,Pol,ens4,2p6,discounted,1A,East,0.6504030645000527
2040,Pol,ens4,2p6,discounted,1A,West,5.030028957768855
2040,Pol,ens4,2p6,discounted,1AS,East,1.0567662332521133
2040,Pol,ens4,2p6,discounted,1AS,West,4.623665789016794
2040,Pol,ens4,2p6,high,1A,East,0.6504030645000527
2040,Pol,ens4,2p6,high,1A,West,5.030028957768855
2040,Pol,ens4,2p6,high,1AS,East,1.0219303308242724
2040,Pol,ens4,2p6,high,1AS,West,4.658501691444635
2040,Pol,ens4,2p6,low,1A,East,0.6504030645000527
2040,Pol,ens4,2p6,low,1A,West,5.030028957768855
2040,Pol,ens4,2p6,low,1AS,East,0.9486876705202298
2040,Pol,ens4,2p6,low,1AS,West,4.731744351748678
2040,Pol,ens5,2p6,base,1A,East,2.093984065181429
2040,Pol,ens5,2p6,base,1A,West,4.017865384838742
2040,Pol,ens5,2p6,base,1AS,East,2.68532783164026
2040,Pol,ens5,2p6,base,1AS,West,3.446626344554187
2040,Pol,ens5,2p6,discounted,1A,East,2.1590512234191443
2040,Pol,ens5,2p6,discounted,1A,West,3.952798226601027
2040,Pol,ens5,2p6,discounted,1AS,East,2.7291450941006525
2040,Pol,ens5,2p6,discounted,1AS,West,3.402809082093795
2040,Pol,ens5,2p6,high,1A,East,2.1076883413150975
2040,Pol,ens5,2p6,high,1A,West,4.004161108705074
2040,Pol,ens5,2p6,high,1AS,East,2.6980005740550426
2040,Pol,ens5,2p6,high,1AS,West,3.433953602139405
2040,Pol,ens5,2p6,low,1A,East,1.9891099299998105
2040,Pol,ens5,2p6,low,1A,West,4.122739520020361
2040,Pol,ens5,2p6,low,1AS,East,2.5848530510095413
2040,Pol,ens5,2p6,low,1AS,West,3.5471011251849056
2040,Pol,ens6,2p6,base,1A,East,1.7634825891959318
2040,Pol,ens6,2p6,base,1A,West,4.303167599289419
2040,Pol,ens6,2p6,base,1AS,East,2.666795974435576
2040,Pol,ens6,2p6,base,1AS,West,3.437610596125189
2040,Pol,ens6,2p6,discounted,1A,East,1.792299453044353
2040,Pol,ens6,2p6,discounted,1A,West,4.274350735440998
2040,Pol,ens6,2p6,discounted,1AS,East,2.7104618811882264
2040,Pol,ens6,2p6,discounted,1AS,West,3.393944689372538
2040,Pol,ens6,2p6,high,1A,East,1.7698168987791438
2040,Pol,ens6,2p6,high,1A,West,4.296833289706207
2040,Pol,ens6,2p6,high,1AS,East,2.67942538793014
2040,Pol,ens6,2p6,high,1AS,West,3.4249811826306247
2040,Pol,ens6,2p6,low,1A,East,1.7147870164912646
2040,Pol,ens6,2p6,low,1A,West,4.351863171994086
2040,Pol,ens6,2p6,low,1AS,East,2.5666666188942573
2040,Pol,ens6,2p6,low,1AS,West,3.537739951666507
2040,Pol,ens7,2p6,base,1A,East,1.3509099715054305
2040,Pol,ens7,2p6,base,1A,West,4.5158321956929734
2040,Pol,ens7,2p6,base,1AS,East,2.4689329118401466
2040,Pol,ens7,2p6,base,1AS,West,3.4265317210333306
2040,Pol,ens7,2p6,discounted,1A,East,1.3418492213703912
2040,Pol,ens7,2p6,discounted,1A,West,4.524892945828013
2040,Pol,ens7,2p6,discounted,1AS,East,2.5783869002272293
2040,Pol,ens7,2p6,discounted,1AS,West,3.317077732646248
2040,Pol,ens7,2p6,high,1A,East,1.354549142022188
2040,Pol,ens7,2p6,high,1A,West,4.512193025176216
2040,Pol,ens7,2p6,high,1AS,East,2.495117989654354
2040,Pol,ens7,2p6,high,1AS,West,3.400346643219123
2040,Pol,ens7,2p6,low,1A,East,1.323291947762093
2040,Pol,ens7,2p6,low,1A,West,4.543450219436311
2040,Pol,ens7,2p6,low,1AS,East,2.2600348687077547
2040,Pol,ens7,2p6,low,1AS,West,3.635429764165723
2040,Pol,ens8,2p6,base,1A,East,1.7172110103050784
2040,Pol,ens8,2p6,base,1A,West,4.301359699104888
2040,Pol,ens8,2p6,base,1AS,East,1.8986037326657463
2040,Pol,ens8,2p6,base,1AS,West,4.11996697674422
2040,Pol,ens8,2p6,discounted,1A,East,1.756987935316713
2040,Pol,ens8,2p6,discounted,1A,West,4.261582774093253
2040,Pol,ens8,2p6,discounted,1AS,East,1.9301065096123495
2040,Pol,ens8,2p6,discounted,1AS,West,4.088464199797617
2040,Pol,ens8,2p6,high,1A,East,1.7274929890228297
2040,Pol,ens8,2p6,high,1A,West,4.291077720387137
2040,Pol,ens8,2p6,high,1AS,East,1.9051656635487197
2040,Pol,ens8,2p6,high,1AS,West,4.1134050458612466
2040,Pol,ens8,2p6,low,1A,East,1.6389839988034796
2040,Pol,ens8,2p6,low,1A,West,4.379586710606487
2040,Pol,ens8,2p6,low,1AS,East,1.8460383302884165
2040,Pol,ens8,2p6,low,1AS,West,4.1725323791215505
2040,Pol,ens9,2p6,base,1A,East,2.0515123371507067
2040,Pol,ens9,2p6,base,1A,West,4.008717366731519
2040,Pol,ens9,2p6,base,1AS,East,2.2628045176393248
2040,Pol,ens9,2p6,base,1AS,West,3.7974251862429007
2040,Pol,ens9,2p6,discounted,1A,East,2.130608886347355
2040,Pol,ens9,2p6,discounted,1A,West,3.929620817534871
2040,Pol,ens9,2p6,discounted,1AS,East,2.319668458160077
2040,Pol,ens9,2p6,discounted,1AS,West,3.7405612457221484
2040,Pol,ens9,2p6,high,1A,East,2.0670979624906574
2040,Pol,ens9,2p6,high,1A,West,3.993131741391568
2040,Pol,ens9,2p6,high,1AS,East,2.275067933745878
2040,Pol,ens9,2p6,high,1AS,West,3.7851617701363476
2040,Pol,ens9,2p6,low,1A,East,1.9325714863381829
2040,Pol,ens9,2p6,low,1A,West,4.1276582175440435
2040,Pol,ens9,2p6,low,1AS,East,2.164716036220286
2040,Pol,ens9,2p6,low,1AS,West,3.8955136676619397
2040,Ref,ens1,2p6,base,1A,East,1.4229850277609388
2040,Ref,ens1,2p6,base,1A,West,4.244412238625615
2040,Ref,ens1,2p6,base,1AS,East,1.8526815696047023
2040,Ref,ens1,2p6,base,1AS,West,3.8147156967818514
2040,Ref,ens1,2p6,discounted,1A,East,1.4629342680166357
2040,Ref,ens1,2p6,discounted,1A,West,4.204462998369918
2040,Ref,ens1,2p6,discounted,1AS,East,1.89341255398787
2040,Ref,ens1,2p6,discounted,1AS,West,3.773984712398684
2040,Ref,ens1,2p6,high,1A,East,1.433191350020707
2040,Ref,ens1,2p6,high,1A,West,4.2342059163658465
2040,Ref,ens1,2p6,high,1AS,East,1.8629557916677606
2040,Ref,ens1,2p6,high,1AS,West,3.8044414747187933
2040,Ref,ens1,2p6,low,1A,East,1.3480514622764863
2040,Ref,ens1,2p6,low,1A,West,4.319345804110068
2040,Ref,ens1,2p6,low,1AS,East,1.774989213762426
2040,Ref,ens1,2p6,low,1AS,West,3.892408052624128
2040,Ref,ens1,8p5,base,1A,East,1.7071883837143447
2040,Ref,ens1,8p5,base,1A,West,3.960208882672209
2040,Ref,ens1,8p5,base,1AS,East,2.4542537706539975
2040,Ref,ens1,8p5,base,1AS,West,3.2131434957325564
2040,Ref,ens1,8p5,discounted,1A,East,1.7651993825176717
2040,Ref,ens1,8p5,discounted,1A,West,3.9021978838688822
2040,Ref,ens1,8p5,discounted,1AS,East,2.522557652232298
2040,Ref,ens1,8p5,discounted,1AS,West,3.144839614154256
2040,Ref,ens1,8p5,high,1A,East,1.7197429944466172
2040,Ref,ens1,8p5,high,1A,West,3.9476542719399363
2040,Ref,ens1,8p5,high,1AS,East,2.4706134109615703
2040,Ref,ens1,8p5,high,1AS,West,3.1967838554249837
2040,Ref,ens1,8p5,low,1A,East,1.6145027814199833
2040,Ref,ens1,8p5,low,1A,West,4.05289448496657
2040,Ref,ens1,8p5,low,1AS,East,2.3300700418338836
2040,Ref,ens1,8p5,low,1AS,West,3.33732722455267
2040,Ref,ens10,2p6,base,1A,East,1.423673972113535
2040,Ref,ens10,2p6,base,1A,West,4.2437232942730185
2040,Ref,ens10,2p6,base,1AS,East,2.120598828437496
2040,Ref,ens10,2p6,base,1AS,West,3.5467984379490574
2040,Ref,ens10,2p6,discounted,1A,East,1.4636384856152822
2040,Ref,ens10,2p6,discounted,1A,West,4.203758780771271
2040,Ref,ens10,2p6,discounted,1AS,East,2.20300797774541
2040,Ref,ens10,2p6,discounted,1AS,West,3.4643892886411436
2040,Ref,ens10,2p6,high,1A,East,1.4338771558000836
2040,Ref,ens10,2p6,high,1A,West,4.23352011058647
2040,Ref,ens10,2p6,high,1AS,East,2.138858020851531
2040,Ref,ens10,2p6,high,1AS,West,3.528539245535023
2040,Ref,ens10,2p6,low,1A,East,1.3487774365075569
2040,Ref,ens10,2p6,low,1A,West,4.3186198298789975
2040,Ref,ens10,2p6,low,1AS,East,1.9830357447662275
2040,Ref,ens10,2p6,low,1AS,West,3.6843615216203265
2040,Ref,ens10,8p5,base,1A,East,1.4238926557806726
2040,Ref,ens10,8p5,base,1A,West,4.243504610605881
2040,Ref,ens10,8p5,base,1AS,East,1.8538106211378502
2040,Ref,ens10,8p5,base,1AS,West,3.8135866452487033
2040,Ref,ens10,8p5,discounted,1A,East,1.4638563203761794
2040,Ref,ens10,8p5,discounted,1A,West,4.203540946010374
2040,Ref,ens10,8p5,discounted,1AS,East,1.8946360503827602
2040,Ref,ens10,8p5,discounted,1AS,West,3.7727612160037935
2040,Ref,ens10,8p5,high,1A,East,1.4340950705013253
2040,Ref,ens10,8p5,high,1A,West,4.233302195885228
2040,Ref,ens10,8p5,high,1AS,East,1.8640902272986557
2040,Ref,ens10,8p5,high,1AS,West,3.803307039087898
2040,Ref,ens10,8p5,low,1A,East,1.348997512241915
2040,Ref,ens10,8p5,low,1A,West,4.318399754144639
2040,Ref,ens10,8p5,low,1AS,East,1.7761597195489038
2040,Ref,ens10,8p5,low,1AS,West,3.8912375468376497
2040,Ref,ens11,2p6,base,1A,East,1.679384009350417
2040,Ref,ens11,2p6,base,1A,West,3.988013257036137
2040,Ref,ens11,2p6,base,1AS,East,2.3978225215000326
2040,Ref,ens11,2p6,base,1AS,West,3.269574744886521
2040,Ref,ens11,2p6,discounted,1A,East,1.7659353625005259
2040,Ref,ens11,2p6,discounted,1A,West,3.901461903886028
2040,Ref,ens11,2p6,discounted,1AS,East,2.5076991319306963
2040,Ref,ens11,2p6,discounted,1AS,West,3.1596981344558572
2040,Ref,ens11,2p6,high,1A,East,1.6956468387263681
2040,Ref,ens11,2p6,high,1A,West,3.9717504276601856
2040,Ref,ens11,2p6,high,1AS,East,2.4221689210560693
2040,Ref,ens11,2p6,high,1AS,West,3.245228345330484
2040,Ref,ens11,2p6,low,1A,East,1.5607561455417749
2040,Ref,ens11,2p6,low,1A,West,4.106641120844779
2040,Ref,ens11,2p6,low,1AS,East,2.2134347101997767
2040,Ref,ens11,2p6,low,1AS,West,3.453962556186777
2040,Ref,ens11,8p5,base,1A,East,1.423793662940032
2040,Ref,ens11,8p5,base,1A,West,4.243579730267251
2040,Ref,ens11,8p5,base,1AS,East,2.1342137739362563
2040,Ref,ens11,8p5,base,1AS,West,3.5331596192710264
2040,Ref,ens11,8p5,discounted,1A,East,1.4637587582340814
2040,Ref,ens11,8p5,discounted,1A,West,4.203614634973201
2040,Ref,ens11,8p5,discounted,1AS,East,2.2025551783649413
2040,Ref,ens11,8p5,discounted,1AS,West,3.4648182148423414
2040,Ref,ens11,8p5,high,1A,East,1.4339963092607455
2040,Ref,ens11,8p5,high,1A,West,4.233377083946538
2040,Ref,ens11,8p5,high,1AS,East,2.150574790089368
2040,Ref,ens11,8p5,high,1AS,West,3.516798603117915
2040,Ref,ens11,8p5,low,1A,East,1.3489005155054743
2040,Ref,ens11,8p5,low,1A,West,4.318472877701809
2040,Ref,ens11,8p5,low,1AS,East,2.0100441279723746
2040,Ref,ens11,8p5,low,1AS,West,3.657329265234908
2040,Ref,ens12,2p6,base,1A,East,1.438109079069533
2040,Ref,ens12,2p6,base,1A,West,4.22926431413775
2040,Ref,ens12,2p6,base,1AS,East,2.140668809866821
2040,Ref,ens12,2p6,base,1AS,West,3.5267045833404618
2040,Ref,ens12,2p6,discounted,1A,East,1.4637523816639448
2040,Ref,ens12,2p6,discounted,1A,West,4.203621011543338
2040,Ref,ens12,2p6,discounted,1AS,East,2.2019511549019652
2040,Ref,ens12,2p6,discounted,1AS,West,3.465422238305318
2040,Ref,ens12,2p6,high,1A,East,1.4464630480727405
2040,Ref,ens12,2p6,high,1A,West,4.220910345134542
2040,Ref,ens12,2p6,high,1AS,East,2.1560793339731688
2040,Ref,ens12,2p6,high,1AS,West,3.511294059234114
2040,Ref,ens12,2p6,low,1A,East,1.375717039590867
2040,Ref,ens12,2p6,low,1A,West,4.291656353616416
2040,Ref,ens12,2p6,low,1AS,East,2.0232159473621247
2040,Ref,ens12,2p6,low,1AS,West,3.644157445845158
2040,Ref,ens12,8p5,base,1A,East,1.4274683846206822
2040,Ref,ens12,8p5,base,1A,West,4.239928881765872
2040,Ref,ens12,8p5,base,1AS,East,1.8357622754594165
2040,Ref,ens12,8p5,base,1AS,West,3.8316349909271374
2040,Ref,ens12,8p5,discounted,1A,East,1.464671697979263
2040,Ref,ens12,8p5,discounted,1A,West,4.20272556840729
2040,Ref,ens12,8p5,discounted,1AS,East,1.8977586367930046
2040,Ref,ens12,8p5,discounted,1AS,West,3.7696386295935493
2040,Ref,ens12,8p5,high,1A,East,1.4373150154230374
2040,Ref,ens12,8p5,high,1A,West,4.230082250963516
2040,Ref,ens12,8p5,high,1AS,East,1.8488616863133183
2040,Ref,ens12,8p5,high,1AS,West,3.8185355800732355
2040,Ref,ens12,8p5,low,1A,East,1.355223338194171
2040,Ref,ens12,8p5,low,1A,West,4.312173928192383
2040,Ref,ens12,8p5,low,1AS,East,1.7358758587708487
2040,Ref,ens12,8p5,low,1AS,West,3.931521407615705
2040,Ref,ens13,2p6,base,1A,East,1.1681187855900275
2040,Ref,ens13,2p6,base,1A,West,4.4992784807965265
2040,Ref,ens13,2p6,base,1AS,East,1.2548217050331067
2040,Ref,ens13,2p6,base,1AS,West,4.412575561353447
2040,Ref,ens13,2p6,discounted,1A,East,1.1614662324716816
2040,Ref,ens13,2p6,discounted,1A,West,4.505931033914872
2040,Ref,ens13,2p6,discounted,1AS,East,1.24547258345622
2040,Ref,ens13,2p6,discounted,1AS,West,4.421924682930333
2040,Ref,ens13,2p6,high,1A,East,1.1722735742941153
2040,Ref,ens13,2p6,high,1A,West,4.495123692092438
2040,Ref,ens13,2p6,high,1AS,East,1.2584261664717735
2040,Ref,ens13,2p6,high,1AS,West,4.40897109991478
2040,Ref,ens13,2p6,low,1A,East,1.1368389102009884
2040,Ref,ens13,2p6,low,1A,West,4.530558356185566
2040,Ref,ens13,2p6,low,1AS,East,1.2275155794699075
2040,Ref,ens13,2p6,low,1AS,West,4.439881686916646
2040,Ref,ens13,8p5,base,1A,East,1.4382773480117086
2040,Ref,ens13,8p5,base,1A,West,4.229119918374845
2040,Ref,ens13,8p5,base,1AS,East,1.8368654844582366
2040,Ref,ens13,8p5,base,1AS,West,3.8305317819283173
2040,Ref,ens13,8p5,discounted,1A,East,1.4611916216214107
2040,Ref,ens13,8p5,discounted,1A,West,4.206205644765143
2040,Ref,ens13,8p5,discounted,1AS,East,1.8921219647059142
2040,Ref,ens13,8p5,discounted,1AS,West,3.7752753016806397
2040,Ref,ens13,8p5,high,1A,East,1.446287225187217
2040,Ref,ens13,8p5,high,1A,West,4.221110041199337
2040,Ref,ens13,8p5,high,1AS,East,1.849062408731789
2040,Ref,ens13,8p5,high,1AS,West,3.8183348576547647
2040,Ref,ens13,8p5,low,1A,East,1.378539795380656
2040,Ref,ens13,8p5,low,1A,West,4.2888574710058975
2040,Ref,ens13,8p5,low,1AS,East,1.7438663779313504
2040,Ref,ens13,8p5,low,1AS,West,3.9235308884552036
2040,Ref,ens2,2p6,base,1A,East,0.8994733033208131
2040,Ref,ens2,2p6,base,1A,West,4.767923963065741
2040,Ref,ens2,2p6,base,1AS,East,1.2635257162768188
2040,Ref,ens2,2p6,base,1AS,West,4.403871550109735
2040,Ref,ens2,2p6,discounted,1A,East,0.8994733033208131
2040,Ref,ens2,2p6,discounted,1A,West,4.767923963065741
2040,Ref,ens2,2p6,discounted,1AS,East,1.2627885297955554
2040,Ref,ens2,2p6,discounted,1AS,West,4.4046087365909985
2040,Ref,ens2,2p6,high,1A,East,0.8994733033208131
2040,Ref,ens2,2p6,high,1A,West,4.767923963065741
2040,Ref,ens2,2p6,high,1AS,East,1.2658385246707113
2040,Ref,ens2,2p6,high,1AS,West,4.401558741715842
2040,Ref,ens2,2p6,low,1A,East,0.8994733033208131
2040,Ref,ens2,2p6,low,1A,West,4.767923963065741
2040,Ref,ens2,2p6,low,1AS,East,1.2459383163787723
2040,Ref,ens2,2p6,low,1AS,West,4.421458950007781
2040,Ref,ens2,8p5,base,1A,East,1.446712850439585
2040,Ref,ens2,8p5,base,1A,West,4.220684415946969
2040,Ref,ens2,8p5,base,1AS,East,1.5580496594698587
2040,Ref,ens2,8p5,base,1AS,West,4.109347606916695
2040,Ref,ens2,8p5,discounted,1A,East,1.4828162367175883
2040,Ref,ens2,8p5,discounted,1A,West,4.184581029668966
2040,Ref,ens2,8p5,discounted,1AS,East,1.585679333861552
2040,Ref,ens2,8p5,discounted,1AS,West,4.0817179325250015
2040,Ref,ens2,8p5,high,1A,East,1.4539219920991138
2040,Ref,ens2,8p5,high,1A,West,4.21347527428744
2040,Ref,ens2,8p5,high,1AS,East,1.5641472461778845
2040,Ref,ens2,8p5,high,1AS,West,4.1032500202086695
2040,Ref,ens2,8p5,low,1A,East,1.3935021045824336
2040,Ref,ens2,8p5,low,1A,West,4.27389516180412
2040,Ref,ens2,8p5,low,1AS,East,1.5115046489811212
2040,Ref,ens2,8p5,low,1AS,West,4.155892617405432
2040,Ref,ens3,2p6,base,1A,East,0.882977652814969
2040,Ref,ens3,2p6,base,1A,West,4.784419613571584
2040,Ref,ens3,2p6,base,1AS,East,1.7873042564086141
2040,Ref,ens3,2p6,base,1AS,West,3.88009300997794
2040,Ref,ens3,2p6,discounted,1A,East,0.8824066830169378
2040,Ref,ens3,2p6,discounted,1A,West,4.784990583369616
2040,Ref,ens3,2p6,discounted,1AS,East,1.8662619896082517
2040,Ref,ens3,2p6,discounted,1AS,West,3.801135276778302
2040,Ref,ens3,2p6,high,1A,East,0.8854022022644608
2040,Ref,ens3,2p6,high,1A,West,4.781995064122093
2040,Ref,ens3,2p6,high,1AS,East,1.8075122314063259
2040,Ref,ens3,2p6,high,1AS,West,3.859885034980228
2040,Ref,ens3,2p6,low,1A,East,0.8646918912677526
2040,Ref,ens3,2p6,low,1A,West,4.802705375118801
2040,Ref,ens3,2p6,low,1AS,East,1.634632904744899
2040,Ref,ens3,2p6,low,1AS,West,4.032764361641655
2040,Ref,ens3,8p5,base,1A,East,1.4470764663643423
2040,Ref,ens3,8p5,base,1A,West,4.220320800022211
2040,Ref,ens3,8p5,base,1AS,East,1.8628058413940347
2040,Ref,ens3,8p5,base,1AS,West,3.804591424992519
2040,Ref,ens3,8p5,discounted,1A,East,1.4832060899011807
2040,Ref,ens3,8p5,discounted,1A,West,4.184191176485373
2040,Ref,ens3,8p5,discounted,1AS,East,1.8922875299652886
2040,Ref,ens3,8p5,discounted,1AS,West,3.775109736421265
2040,Ref,ens3,8p5,high,1A,East,1.4542881610965006
2040,Ref,ens3,8p5,high,1A,West,4.213109105290053
2040,Ref,ens3,8p5,high,1AS,East,1.8715537294442828
2040,Ref,ens3,8p5,high,1AS,West,3.795843536942271
2040,Ref,ens3,8p5,low,1A,East,1.3938882847318337
2040,Ref,ens3,8p5,low,1A,West,4.27350898165472
2040,Ref,ens3,8p5,low,1AS,East,1.7960267727123576
2040,Ref,ens3,8p5,low,1AS,West,3.8713704936741964
2040,Ref,ens4,2p6,base,1A,East,0.5992697655272816
2040,Ref,ens4,2p6,base,1A,West,5.068127500859272
2040,Ref,ens4,2p6,base,1AS,East,0.8973327279652187
2040,Ref,ens4,2p6,base,1AS,West,4.770064538421335
2040,Ref,ens4,2p6,discounted,1A,East,0.5992697655272816
2040,Ref,ens4,2p6,discounted,1A,West,5.068127500859272
2040,Ref,ens4,2p6,discounted,1AS,East,0.946019261602805
2040,Ref,ens4,2p6,discounted,1AS,West,4.721378004783748
2040,Ref,ens4,2p6,high,1A,East,0.5992697655272816
2040,Ref,ens4,2p6,high,1A,West,5.068127500859272
2040,Ref,ens4,2p6,high,1AS,East,0.9062657539804344
2040,Ref,ens4,2p6,high,1AS,West,4.761131512406119
2040,Ref,ens4,2p6,low,1A,East,0.5992697655272816
2040,Ref,ens4,2p6,low,1A,West,5.068127500859272
2040,Ref,ens4,2p6,low,1AS,East,0.8307473082856355
2040,Ref,ens4,2p6,low,1AS,West,4.836649958100918
2040,Ref,ens4,8p5,base,1A,East,1.4263710171330577
2040,Ref,ens4,8p5,base,1A,West,4.241026249253496
2040,Ref,ens4,8p5,base,1AS,East,1.5484987522631617
2040,Ref,ens4,8p5,base,1AS,West,4.1188985141233925
2040,Ref,ens4,8p5,discounted,1A,East,1.4635539370019508
2040,Ref,ens4,8p5,discounted,1A,West,4.203843329384603
2040,Ref,ens4,8p5,discounted,1AS,East,1.5898107464556568
2040,Ref,ens4,8p5,discounted,1AS,West,4.077586519930897
2040,Ref,ens4,8p5,high,1A,East,1.4362215856972904
2040,Ref,ens4,8p5,high,1A,West,4.2311756806892635
2040,Ref,ens4,8p5,high,1AS,East,1.5564434008534973
2040,Ref,ens4,8p5,high,1AS,West,4.110953865533056
2040,Ref,ens4,8p5,low,1A,East,1.3540892318407587
2040,Ref,ens4,8p5,low,1A,West,4.313308034545795
2040,Ref,ens4,8p5,low,1AS,East,1.4883793389962745
2040,Ref,ens4,8p5,low,1AS,West,4.179017927390279
2040,Ref,ens5,2p6,base,1A,East,1.7018457678041232
2040,Ref,ens5,2p6,base,1A,West,3.9655514985824305
2040,Ref,ens5,2p6,base,1AS,East,2.1509310723066837
2040,Ref,ens5,2p6,base,1AS,West,3.51646619407987
2040,Ref,ens5,2p6,discounted,1A,East,1.766897154152268
2040,Ref,ens5,2p6,discounted,1A,West,3.900500112234286
2040,Ref,ens5,2p6,discounted,1AS,East,2.1985091717392766
2040,Ref,ens5,2p6,discounted,1AS,West,3.468888094647277
2040,Ref,ens5,2p6,high,1A,East,1.715324993243468
2040,Ref,ens5,2p6,high,1A,West,3.9520722731430857
2040,Ref,ens5,2p6,high,1AS,East,2.1645033241503677
2040,Ref,ens5,2p6,high,1AS,West,3.5028939422361858
2040,Ref,ens5,2p6,low,1A,East,1.6023108063636293
2040,Ref,ens5,2p6,low,1A,West,4.065086460022925
2040,Ref,ens5,2p6,low,1AS,East,2.0473951035141935
2040,Ref,ens5,2p6,low,1AS,West,3.6200021628723604
2040,Ref,ens5,8p5,base,1A,East,1.4848938297842242
2040,Ref,ens5,8p5,base,1A,West,4.18250343660233
2040,Ref,ens5,8p5,base,1AS,East,2.1578683681143107
2040,Ref,ens5,8p5,base,1AS,West,3.5095288982722432
2040,Ref,ens5,8p5,discounted,1A,East,1.4815677685059911
2040,Ref,ens5,8p5,discounted,1A,West,4.185829497880563
2040,Ref,ens5,8p5,discounted,1AS,East,2.200028644183173
2040,Ref,ens5,8p5,discounted,1AS,West,3.4673686222033804
2040,Ref,ens5,8p5,high,1A,East,1.486967566609879
2040,Ref,ens5,8p5,high,1A,West,4.180429699776675
2040,Ref,ens5,8p5,high,1AS,East,2.1707146044029564
2040,Ref,ens5,8p5,high,1AS,West,3.4966826619835976
2040,Ref,ens5,8p5,low,1A,East,1.469279239379709
2040,Ref,ens5,8p5,low,1A,West,4.198118027006845
