subAU,year,value,ens,scen,rcp
rus18_sz10,2069,0,ens8,Pol,2p6
rus18_sz11,2069,0,ens8,Pol,2p6
rus18_sz12,2069,0,ens8,Pol,2p6
rus18_sz13,2069,0,ens8,Pol,2p6
rus18_sz14,2069,0,ens8,Pol,2p6
rus18_sz15,2069,0,ens8,Pol,2p6
rus18_sz8,2069,0,ens8,Pol,2p6
rus18_sz9,2069,0,ens8,Pol,2p6
rus18_sz10,2065,0,ens9,Pol,2p6
rus18_sz11,2065,0,ens9,Pol,2p6
rus18_sz12,2065,0,ens9,Pol,2p6
rus18_sz13,2065,0,ens9,Pol,2p6
rus18_sz14,2065,0,ens9,Pol,2p6
rus18_sz15,2065,0,ens9,Pol,2p6
rus18_sz8,2065,0,ens9,Pol,2p6
rus18_sz9,2065,0,ens9,Pol,2p6
rus18_sz10,2066,0,ens9,Pol,2p6
rus18_sz11,2066,0,ens9,Pol,2p6
rus18_sz12,2066,0,ens9,Pol,2p6
rus18_sz13,2066,0,ens9,Pol,2p6
rus18_sz14,2066,0,ens9,Pol,2p6
rus18_sz15,2066,0,ens9,Pol,2p6
rus18_sz8,2066,0,ens9,Pol,2p6
rus18_sz9,2066,0,ens9,Pol,2p6
rus18_sz10,2067,0,ens9,Pol,2p6
rus18_sz11,2067,0,ens9,Pol,2p6
rus18_sz12,2067,0,ens9,Pol,2p6
rus18_sz13,2067,0,ens9,Pol,2p6
rus18_sz14,2067,0,ens9,Pol,2p6
rus18_sz15,2067,0,ens9,Pol,2p6
rus18_sz8,2067,0,ens9,Pol,2p6
rus18_sz9,2067,0,ens9,Pol,2p6
rus18_sz10,2068,0,ens9,Pol,2p6
rus18_sz11,2068,0,ens9,Pol,2p6
rus18_sz12,2068,0,ens9,Pol,2p6
rus18_sz13,2068,0,ens9,Pol,2p6
rus18_sz14,2068,0,ens9,Pol,2p6
rus18_sz15,2068,0,ens9,Pol,2p6
rus18_sz8,2068,0,ens9,Pol,2p6
rus18_sz9,2068,0,ens9,Pol,2p6
rus18_sz10,2069,0,ens9,Pol,2p6
rus18_sz11,2069,0,ens9,Pol,2p6
rus18_sz12,2069,0,ens9,Pol,2p6
rus18_sz13,2069,0,ens9,Pol,2p6
rus18_sz14,2069,0,ens9,Pol,2p6
rus18_sz15,2069,0,ens9,Pol,2p6
rus18_sz8,2069,0,ens9,Pol,2p6
rus18_sz9,2069,0,ens9,Pol,2p6
rus18_sz10,2070,0,ens1,Pol,2p6
rus18_sz11,2070,0,ens1,Pol,2p6
rus18_sz12,2070,0,ens1,Pol,2p6
rus18_sz13,2070,0,ens1,Pol,2p6
rus18_sz14,2070,0,ens1,Pol,2p6
rus18_sz15,2070,0,ens1,Pol,2p6
rus18_sz8,2070,0,ens1,Pol,2p6
rus18_sz9,2070,0,ens1,Pol,2p6
rus18_sz10,2071,0,ens1,Pol,2p6
rus18_sz11,2071,0,ens1,Pol,2p6
rus18_sz12,2071,0,ens1,Pol,2p6
rus18_sz13,2071,0,ens1,Pol,2p6
rus18_sz14,2071,0,ens1,Pol,2p6
rus18_sz15,2071,0,ens1,Pol,2p6
rus18_sz8,2071,0,ens1,Pol,2p6
rus18_sz9,2071,0,ens1,Pol,2p6
rus18_sz10,2072,0,ens1,Pol,2p6
rus18_sz11,2072,0,ens1,Pol,2p6
rus18_sz12,2072,0,ens1,Pol,2p6
rus18_sz13,2072,0,ens1,Pol,2p6
rus18_sz14,2072,0,ens1,Pol,2p6
rus18_sz15,2072,0,ens1,Pol,2p6
rus18_sz8,2072,0,ens1,Pol,2p6
rus18_sz9,2072,0,ens1,Pol,2p6
rus18_sz10,2073,0,ens1,Pol,2p6
rus18_sz11,2073,0,ens1,Pol,2p6
rus18_sz12,2073,0,ens1,Pol,2p6
rus18_sz13,2073,0,ens1,Pol,2p6
rus18_sz14,2073,0,ens1,Pol,2p6
rus18_sz15,2073,0,ens1,Pol,2p6
rus18_sz8,2073,0,ens1,Pol,2p6
rus18_sz9,2073,0,ens1,Pol,2p6
rus18_sz10,2074,0,ens1,Pol,2p6
rus18_sz11,2074,0,ens1,Pol,2p6
rus18_sz12,2074,0,ens1,Pol,2p6
rus18_sz13,2074,0,ens1,Pol,2p6
rus18_sz14,2074,0,ens1,Pol,2p6
rus18_sz15,2074,0,ens1,Pol,2p6
rus18_sz8,2074,0,ens1,Pol,2p6
rus18_sz9,2074,0,ens1,Pol,2p6
rus18_sz10,2070,0,ens10,Pol,2p6
rus18_sz11,2070,0,ens10,Pol,2p6
rus18_sz12,2070,0,ens10,Pol,2p6
rus18_sz13,2070,0,ens10,Pol,2p6
rus18_sz14,2070,0,ens10,Pol,2p6
rus18_sz15,2070,0,ens10,Pol,2p6
rus18_sz8,2070,0,ens10,Pol,2p6
rus18_sz9,2070,0,ens10,Pol,2p6
rus18_sz10,2071,0,ens10,Pol,2p6
rus18_sz11,2071,0,ens10,Pol,2p6
rus18_sz12,2071,0,ens10,Pol,2p6
rus18_sz13,2071,0,ens10,Pol,2p6
rus18_sz14,2071,0,ens10,Pol,2p6
rus18_sz15,2071,0,ens10,Pol,2p6
rus18_sz8,2071,0,ens10,Pol,2p6
rus18_sz9,2071,0,ens10,Pol,2p6
rus18_sz10,2072,0,ens10,Pol,2p6
rus18_sz11,2072,0,ens10,Pol,2p6
rus18_sz12,2072,0,ens10,Pol,2p6
rus18_sz13,2072,0,ens10,Pol,2p6
rus18_sz14,2072,0,ens10,Pol,2p6
rus18_sz15,2072,0,ens10,Pol,2p6
rus18_sz8,2072,0,ens10,Pol,2p6
rus18_sz9,2072,0,ens10,Pol,2p6
rus18_sz10,2073,0,ens10,Pol,2p6
rus18_sz11,2073,0,ens10,Pol,2p6
rus18_sz12,2073,0,ens10,Pol,2p6
rus18_sz13,2073,0,ens10,Pol,2p6
rus18_sz14,2073,0,ens10,Pol,2p6
rus18_sz15,2073,0,ens10,Pol,2p6
rus18_sz8,2073,0,ens10,Pol,2p6
rus18_sz9,2073,0,ens10,Pol,2p6
rus18_sz10,2074,0,ens10,Pol,2p6
rus18_sz11,2074,0,ens10,Pol,2p6
rus18_sz12,2074,0,ens10,Pol,2p6
rus18_sz13,2074,0,ens10,Pol,2p6
rus18_sz14,2074,0,ens10,Pol,2p6
rus18_sz15,2074,0,ens10,Pol,2p6
rus18_sz8,2074,0,ens10,Pol,2p6
rus18_sz9,2074,0,ens10,Pol,2p6
rus18_sz10,2070,0,ens11,Pol,2p6
rus18_sz11,2070,0,ens11,Pol,2p6
rus18_sz12,2070,0,ens11,Pol,2p6
rus18_sz13,2070,0,ens11,Pol,2p6
rus18_sz14,2070,0,ens11,Pol,2p6
rus18_sz15,2070,0,ens11,Pol,2p6
rus18_sz8,2070,0,ens11,Pol,2p6
rus18_sz9,2070,0,ens11,Pol,2p6
rus18_sz10,2071,0,ens11,Pol,2p6
rus18_sz11,2071,0,ens11,Pol,2p6
rus18_sz12,2071,0,ens11,Pol,2p6
rus18_sz13,2071,0,ens11,Pol,2p6
rus18_sz14,2071,0,ens11,Pol,2p6
rus18_sz15,2071,0,ens11,Pol,2p6
rus18_sz8,2071,0,ens11,Pol,2p6
rus18_sz9,2071,0,ens11,Pol,2p6
rus18_sz10,2072,0,ens11,Pol,2p6
rus18_sz11,2072,0,ens11,Pol,2p6
rus18_sz12,2072,0,ens11,Pol,2p6
rus18_sz13,2072,0,ens11,Pol,2p6
rus18_sz14,2072,0,ens11,Pol,2p6
rus18_sz15,2072,0,ens11,Pol,2p6
rus18_sz8,2072,0,ens11,Pol,2p6
rus18_sz9,2072,0,ens11,Pol,2p6
rus18_sz10,2073,0,ens11,Pol,2p6
rus18_sz11,2073,0,ens11,Pol,2p6
rus18_sz12,2073,0,ens11,Pol,2p6
rus18_sz13,2073,0,ens11,Pol,2p6
rus18_sz14,2073,0,ens11,Pol,2p6
rus18_sz15,2073,0,ens11,Pol,2p6
rus18_sz8,2073,0,ens11,Pol,2p6
rus18_sz9,2073,0,ens11,Pol,2p6
rus18_sz10,2074,0,ens11,Pol,2p6
rus18_sz11,2074,0,ens11,Pol,2p6
rus18_sz12,2074,0,ens11,Pol,2p6
rus18_sz13,2074,0,ens11,Pol,2p6
rus18_sz14,2074,0,ens11,Pol,2p6
rus18_sz15,2074,0,ens11,Pol,2p6
rus18_sz8,2074,0,ens11,Pol,2p6
rus18_sz9,2074,0,ens11,Pol,2p6
rus18_sz10,2070,0,ens12,Pol,2p6
rus18_sz11,2070,0,ens12,Pol,2p6
rus18_sz12,2070,0,ens12,Pol,2p6
rus18_sz13,2070,0,ens12,Pol,2p6
rus18_sz14,2070,0,ens12,Pol,2p6
rus18_sz15,2070,0,ens12,Pol,2p6
rus18_sz8,2070,0,ens12,Pol,2p6
rus18_sz9,2070,0,ens12,Pol,2p6
rus18_sz10,2071,0,ens12,Pol,2p6
rus18_sz11,2071,0,ens12,Pol,2p6
rus18_sz12,2071,0,ens12,Pol,2p6
rus18_sz13,2071,0,ens12,Pol,2p6
rus18_sz14,2071,0,ens12,Pol,2p6
rus18_sz15,2071,0,ens12,Pol,2p6
rus18_sz8,2071,0,ens12,Pol,2p6
rus18_sz9,2071,0,ens12,Pol,2p6
rus18_sz10,2072,0,ens12,Pol,2p6
rus18_sz11,2072,0,ens12,Pol,2p6
rus18_sz12,2072,0,ens12,Pol,2p6
rus18_sz13,2072,0,ens12,Pol,2p6
rus18_sz14,2072,0,ens12,Pol,2p6
rus18_sz15,2072,0,ens12,Pol,2p6
rus18_sz8,2072,0,ens12,Pol,2p6
rus18_sz9,2072,0,ens12,Pol,2p6
rus18_sz10,2073,0,ens12,Pol,2p6
rus18_sz11,2073,0,ens12,Pol,2p6
rus18_sz12,2073,0,ens12,Pol,2p6
rus18_sz13,2073,0,ens12,Pol,2p6
rus18_sz14,2073,0,ens12,Pol,2p6
rus18_sz15,2073,0,ens12,Pol,2p6
rus18_sz8,2073,0,ens12,Pol,2p6
rus18_sz9,2073,0,ens12,Pol,2p6
rus18_sz10,2074,0,ens12,Pol,2p6
rus18_sz11,2074,0,ens12,Pol,2p6
rus18_sz12,2074,0,ens12,Pol,2p6
rus18_sz13,2074,0,ens12,Pol,2p6
rus18_sz14,2074,0,ens12,Pol,2p6
rus18_sz15,2074,0,ens12,Pol,2p6
rus18_sz8,2074,0,ens12,Pol,2p6
rus18_sz9,2074,0,ens12,Pol,2p6
rus18_sz10,2070,0,ens13,Pol,2p6
rus18_sz11,2070,0,ens13,Pol,2p6
rus18_sz12,2070,0,ens13,Pol,2p6
rus18_sz13,2070,0,ens13,Pol,2p6
rus18_sz14,2070,0,ens13,Pol,2p6
rus18_sz15,2070,0,ens13,Pol,2p6
rus18_sz8,2070,0,ens13,Pol,2p6
rus18_sz9,2070,0,ens13,Pol,2p6
rus18_sz10,2071,0,ens13,Pol,2p6
rus18_sz11,2071,0,ens13,Pol,2p6
rus18_sz12,2071,0,ens13,Pol,2p6
rus18_sz13,2071,0,ens13,Pol,2p6
rus18_sz14,2071,0,ens13,Pol,2p6
rus18_sz15,2071,0,ens13,Pol,2p6
rus18_sz8,2071,0,ens13,Pol,2p6
rus18_sz9,2071,0,ens13,Pol,2p6
rus18_sz10,2072,0,ens13,Pol,2p6
rus18_sz11,2072,0,ens13,Pol,2p6
rus18_sz12,2072,0,ens13,Pol,2p6
rus18_sz13,2072,0,ens13,Pol,2p6
rus18_sz14,2072,0,ens13,Pol,2p6
rus18_sz15,2072,0,ens13,Pol,2p6
rus18_sz8,2072,0,ens13,Pol,2p6
rus18_sz9,2072,0,ens13,Pol,2p6
rus18_sz10,2073,0,ens13,Pol,2p6
rus18_sz11,2073,0,ens13,Pol,2p6
rus18_sz12,2073,0,ens13,Pol,2p6
rus18_sz13,2073,0,ens13,Pol,2p6
rus18_sz14,2073,0,ens13,Pol,2p6
rus18_sz15,2073,0,ens13,Pol,2p6
rus18_sz8,2073,0,ens13,Pol,2p6
rus18_sz9,2073,0,ens13,Pol,2p6
rus18_sz10,2074,0,ens13,Pol,2p6
rus18_sz11,2074,0,ens13,Pol,2p6
rus18_sz12,2074,0,ens13,Pol,2p6
rus18_sz13,2074,0,ens13,Pol,2p6
rus18_sz14,2074,0,ens13,Pol,2p6
rus18_sz15,2074,0,ens13,Pol,2p6
rus18_sz8,2074,0,ens13,Pol,2p6
rus18_sz9,2074,0,ens13,Pol,2p6
rus18_sz10,2070,0,ens2,Pol,2p6
rus18_sz11,2070,0,ens2,Pol,2p6
rus18_sz12,2070,0,ens2,Pol,2p6
rus18_sz13,2070,0,ens2,Pol,2p6
rus18_sz14,2070,0,ens2,Pol,2p6
rus18_sz15,2070,0,ens2,Pol,2p6
rus18_sz8,2070,0,ens2,Pol,2p6
rus18_sz9,2070,0,ens2,Pol,2p6
rus18_sz10,2071,0,ens2,Pol,2p6
rus18_sz11,2071,0,ens2,Pol,2p6
rus18_sz12,2071,0,ens2,Pol,2p6
rus18_sz13,2071,0,ens2,Pol,2p6
rus18_sz14,2071,0,ens2,Pol,2p6
rus18_sz15,2071,0,ens2,Pol,2p6
rus18_sz8,2071,0,ens2,Pol,2p6
rus18_sz9,2071,0,ens2,Pol,2p6
rus18_sz10,2072,0,ens2,Pol,2p6
rus18_sz11,2072,0,ens2,Pol,2p6
rus18_sz12,2072,0,ens2,Pol,2p6
rus18_sz13,2072,0,ens2,Pol,2p6
rus18_sz14,2072,0,ens2,Pol,2p6
rus18_sz15,2072,0,ens2,Pol,2p6
rus18_sz8,2072,0,ens2,Pol,2p6
rus18_sz9,2072,0,ens2,Pol,2p6
rus18_sz10,2073,0,ens2,Pol,2p6
rus18_sz11,2073,0,ens2,Pol,2p6
rus18_sz12,2073,0,ens2,Pol,2p6
rus18_sz13,2073,0,ens2,Pol,2p6
rus18_sz14,2073,0,ens2,Pol,2p6
rus18_sz15,2073,0,ens2,Pol,2p6
rus18_sz8,2073,0,ens2,Pol,2p6
rus18_sz9,2073,0,ens2,Pol,2p6
rus18_sz10,2074,0,ens2,Pol,2p6
rus18_sz11,2074,0,ens2,Pol,2p6
rus18_sz12,2074,0,ens2,Pol,2p6
rus18_sz13,2074,0,ens2,Pol,2p6
rus18_sz14,2074,0,ens2,Pol,2p6
rus18_sz15,2074,0,ens2,Pol,2p6
rus18_sz8,2074,0,ens2,Pol,2p6
rus18_sz9,2074,0,ens2,Pol,2p6
rus18_sz10,2070,0,ens3,Pol,2p6
rus18_sz11,2070,0,ens3,Pol,2p6
rus18_sz12,2070,0,ens3,Pol,2p6
rus18_sz13,2070,0,ens3,Pol,2p6
rus18_sz14,2070,0,ens3,Pol,2p6
rus18_sz15,2070,0,ens3,Pol,2p6
rus18_sz8,2070,0,ens3,Pol,2p6
rus18_sz9,2070,0,ens3,Pol,2p6
rus18_sz10,2071,0,ens3,Pol,2p6
rus18_sz11,2071,0,ens3,Pol,2p6
rus18_sz12,2071,0,ens3,Pol,2p6
rus18_sz13,2071,0,ens3,Pol,2p6
rus18_sz14,2071,0,ens3,Pol,2p6
rus18_sz15,2071,0,ens3,Pol,2p6
rus18_sz8,2071,0,ens3,Pol,2p6
rus18_sz9,2071,0,ens3,Pol,2p6
rus18_sz10,2072,0,ens3,Pol,2p6
rus18_sz11,2072,0,ens3,Pol,2p6
rus18_sz12,2072,0,ens3,Pol,2p6
rus18_sz13,2072,0,ens3,Pol,2p6
rus18_sz14,2072,0,ens3,Pol,2p6
rus18_sz15,2072,0,ens3,Pol,2p6
rus18_sz8,2072,0,ens3,Pol,2p6
rus18_sz9,2072,0,ens3,Pol,2p6
rus18_sz10,2073,0,ens3,Pol,2p6
rus18_sz11,2073,0,ens3,Pol,2p6
rus18_sz12,2073,0,ens3,Pol,2p6
rus18_sz13,2073,0,ens3,Pol,2p6
rus18_sz14,2073,0,ens3,Pol,2p6
rus18_sz15,2073,0,ens3,Pol,2p6
rus18_sz8,2073,0,ens3,Pol,2p6
rus18_sz9,2073,0,ens3,Pol,2p6
rus18_sz10,2074,0,ens3,Pol,2p6
rus18_sz11,2074,0,ens3,Pol,2p6
rus18_sz12,2074,0,ens3,Pol,2p6
rus18_sz13,2074,0,ens3,Pol,2p6
rus18_sz14,2074,0,ens3,Pol,2p6
rus18_sz15,2074,0,ens3,Pol,2p6
rus18_sz8,2074,0,ens3,Pol,2p6
rus18_sz9,2074,0,ens3,Pol,2p6
rus18_sz10,2070,0,ens4,Pol,2p6
rus18_sz11,2070,0,ens4,Pol,2p6
rus18_sz12,2070,0,ens4,Pol,2p6
rus18_sz13,2070,0,ens4,Pol,2p6
rus18_sz14,2070,0,ens4,Pol,2p6
rus18_sz15,2070,0,ens4,Pol,2p6
rus18_sz8,2070,0,ens4,Pol,2p6
rus18_sz9,2070,0,ens4,Pol,2p6
rus18_sz10,2071,0,ens4,Pol,2p6
rus18_sz11,2071,0,ens4,Pol,2p6
rus18_sz12,2071,0,ens4,Pol,2p6
rus18_sz13,2071,0,ens4,Pol,2p6
rus18_sz14,2071,0,ens4,Pol,2p6
rus18_sz15,2071,0,ens4,Pol,2p6
rus18_sz8,2071,0,ens4,Pol,2p6
rus18_sz9,2071,0,ens4,Pol,2p6
rus18_sz10,2072,0,ens4,Pol,2p6
rus18_sz11,2072,0,ens4,Pol,2p6
rus18_sz12,2072,0,ens4,Pol,2p6
rus18_sz13,2072,0,ens4,Pol,2p6
rus18_sz14,2072,0,ens4,Pol,2p6
rus18_sz15,2072,0,ens4,Pol,2p6
rus18_sz8,2072,0,ens4,Pol,2p6
rus18_sz9,2072,0,ens4,Pol,2p6
rus18_sz10,2073,0,ens4,Pol,2p6
rus18_sz11,2073,0,ens4,Pol,2p6
rus18_sz12,2073,0,ens4,Pol,2p6
rus18_sz13,2073,0,ens4,Pol,2p6
rus18_sz14,2073,0,ens4,Pol,2p6
rus18_sz15,2073,0,ens4,Pol,2p6
rus18_sz8,2073,0,ens4,Pol,2p6
rus18_sz9,2073,0,ens4,Pol,2p6
rus18_sz10,2074,0,ens4,Pol,2p6
rus18_sz11,2074,0,ens4,Pol,2p6
rus18_sz12,2074,0,ens4,Pol,2p6
rus18_sz13,2074,0,ens4,Pol,2p6
rus18_sz14,2074,0,ens4,Pol,2p6
rus18_sz15,2074,0,ens4,Pol,2p6
rus18_sz8,2074,0,ens4,Pol,2p6
rus18_sz9,2074,0,ens4,Pol,2p6
rus18_sz10,2070,0,ens5,Pol,2p6
rus18_sz11,2070,0,ens5,Pol,2p6
rus18_sz12,2070,0,ens5,Pol,2p6
rus18_sz13,2070,0,ens5,Pol,2p6
rus18_sz14,2070,0,ens5,Pol,2p6
rus18_sz15,2070,0,ens5,Pol,2p6
rus18_sz8,2070,0,ens5,Pol,2p6
rus18_sz9,2070,0,ens5,Pol,2p6
rus18_sz10,2071,0,ens5,Pol,2p6
rus18_sz11,2071,0,ens5,Pol,2p6
rus18_sz12,2071,0,ens5,Pol,2p6
rus18_sz13,2071,0,ens5,Pol,2p6
rus18_sz14,2071,0,ens5,Pol,2p6
rus18_sz15,2071,0,ens5,Pol,2p6
rus18_sz8,2071,0,ens5,Pol,2p6
rus18_sz9,2071,0,ens5,Pol,2p6
rus18_sz10,2072,0,ens5,Pol,2p6
rus18_sz11,2072,0,ens5,Pol,2p6
rus18_sz12,2072,0,ens5,Pol,2p6
rus18_sz13,2072,0,ens5,Pol,2p6
rus18_sz14,2072,0,ens5,Pol,2p6
rus18_sz15,2072,0,ens5,Pol,2p6
rus18_sz8,2072,0,ens5,Pol,2p6
rus18_sz9,2072,0,ens5,Pol,2p6
rus18_sz10,2073,0,ens5,Pol,2p6
rus18_sz11,2073,0,ens5,Pol,2p6
rus18_sz12,2073,0,ens5,Pol,2p6
rus18_sz13,2073,0,ens5,Pol,2p6
rus18_sz14,2073,0,ens5,Pol,2p6
rus18_sz15,2073,0,ens5,Pol,2p6
rus18_sz8,2073,0,ens5,Pol,2p6
rus18_sz9,2073,0,ens5,Pol,2p6
rus18_sz10,2074,0,ens5,Pol,2p6
rus18_sz11,2074,0,ens5,Pol,2p6
rus18_sz12,2074,0,ens5,Pol,2p6
rus18_sz13,2074,0,ens5,Pol,2p6
rus18_sz14,2074,0,ens5,Pol,2p6
rus18_sz15,2074,0,ens5,Pol,2p6
rus18_sz8,2074,0,ens5,Pol,2p6
rus18_sz9,2074,0,ens5,Pol,2p6
rus18_sz10,2070,0,ens6,Pol,2p6
rus18_sz11,2070,0,ens6,Pol,2p6
rus18_sz12,2070,0,ens6,Pol,2p6
rus18_sz13,2070,0,ens6,Pol,2p6
rus18_sz14,2070,0,ens6,Pol,2p6
rus18_sz15,2070,0,ens6,Pol,2p6
rus18_sz8,2070,0,ens6,Pol,2p6
rus18_sz9,2070,0,ens6,Pol,2p6
rus18_sz10,2071,0,ens6,Pol,2p6
rus18_sz11,2071,0,ens6,Pol,2p6
rus18_sz12,2071,0,ens6,Pol,2p6
rus18_sz13,2071,0,ens6,Pol,2p6
rus18_sz14,2071,0,ens6,Pol,2p6
rus18_sz15,2071,0,ens6,Pol,2p6
rus18_sz8,2071,0,ens6,Pol,2p6
rus18_sz9,2071,0,ens6,Pol,2p6
rus18_sz10,2072,0,ens6,Pol,2p6
rus18_sz11,2072,0,ens6,Pol,2p6
rus18_sz12,2072,0,ens6,Pol,2p6
rus18_sz13,2072,0,ens6,Pol,2p6
rus18_sz14,2072,0,ens6,Pol,2p6
rus18_sz15,2072,0,ens6,Pol,2p6
rus18_sz8,2072,0,ens6,Pol,2p6
rus18_sz9,2072,0,ens6,Pol,2p6
rus18_sz10,2073,0,ens6,Pol,2p6
rus18_sz11,2073,0,ens6,Pol,2p6
rus18_sz12,2073,0,ens6,Pol,2p6
rus18_sz13,2073,0,ens6,Pol,2p6
rus18_sz14,2073,0,ens6,Pol,2p6
rus18_sz15,2073,0,ens6,Pol,2p6
rus18_sz8,2073,0,ens6,Pol,2p6
rus18_sz9,2073,0,ens6,Pol,2p6
rus18_sz10,2074,0,ens6,Pol,2p6
rus18_sz11,2074,0,ens6,Pol,2p6
rus18_sz12,2074,0,ens6,Pol,2p6
rus18_sz13,2074,0,ens6,Pol,2p6
rus18_sz14,2074,0,ens6,Pol,2p6
rus18_sz15,2074,0,ens6,Pol,2p6
rus18_sz8,2074,0,ens6,Pol,2p6
rus18_sz9,2074,0,ens6,Pol,2p6
rus18_sz10,2070,0,ens7,Pol,2p6
rus18_sz11,2070,0,ens7,Pol,2p6
rus18_sz12,2070,0,ens7,Pol,2p6
rus18_sz13,2070,0,ens7,Pol,2p6
rus18_sz14,2070,0,ens7,Pol,2p6
rus18_sz15,2070,0,ens7,Pol,2p6
rus18_sz8,2070,0,ens7,Pol,2p6
rus18_sz9,2070,0,ens7,Pol,2p6
rus18_sz10,2071,0,ens7,Pol,2p6
rus18_sz11,2071,0,ens7,Pol,2p6
rus18_sz12,2071,0,ens7,Pol,2p6
rus18_sz13,2071,0,ens7,Pol,2p6
rus18_sz14,2071,0,ens7,Pol,2p6
rus18_sz15,2071,0,ens7,Pol,2p6
rus18_sz8,2071,0,ens7,Pol,2p6
rus18_sz9,2071,0,ens7,Pol,2p6
rus18_sz10,2072,0,ens7,Pol,2p6
rus18_sz11,2072,0,ens7,Pol,2p6
rus18_sz12,2072,0,ens7,Pol,2p6
rus18_sz13,2072,0,ens7,Pol,2p6
rus18_sz14,2072,0,ens7,Pol,2p6
rus18_sz15,2072,0,ens7,Pol,2p6
rus18_sz8,2072,0,ens7,Pol,2p6
rus18_sz9,2072,0,ens7,Pol,2p6
rus18_sz10,2073,0,ens7,Pol,2p6
rus18_sz11,2073,0,ens7,Pol,2p6
rus18_sz12,2073,0,ens7,Pol,2p6
rus18_sz13,2073,0,ens7,Pol,2p6
rus18_sz14,2073,0,ens7,Pol,2p6
rus18_sz15,2073,0,ens7,Pol,2p6
rus18_sz8,2073,0,ens7,Pol,2p6
rus18_sz9,2073,0,ens7,Pol,2p6
rus18_sz10,2074,0,ens7,Pol,2p6
rus18_sz11,2074,0,ens7,Pol,2p6
rus18_sz12,2074,0,ens7,Pol,2p6
rus18_sz13,2074,0,ens7,Pol,2p6
rus18_sz14,2074,0,ens7,Pol,2p6
rus18_sz15,2074,0,ens7,Pol,2p6
rus18_sz8,2074,0,ens7,Pol,2p6
rus18_sz9,2074,0,ens7,Pol,2p6
rus18_sz10,2070,0,ens8,Pol,2p6
rus18_sz11,2070,0,ens8,Pol,2p6
rus18_sz12,2070,0,ens8,Pol,2p6
rus18_sz13,2070,0,ens8,Pol,2p6
rus18_sz14,2070,0,ens8,Pol,2p6
rus18_sz15,2070,0,ens8,Pol,2p6
rus18_sz8,2070,0,ens8,Pol,2p6
rus18_sz9,2070,0,ens8,Pol,2p6
rus18_sz10,2071,0,ens8,Pol,2p6
rus18_sz11,2071,0,ens8,Pol,2p6
rus18_sz12,2071,0,ens8,Pol,2p6
rus18_sz13,2071,0,ens8,Pol,2p6
rus18_sz14,2071,0,ens8,Pol,2p6
rus18_sz15,2071,0,ens8,Pol,2p6
rus18_sz8,2071,0,ens8,Pol,2p6
rus18_sz9,2071,0,ens8,Pol,2p6
rus18_sz10,2072,0,ens8,Pol,2p6
rus18_sz11,2072,0,ens8,Pol,2p6
rus18_sz12,2072,0,ens8,Pol,2p6
rus18_sz13,2072,0,ens8,Pol,2p6
rus18_sz14,2072,0,ens8,Pol,2p6
rus18_sz15,2072,0,ens8,Pol,2p6
rus18_sz8,2072,0,ens8,Pol,2p6
rus18_sz9,2072,0,ens8,Pol,2p6
rus18_sz10,2073,0,ens8,Pol,2p6
rus18_sz11,2073,0,ens8,Pol,2p6
rus18_sz12,2073,0,ens8,Pol,2p6
rus18_sz13,2073,0,ens8,Pol,2p6
rus18_sz14,2073,0,ens8,Pol,2p6
rus18_sz15,2073,0,ens8,Pol,2p6
rus18_sz8,2073,0,ens8,Pol,2p6
rus18_sz9,2073,0,ens8,Pol,2p6
rus18_sz10,2074,0,ens8,Pol,2p6
rus18_sz11,2074,0,ens8,Pol,2p6
rus18_sz12,2074,0,ens8,Pol,2p6
rus18_sz13,2074,0,ens8,Pol,2p6
rus18_sz14,2074,0,ens8,Pol,2p6
rus18_sz15,2074,0,ens8,Pol,2p6
rus18_sz8,2074,0,ens8,Pol,2p6
rus18_sz9,2074,0,ens8,Pol,2p6
rus18_sz10,2070,0.01847489642018226,ens9,Pol,2p6
rus18_sz11,2070,0.004618724105045565,ens9,Pol,2p6
rus18_sz12,2070,0.023093620525227825,ens9,Pol,2p6
rus18_sz13,2070,0.023093620525227825,ens9,Pol,2p6
rus18_sz14,2070,0.023093620525227825,ens9,Pol,2p6
rus18_sz15,2070,0.017634173711298304,ens9,Pol,2p6
rus18_sz8,2070,0.010247809576428115,ens9,Pol,2p6
rus18_sz9,2070,0.023093620525227825,ens9,Pol,2p6
rus18_sz10,2071,0.01847489642018226,ens9,Pol,2p6
rus18_sz11,2071,0.004618724105045565,ens9,Pol,2p6
rus18_sz12,2071,0.023093620525227825,ens9,Pol,2p6
rus18_sz13,2071,0.023093620525227825,ens9,Pol,2p6
rus18_sz14,2071,0.023093620525227825,ens9,Pol,2p6
rus18_sz15,2071,0.017634173711298304,ens9,Pol,2p6
rus18_sz8,2071,0.010247809576428115,ens9,Pol,2p6
rus18_sz9,2071,0.023093620525227825,ens9,Pol,2p6
rus18_sz10,2072,0.01847489642018226,ens9,Pol,2p6
rus18_sz11,2072,0.004618724105045565,ens9,Pol,2p6
rus18_sz12,2072,0.023093620525227825,ens9,Pol,2p6
rus18_sz13,2072,0.023093620525227825,ens9,Pol,2p6
rus18_sz14,2072,0.023093620525227825,ens9,Pol,2p6
rus18_sz15,2072,0.017634173711298304,ens9,Pol,2p6
rus18_sz8,2072,0.010247809576428115,ens9,Pol,2p6
rus18_sz9,2072,0.023093620525227825,ens9,Pol,2p6
