year,ens,scen,rcp,value
2028,ens12,Pol,2p6,5.718700728641457
2028,ens12,Ref,2p6,5.7189681082493
2028,ens12,Ref,8p5,5.718953784341736
2028,ens13,Pol,2p6,5.7194121493837535
2028,ens13,Ref,2p6,5.719264135672269
2028,ens13,Ref,8p5,5.719283234215687
2028,ens2,Pol,2p6,5.719574487002801
2028,ens2,Ref,2p6,5.719445571834734
2028,ens2,Ref,8p5,5.71936440302521
2028,ens3,Pol,2p6,5.719526740644258
2028,ens3,Ref,2p6,5.7194121493837535
2028,ens3,Ref,8p5,5.7195697123669476
2028,ens4,Pol,2p6,5.719416924019608
2028,ens4,Ref,2p6,5.719345304481792
2028,ens4,Ref,8p5,5.719221163949579
2028,ens5,Pol,2p6,5.7193930508403366
2028,ens5,Ref,2p6,5.719292783487395
2028,ens5,Ref,8p5,5.719278459579832
2028,ens6,Pol,2p6,5.719564937731093
2028,ens6,Ref,2p6,5.719445571834734
2028,ens6,Ref,8p5,5.719383501568627
2028,ens7,Pol,2p6,5.719407374747899
2028,ens7,Ref,2p6,5.719345304481792
2028,ens7,Ref,8p5,5.719354853753502
2028,ens8,Pol,2p6,5.71950764210084
2028,ens8,Ref,2p6,5.71936440302521
2028,ens8,Ref,8p5,5.719307107394959
2028,ens9,Pol,2p6,5.719498092829133
2028,ens9,Ref,2p6,5.719407374747899
2028,ens9,Ref,8p5,5.719321431302521
2029,ens1,Pol,2p6,5.717320858879551
2029,ens1,Ref,2p6,5.71712032417367
2029,ens1,Ref,8p5,5.717177619803921
2029,ens10,Pol,2p6,5.71641845270308
2029,ens10,Ref,2p6,5.716852944565826
2029,ens10,Ref,8p5,5.7168386206582635
2029,ens11,Pol,2p6,5.716528269327732
2029,ens11,Ref,2p6,5.716833846022409
2029,ens11,Ref,8p5,5.716862493837535
2029,ens12,Pol,2p6,5.716528269327732
2029,ens12,Ref,2p6,5.716852944565826
2029,ens12,Ref,8p5,5.716833846022409
2029,ens13,Pol,2p6,5.717277887156862
2029,ens13,Ref,2p6,5.717048704635856
2029,ens13,Ref,8p5,5.717058253907563
2029,ens2,Pol,2p6,5.717382929145658
2029,ens2,Ref,2p6,5.71718716907563
2029,ens2,Ref,8p5,5.717110774901961
2029,ens3,Pol,2p6,5.717335182787115
2029,ens3,Ref,2p6,5.717134648081233
2029,ens3,Ref,8p5,5.717225366162464
2029,ens4,Pol,2p6,5.71722059152661
2029,ens4,Ref,2p6,5.717101225630253
2029,ens4,Ref,8p5,5.717039155364146
2029,ens5,Pol,2p6,5.71722059152661
2029,ens5,Ref,2p6,5.717063028543417
2029,ens5,Ref,8p5,5.717067803179272
2029,ens6,Pol,2p6,5.717354281330532
2029,ens6,Ref,2p6,5.717163295896358
2029,ens6,Ref,8p5,5.71712032417367
2029,ens7,Pol,2p6,5.717215816890757
2029,ens7,Ref,2p6,5.717101225630253
2029,ens7,Ref,8p5,5.7171060002661065
2029,ens8,Pol,2p6,5.717325633515406
2029,ens8,Ref,2p6,5.717110774901961
2029,ens8,Ref,8p5,5.717082127086835
2029,ens9,Pol,2p6,5.717320858879551
2029,ens9,Ref,2p6,5.71714419735294
2029,ens9,Ref,8p5,5.717077352450981
2030,ens1,Pol,2p6,5.7151197517507
2030,ens1,Ref,2p6,5.714857146778712
2030,ens1,Ref,8p5,5.714881019957983
2030,ens10,Pol,2p6,5.714236444117646
2030,ens10,Ref,2p6,5.714737780882353
2030,ens10,Ref,8p5,5.714737780882353
2030,ens11,Pol,2p6,5.7143558100140055
2030,ens11,Ref,2p6,5.714713907703081
2030,ens11,Ref,8p5,5.714737780882353
2030,ens12,Pol,2p6,5.7143558100140055
2030,ens12,Ref,2p6,5.714737780882353
2030,ens12,Ref,8p5,5.714713907703081
2030,ens13,Pol,2p6,5.715143624929972
2030,ens13,Ref,2p6,5.71483327359944
2030,ens13,Ref,8p5,5.71483327359944
2030,ens2,Pol,2p6,5.715191371288515
2030,ens2,Ref,2p6,5.714928766316526
2030,ens2,Ref,8p5,5.714857146778712
2030,ens3,Pol,2p6,5.715143624929972
2030,ens3,Ref,2p6,5.714857146778712
2030,ens3,Ref,8p5,5.714881019957983
2030,ens4,Pol,2p6,5.715024259033613
2030,ens4,Ref,2p6,5.714857146778712
2030,ens4,Ref,8p5,5.714857146778712
2030,ens5,Pol,2p6,5.715048132212885
2030,ens5,Ref,2p6,5.71483327359944
2030,ens5,Ref,8p5,5.714857146778712
2030,ens6,Pol,2p6,5.715143624929972
2030,ens6,Ref,2p6,5.714881019957983
2030,ens6,Ref,8p5,5.714857146778712
2030,ens7,Pol,2p6,5.715024259033613
2030,ens7,Ref,2p6,5.714857146778712
2030,ens7,Ref,8p5,5.714857146778712
2030,ens8,Pol,2p6,5.715143624929972
2030,ens8,Ref,2p6,5.714857146778712
2030,ens8,Ref,8p5,5.714857146778712
2030,ens9,Pol,2p6,5.715143624929972
2030,ens9,Ref,2p6,5.714881019957983
2030,ens9,Ref,8p5,5.71483327359944
2031,ens1,Pol,2p6,5.713868797156862
2031,ens1,Ref,2p6,5.713539347282914
2031,ens1,Ref,8p5,5.713563220462184
2031,ens10,Pol,2p6,5.7131669256862745
2031,ens10,Ref,2p6,5.713443854565827
2031,ens10,Ref,8p5,5.713443854565827
2031,ens11,Pol,2p6,5.713262418403361
2031,ens11,Ref,2p6,5.713424756022409
2031,ens11,Ref,8p5,5.713439079929972
2031,ens12,Pol,2p6,5.713262418403361
2031,ens12,Ref,2p6,5.713443854565827
2031,ens12,Ref,8p5,5.713424756022409
2031,ens13,Pol,2p6,5.71388789570028
2031,ens13,Ref,2p6,5.713520248739496
2031,ens13,Ref,8p5,5.713520248739496
2031,ens2,Pol,2p6,5.713930867422969
2031,ens2,Ref,2p6,5.713596642913165
2031,ens2,Ref,8p5,5.713539347282914
2031,ens3,Pol,2p6,5.713892670336134
2031,ens3,Ref,2p6,5.713539347282914
2031,ens3,Ref,8p5,5.713563220462184
2031,ens4,Pol,2p6,5.713797177619048
2031,ens4,Ref,2p6,5.713539347282914
2031,ens4,Ref,8p5,5.713539347282914
2031,ens5,Pol,2p6,5.713816276162465
2031,ens5,Ref,2p6,5.713520248739496
2031,ens5,Ref,8p5,5.713539347282914
2031,ens6,Pol,2p6,5.713892670336134
2031,ens6,Ref,2p6,5.7135584458263295
2031,ens6,Ref,8p5,5.713539347282914
2031,ens7,Pol,2p6,5.713797177619048
2031,ens7,Ref,2p6,5.713539347282914
2031,ens7,Ref,8p5,5.713539347282914
2031,ens8,Pol,2p6,5.713892670336134
2031,ens8,Ref,2p6,5.713539347282914
2031,ens8,Ref,8p5,5.713539347282914
2031,ens9,Pol,2p6,5.713892670336134
2031,ens9,Ref,2p6,5.7135584458263295
2031,ens9,Ref,8p5,5.713520248739496
2032,ens1,Pol,2p6,5.712617842563025
2032,ens1,Ref,2p6,5.712221547787115
2032,ens1,Ref,8p5,5.7122454209663855
2032,ens10,Pol,2p6,5.712097407254902
2032,ens10,Ref,2p6,5.7121499282493
2032,ens10,Ref,8p5,5.7121499282493
2032,ens11,Pol,2p6,5.712169026792717
2032,ens11,Ref,2p6,5.7121356043417375
2032,ens11,Ref,8p5,5.71214037897759
2032,ens12,Pol,2p6,5.712169026792717
2032,ens12,Ref,2p6,5.7121499282493
2032,ens12,Ref,8p5,5.7121356043417375
2032,ens13,Pol,2p6,5.712632166470588
2032,ens13,Ref,2p6,5.7122072238795525
2032,ens13,Ref,8p5,5.7122072238795525
2032,ens2,Pol,2p6,5.712670363557424
2032,ens2,Ref,2p6,5.712264519509803
2032,ens2,Ref,8p5,5.712221547787115
2032,ens3,Pol,2p6,5.712641715742297
2032,ens3,Ref,2p6,5.712221547787115
2032,ens3,Ref,8p5,5.7122454209663855
2032,ens4,Pol,2p6,5.712570096204482
2032,ens4,Ref,2p6,5.712221547787115
2032,ens4,Ref,8p5,5.712221547787115
2032,ens5,Pol,2p6,5.712584420112044
2032,ens5,Ref,2p6,5.7122072238795525
2032,ens5,Ref,8p5,5.712221547787115
2032,ens6,Pol,2p6,5.712641715742297
2032,ens6,Ref,2p6,5.712235871694677
2032,ens6,Ref,8p5,5.712221547787115
2032,ens7,Pol,2p6,5.712570096204482
2032,ens7,Ref,2p6,5.712221547787115
2032,ens7,Ref,8p5,5.712221547787115
2032,ens8,Pol,2p6,5.712641715742297
2032,ens8,Ref,2p6,5.712221547787115
2032,ens8,Ref,8p5,5.712221547787115
2032,ens9,Pol,2p6,5.712641715742297
2032,ens9,Ref,2p6,5.712235871694677
2032,ens9,Ref,8p5,5.7122072238795525
2033,ens1,Pol,2p6,5.711366887969188
2033,ens1,Ref,2p6,5.710903748291316
2033,ens1,Ref,8p5,5.710927621470589
2033,ens10,Pol,2p6,5.71102788882353
2033,ens10,Ref,2p6,5.710856001932773
2033,ens10,Ref,8p5,5.710856001932773
2033,ens11,Pol,2p6,5.711075635182073
2033,ens11,Ref,2p6,5.710846452661064
2033,ens11,Ref,8p5,5.71084167802521
2033,ens12,Pol,2p6,5.711075635182073
2033,ens12,Ref,2p6,5.710856001932773
2033,ens12,Ref,8p5,5.710846452661064
2033,ens13,Pol,2p6,5.711376437240896
2033,ens13,Ref,2p6,5.7108941990196085
2033,ens13,Ref,8p5,5.7108941990196085
2033,ens2,Pol,2p6,5.7114098596918765
2033,ens2,Ref,2p6,5.7109323961064415
2033,ens2,Ref,8p5,5.710903748291316
2033,ens3,Pol,2p6,5.7113907611484604
2033,ens3,Ref,2p6,5.710903748291316
2033,ens3,Ref,8p5,5.710927621470589
2033,ens4,Pol,2p6,5.711343014789916
2033,ens4,Ref,2p6,5.710903748291316
2033,ens4,Ref,8p5,5.710903748291316
2033,ens5,Pol,2p6,5.711352564061625
2033,ens5,Ref,2p6,5.7108941990196085
2033,ens5,Ref,8p5,5.710903748291316
2033,ens6,Pol,2p6,5.7113907611484604
2033,ens6,Ref,2p6,5.710913297563025
2033,ens6,Ref,8p5,5.710903748291316
2033,ens7,Pol,2p6,5.711343014789916
2033,ens7,Ref,2p6,5.710903748291316
2033,ens7,Ref,8p5,5.710903748291316
2033,ens8,Pol,2p6,5.7113907611484604
2033,ens8,Ref,2p6,5.710903748291316
2033,ens8,Ref,8p5,5.710903748291316
2033,ens9,Pol,2p6,5.7113907611484604
2033,ens9,Ref,2p6,5.710913297563025
2033,ens9,Ref,8p5,5.7108941990196085
2034,ens1,Pol,2p6,5.71011593337535
2034,ens1,Ref,2p6,5.709585948795518
2034,ens1,Ref,8p5,5.70960982197479
2034,ens10,Pol,2p6,5.709958370392156
2034,ens10,Ref,2p6,5.709562075616246
2034,ens10,Ref,8p5,5.709562075616246
2034,ens11,Pol,2p6,5.709982243571429
2034,ens11,Ref,2p6,5.709557300980393
2034,ens11,Ref,8p5,5.709542977072829
2034,ens12,Pol,2p6,5.709982243571429
2034,ens12,Ref,2p6,5.709562075616246
2034,ens12,Ref,8p5,5.709557300980393
2034,ens13,Pol,2p6,5.710120708011204
2034,ens13,Ref,2p6,5.7095811741596645
2034,ens13,Ref,8p5,5.7095811741596645
2034,ens2,Pol,2p6,5.710149355826331
2034,ens2,Ref,2p6,5.709600272703081
2034,ens2,Ref,8p5,5.709585948795518
2034,ens3,Pol,2p6,5.710139806554622
2034,ens3,Ref,2p6,5.709585948795518
2034,ens3,Ref,8p5,5.70960982197479
2034,ens4,Pol,2p6,5.71011593337535
2034,ens4,Ref,2p6,5.709585948795518
2034,ens4,Ref,8p5,5.709585948795518
2034,ens5,Pol,2p6,5.710120708011204
2034,ens5,Ref,2p6,5.7095811741596645
2034,ens5,Ref,8p5,5.709585948795518
2034,ens6,Pol,2p6,5.710139806554622
2034,ens6,Ref,2p6,5.709590723431372
2034,ens6,Ref,8p5,5.709585948795518
2034,ens7,Pol,2p6,5.71011593337535
2034,ens7,Ref,2p6,5.709585948795518
2034,ens7,Ref,8p5,5.709585948795518
2034,ens8,Pol,2p6,5.710139806554622
2034,ens8,Ref,2p6,5.709585948795518
2034,ens8,Ref,8p5,5.709585948795518
2034,ens9,Pol,2p6,5.710139806554622
2034,ens9,Ref,2p6,5.709590723431372
2034,ens9,Ref,8p5,5.7095811741596645
2035,ens1,Pol,2p6,5.708864978781513
2035,ens1,Ref,2p6,5.70826814929972
2035,ens1,Ref,8p5,5.708292022478991
2035,ens10,Pol,2p6,5.7088888519607845
2035,ens10,Ref,2p6,5.70826814929972
2035,ens10,Ref,8p5,5.70826814929972
2035,ens11,Pol,2p6,5.7088888519607845
2035,ens11,Ref,2p6,5.70826814929972
2035,ens11,Ref,8p5,5.708244276120448
2035,ens12,Pol,2p6,5.7088888519607845
2035,ens12,Ref,2p6,5.70826814929972
2035,ens12,Ref,8p5,5.70826814929972
2035,ens13,Pol,2p6,5.708864978781513
2035,ens13,Ref,2p6,5.70826814929972
2035,ens13,Ref,8p5,5.70826814929972
2035,ens2,Pol,2p6,5.7088888519607845
2035,ens2,Ref,2p6,5.70826814929972
2035,ens2,Ref,8p5,5.70826814929972
2035,ens3,Pol,2p6,5.7088888519607845
2035,ens3,Ref,2p6,5.70826814929972
2035,ens3,Ref,8p5,5.708292022478991
2035,ens4,Pol,2p6,5.7088888519607845
2035,ens4,Ref,2p6,5.70826814929972
2035,ens4,Ref,8p5,5.70826814929972
2035,ens5,Pol,2p6,5.7088888519607845
2035,ens5,Ref,2p6,5.70826814929972
2035,ens5,Ref,8p5,5.70826814929972
2035,ens6,Pol,2p6,5.7088888519607845
2035,ens6,Ref,2p6,5.70826814929972
2035,ens6,Ref,8p5,5.70826814929972
2035,ens7,Pol,2p6,5.7088888519607845
2035,ens7,Ref,2p6,5.70826814929972
2035,ens7,Ref,8p5,5.70826814929972
2035,ens8,Pol,2p6,5.7088888519607845
2035,ens8,Ref,2p6,5.70826814929972
2035,ens8,Ref,8p5,5.70826814929972
2035,ens9,Pol,2p6,5.7088888519607845
2035,ens9,Ref,2p6,5.70826814929972
2035,ens9,Ref,8p5,5.70826814929972
2036,ens1,Pol,2p6,5.817125072142858
2036,ens1,Ref,2p6,5.700093972717086
2036,ens1,Ref,8p5,5.700113071260504
2036,ens10,Pol,2p6,5.76096055312465
2036,ens10,Ref,2p6,5.700093972717086
2036,ens10,Ref,8p5,5.700093972717086
2036,ens11,Pol,2p6,5.778705487277311
2036,ens11,Ref,2p6,5.700093972717086
2036,ens11,Ref,8p5,5.7000700995378155
2036,ens12,Pol,2p6,5.756784656606443
2036,ens12,Ref,2p6,5.700089198081232
2036,ens12,Ref,8p5,5.700093972717086
2036,ens13,Pol,2p6,5.703178387478992
2036,ens13,Ref,2p6,5.700093972717086
2036,ens13,Ref,8p5,5.700093972717086
2036,ens2,Pol,2p6,5.703197486022409
2036,ens2,Ref,2p6,5.700093972717086
2036,ens2,Ref,8p5,5.700093972717086
2036,ens3,Pol,2p6,5.801383575194678
2036,ens3,Ref,2p6,5.700093972717086
2036,ens3,Ref,8p5,5.700113071260504
2036,ens4,Pol,2p6,5.703197486022409
2036,ens4,Ref,2p6,5.700093972717086
2036,ens4,Ref,8p5,5.700093972717086
2036,ens5,Pol,2p6,5.813606642981793
2036,ens5,Ref,2p6,5.700093972717086
2036,ens5,Ref,8p5,5.700093972717086
2036,ens6,Pol,2p6,5.806870586718488
2036,ens6,Ref,2p6,5.700093972717086
2036,ens6,Ref,8p5,5.700093972717086
2036,ens7,Pol,2p6,5.755778163368348
2036,ens7,Ref,2p6,5.700093972717086
2036,ens7,Ref,8p5,5.700093972717086
2036,ens8,Pol,2p6,5.793964746004202
2036,ens8,Ref,2p6,5.700093972717086
2036,ens8,Ref,8p5,5.700093972717086
2036,ens9,Pol,2p6,5.8003961805
2036,ens9,Ref,2p6,5.700093972717086
2036,ens9,Ref,8p5,5.700093972717086
2037,ens1,Pol,2p6,5.925385165504203
2037,ens1,Ref,2p6,5.691919796134454
2037,ens1,Ref,8p5,5.691934120042016
2037,ens10,Pol,2p6,5.813032254288515
2037,ens10,Ref,2p6,5.691919796134454
2037,ens10,Ref,8p5,5.691919796134454
2037,ens11,Pol,2p6,5.848522122593837
2037,ens11,Ref,2p6,5.691919796134454
2037,ens11,Ref,8p5,5.691895922955183
2037,ens12,Pol,2p6,5.804680461252101
2037,ens12,Ref,2p6,5.691910246862745
2037,ens12,Ref,8p5,5.691919796134454
2037,ens13,Pol,2p6,5.69749179617647
2037,ens13,Ref,2p6,5.691919796134454
2037,ens13,Ref,8p5,5.691919796134454
2037,ens2,Pol,2p6,5.697506120084034
2037,ens2,Ref,2p6,5.691919796134454
2037,ens2,Ref,8p5,5.691919796134454
2037,ens3,Pol,2p6,5.893878298428572
2037,ens3,Ref,2p6,5.691919796134454
2037,ens3,Ref,8p5,5.691934120042016
2037,ens4,Pol,2p6,5.697506120084034
2037,ens4,Ref,2p6,5.691919796134454
2037,ens4,Ref,8p5,5.691919796134454
2037,ens5,Pol,2p6,5.918324434002801
2037,ens5,Ref,2p6,5.691919796134454
2037,ens5,Ref,8p5,5.691919796134454
2037,ens6,Pol,2p6,5.9048523214761905
2037,ens6,Ref,2p6,5.691919796134454
2037,ens6,Ref,8p5,5.691919796134454
2037,ens7,Pol,2p6,5.802667474775911
2037,ens7,Ref,2p6,5.691919796134454
2037,ens7,Ref,8p5,5.691919796134454
2037,ens8,Pol,2p6,5.879040640047619
2037,ens8,Ref,2p6,5.691919796134454
2037,ens8,Ref,8p5,5.691919796134454
2037,ens9,Pol,2p6,5.891903509039215
2037,ens9,Ref,2p6,5.691919796134454
2037,ens9,Ref,8p5,5.691919796134454
2038,ens1,Pol,2p6,6.033645258865547
2038,ens1,Ref,2p6,5.68374561955182
2038,ens1,Ref,8p5,5.683755168823529
2038,ens10,Pol,2p6,5.865103955452382
2038,ens10,Ref,2p6,5.68374561955182
2038,ens10,Ref,8p5,5.68374561955182
2038,ens11,Pol,2p6,5.918338757910365
2038,ens11,Ref,2p6,5.68374561955182
2038,ens11,Ref,8p5,5.683721746372548
2038,ens12,Pol,2p6,5.85257626589776
2038,ens12,Ref,2p6,5.683731295644257
2038,ens12,Ref,8p5,5.68374561955182
2038,ens13,Pol,2p6,5.691805204873949
2038,ens13,Ref,2p6,5.68374561955182
2038,ens13,Ref,8p5,5.68374561955182
2038,ens2,Pol,2p6,5.691814754145659
2038,ens2,Ref,2p6,5.68374561955182
2038,ens2,Ref,8p5,5.68374561955182
2038,ens3,Pol,2p6,5.986373021662466
2038,ens3,Ref,2p6,5.68374561955182
2038,ens3,Ref,8p5,5.683755168823529
2038,ens4,Pol,2p6,5.691814754145659
2038,ens4,Ref,2p6,5.68374561955182
2038,ens4,Ref,8p5,5.68374561955182
2038,ens5,Pol,2p6,6.0230422250238105
2038,ens5,Ref,2p6,5.68374561955182
2038,ens5,Ref,8p5,5.68374561955182
2038,ens6,Pol,2p6,6.002834056233894
2038,ens6,Ref,2p6,5.68374561955182
2038,ens6,Ref,8p5,5.68374561955182
2038,ens7,Pol,2p6,5.849556786183474
2038,ens7,Ref,2p6,5.68374561955182
2038,ens7,Ref,8p5,5.68374561955182
2038,ens8,Pol,2p6,5.964116534091037
2038,ens8,Ref,2p6,5.68374561955182
2038,ens8,Ref,8p5,5.68374561955182
2038,ens9,Pol,2p6,5.9834108375784325
2038,ens9,Ref,2p6,5.68374561955182
2038,ens9,Ref,8p5,5.68374561955182
2039,ens1,Pol,2p6,6.141905352226891
2039,ens1,Ref,2p6,5.675571442969188
2039,ens1,Ref,8p5,5.675576217605042
2039,ens10,Pol,2p6,5.917175656616247
2039,ens10,Ref,2p6,5.675571442969188
2039,ens10,Ref,8p5,5.675571442969188
2039,ens11,Pol,2p6,5.988155393226891
2039,ens11,Ref,2p6,5.675571442969188
2039,ens11,Ref,8p5,5.675547569789916
2039,ens12,Pol,2p6,5.900472070543418
2039,ens12,Ref,2p6,5.67555234442577
2039,ens12,Ref,8p5,5.675571442969188
2039,ens13,Pol,2p6,5.686118613571428
2039,ens13,Ref,2p6,5.675571442969188
2039,ens13,Ref,8p5,5.675571442969188
2039,ens2,Pol,2p6,5.686123388207283
2039,ens2,Ref,2p6,5.675571442969188
2039,ens2,Ref,8p5,5.675571442969188
2039,ens3,Pol,2p6,6.078867744896359
2039,ens3,Ref,2p6,5.675571442969188
2039,ens3,Ref,8p5,5.675576217605042
2039,ens4,Pol,2p6,5.686123388207283
2039,ens4,Ref,2p6,5.675571442969188
2039,ens4,Ref,8p5,5.675571442969188
2039,ens5,Pol,2p6,6.127760016044818
2039,ens5,Ref,2p6,5.675571442969188
2039,ens5,Ref,8p5,5.675571442969188
2039,ens6,Pol,2p6,6.100815790991597
2039,ens6,Ref,2p6,5.675571442969188
2039,ens6,Ref,8p5,5.675571442969188
2039,ens7,Pol,2p6,5.896446097591037
2039,ens7,Ref,2p6,5.675571442969188
2039,ens7,Ref,8p5,5.675571442969188
2039,ens8,Pol,2p6,6.049192428134455
2039,ens8,Ref,2p6,5.675571442969188
2039,ens8,Ref,8p5,5.675571442969188
2039,ens9,Pol,2p6,6.074918166117648
2039,ens9,Ref,2p6,5.675571442969188
2039,ens9,Ref,8p5,5.675571442969188
2040,ens1,Pol,2p6,6.250165445588236
2040,ens1,Ref,2p6,5.667397266386554
2040,ens1,Ref,8p5,5.667397266386554
2040,ens10,Pol,2p6,5.969247357780112
2040,ens10,Ref,2p6,5.667397266386554
2040,ens10,Ref,8p5,5.667397266386554
2040,ens11,Pol,2p6,6.057972028543418
2040,ens11,Ref,2p6,5.667397266386554
2040,ens11,Ref,8p5,5.667373393207282
2040,ens12,Pol,2p6,5.948367875189076
2040,ens12,Ref,2p6,5.667373393207282
2040,ens12,Ref,8p5,5.667397266386554
2040,ens13,Pol,2p6,5.680432022268908
2040,ens13,Ref,2p6,5.667397266386554
2040,ens13,Ref,8p5,5.667397266386554
2040,ens2,Pol,2p6,5.680432022268908
2040,ens2,Ref,2p6,5.667397266386554
2040,ens2,Ref,8p5,5.667397266386554
2040,ens3,Pol,2p6,6.171362468130252
2040,ens3,Ref,2p6,5.667397266386554
2040,ens3,Ref,8p5,5.667397266386554
2040,ens4,Pol,2p6,5.680432022268908
2040,ens4,Ref,2p6,5.667397266386554
2040,ens4,Ref,8p5,5.667397266386554
2040,ens5,Pol,2p6,6.232477807065827
2040,ens5,Ref,2p6,5.667397266386554
2040,ens5,Ref,8p5,5.667397266386554
2040,ens6,Pol,2p6,6.1987975257493
2040,ens6,Ref,2p6,5.667397266386554
2040,ens6,Ref,8p5,5.667397266386554
2040,ens7,Pol,2p6,5.9433354089986
2040,ens7,Ref,2p6,5.667397266386554
2040,ens7,Ref,8p5,5.667397266386554
2040,ens8,Pol,2p6,6.1342683221778715
2040,ens8,Ref,2p6,5.667397266386554
2040,ens8,Ref,8p5,5.667397266386554
2040,ens9,Pol,2p6,6.166425494656863
2040,ens9,Ref,2p6,5.667397266386554
2040,ens9,Ref,8p5,5.667397266386554
2041,ens1,Pol,2p6,6.3793355792100845
2041,ens1,Ref,2p6,5.68470279080154
2041,ens1,Ref,8p5,5.656453801008403
2041,ens10,Pol,2p6,6.097220012729692
2041,ens10,Ref,2p6,5.656449026372549
2041,ens10,Ref,8p5,5.656449026372549
2041,ens11,Pol,2p6,6.169295528268908
2041,ens11,Ref,2p6,5.656449026372549
2041,ens11,Ref,8p5,5.656429927829132
2041,ens12,Pol,2p6,6.080763275330533
2041,ens12,Ref,2p6,5.656429927829132
2041,ens12,Ref,8p5,5.656449026372549
2041,ens13,Pol,2p6,5.671302918515406
2041,ens13,Ref,2p6,5.656449026372549
2041,ens13,Ref,8p5,5.656449026372549
2041,ens2,Pol,2p6,5.7940401852507
2041,ens2,Ref,2p6,5.656453801008403
2041,ens2,Ref,8p5,5.656453801008403
2041,ens3,Pol,2p6,6.3090343183543425
2041,ens3,Ref,2p6,5.6778836558743695
2041,ens3,Ref,8p5,5.656453801008403
2041,ens4,Pol,2p6,5.815458246766106
2041,ens4,Ref,2p6,5.656453801008403
2041,ens4,Ref,8p5,5.669731060645798
2041,ens5,Pol,2p6,6.345147754102241
2041,ens5,Ref,2p6,5.666539694040757
2041,ens5,Ref,8p5,5.685775221760784
2041,ens6,Pol,2p6,6.333689582978992
2041,ens6,Ref,2p6,5.680414117384454
2041,ens6,Ref,8p5,5.682077648262465
2041,ens7,Pol,2p6,6.117548024879552
2041,ens7,Ref,2p6,5.668988938994958
2041,ens7,Ref,8p5,5.656453801008403
2041,ens8,Pol,2p6,6.259297891586836
2041,ens8,Ref,2p6,5.659623724723823
2041,ens8,Ref,8p5,5.656453801008403
2041,ens9,Pol,2p6,6.245418502621849
2041,ens9,Ref,2p6,5.656453801008403
2041,ens9,Ref,8p5,5.66767734652577
2042,ens1,Pol,2p6,6.508505712831933
2042,ens1,Ref,2p6,5.702008315216527
2042,ens1,Ref,8p5,5.645510335630252
2042,ens10,Pol,2p6,6.225192667679272
2042,ens10,Ref,2p6,5.645500786358543
2042,ens10,Ref,8p5,5.645500786358543
2042,ens11,Pol,2p6,6.280619027994398
2042,ens11,Ref,2p6,5.645500786358543
2042,ens11,Ref,8p5,5.64548646245098
2042,ens12,Pol,2p6,6.2131586754719885
2042,ens12,Ref,2p6,5.64548646245098
2042,ens12,Ref,8p5,5.645500786358543
2042,ens13,Pol,2p6,5.662173814761904
2042,ens13,Ref,2p6,5.645500786358543
2042,ens13,Ref,8p5,5.645500786358543
2042,ens2,Pol,2p6,5.907648348232493
2042,ens2,Ref,2p6,5.645510335630252
2042,ens2,Ref,8p5,5.645510335630252
2042,ens3,Pol,2p6,6.446706168578431
2042,ens3,Ref,2p6,5.688370045362185
2042,ens3,Ref,8p5,5.645510335630252
2042,ens4,Pol,2p6,5.950484471263305
2042,ens4,Ref,2p6,5.645510335630252
2042,ens4,Ref,8p5,5.672064854905042
2042,ens5,Pol,2p6,6.457817701138655
2042,ens5,Ref,2p6,5.6656821216949576
2042,ens5,Ref,8p5,5.704153177135014
2042,ens6,Pol,2p6,6.468581640208684
2042,ens6,Ref,2p6,5.693430968382353
2042,ens6,Ref,8p5,5.696758030138375
2042,ens7,Pol,2p6,6.291760640760503
2042,ens7,Ref,2p6,5.670580611603361
2042,ens7,Ref,8p5,5.645510335630252
2042,ens8,Pol,2p6,6.384327460995798
2042,ens8,Ref,2p6,5.651850183061093
2042,ens8,Ref,8p5,5.645510335630252
2042,ens9,Pol,2p6,6.324411510586835
2042,ens9,Ref,2p6,5.645510335630252
2042,ens9,Ref,8p5,5.667957426664986
2043,ens1,Pol,2p6,6.637675846453782
2043,ens1,Ref,2p6,5.719313839631513
2043,ens1,Ref,8p5,5.634566870252101
2043,ens10,Pol,2p6,6.353165322628852
2043,ens10,Ref,2p6,5.634552546344539
2043,ens10,Ref,8p5,5.634552546344539
2043,ens11,Pol,2p6,6.3919425277198885
2043,ens11,Ref,2p6,5.634552546344539
2043,ens11,Ref,8p5,5.634542997072829
2043,ens12,Pol,2p6,6.345554075613446
2043,ens12,Ref,2p6,5.634542997072829
2043,ens12,Ref,8p5,5.634552546344539
2043,ens13,Pol,2p6,5.653044711008403
2043,ens13,Ref,2p6,5.634552546344539
2043,ens13,Ref,8p5,5.634552546344539
2043,ens2,Pol,2p6,6.021256511214285
2043,ens2,Ref,2p6,5.634566870252101
2043,ens2,Ref,8p5,5.634566870252101
2043,ens3,Pol,2p6,6.584378018802522
2043,ens3,Ref,2p6,5.698856434850001
2043,ens3,Ref,8p5,5.634566870252101
2043,ens4,Pol,2p6,6.085510695760504
2043,ens4,Ref,2p6,5.634566870252101
2043,ens4,Ref,8p5,5.674398649164286
2043,ens5,Pol,2p6,6.570487648175071
2043,ens5,Ref,2p6,5.66482454934916
2043,ens5,Ref,8p5,5.7225311325092445
2043,ens6,Pol,2p6,6.6034736974383765
2043,ens6,Ref,2p6,5.706447819380252
