year,ens,rcp,scen,usd_rub,ship_type,dir,section,value
2021,ens7,2p6,Pol,discounted,1A,West,NSR,16.555346294053965
2021,ens7,2p6,Pol,discounted,1A,West,non_NSR,894.1219465670534
2021,ens7,2p6,Pol,discounted,1AS,East,NSR,53.30536773456353
2021,ens7,2p6,Pol,discounted,1AS,East,non_NSR,63.38528532343906
2021,ens7,2p6,Pol,discounted,1AS,West,NSR,23.471902212556113
2021,ens7,2p6,Pol,discounted,1AS,West,non_NSR,1267.8071659357968
2021,ens7,2p6,Pol,high,1A,East,NSR,34.84361128547474
2021,ens7,2p6,Pol,high,1A,East,non_NSR,41.431217242838294
2021,ens7,2p6,Pol,high,1A,West,NSR,16.555346294053965
2021,ens7,2p6,Pol,high,1A,West,non_NSR,894.1219465670534
2021,ens7,2p6,Pol,high,1AS,East,NSR,53.30536773456353
2021,ens7,2p6,Pol,high,1AS,East,non_NSR,63.38528532343906
2021,ens7,2p6,Pol,high,1AS,West,NSR,23.471902212556113
2021,ens7,2p6,Pol,high,1AS,West,non_NSR,1267.8071659357968
2021,ens7,2p6,Pol,low,1A,East,NSR,34.84361128547474
2021,ens7,2p6,Pol,low,1A,East,non_NSR,41.431217242838294
2021,ens7,2p6,Pol,low,1A,West,NSR,16.555346294053965
2021,ens7,2p6,Pol,low,1A,West,non_NSR,894.1219465670534
2021,ens7,2p6,Pol,low,1AS,East,NSR,53.30536773456353
2021,ens7,2p6,Pol,low,1AS,East,non_NSR,63.38528532343906
2021,ens7,2p6,Pol,low,1AS,West,NSR,23.471902212556113
2021,ens7,2p6,Pol,low,1AS,West,non_NSR,1267.8071659357968
2021,ens7,2p6,Ref,base,1A,East,NSR,34.845212930200226
2021,ens7,2p6,Ref,base,1A,East,non_NSR,41.43312240463979
2021,ens7,2p6,Ref,base,1A,West,NSR,16.555463725246916
2021,ens7,2p6,Ref,base,1A,West,non_NSR,894.1283385201522
2021,ens7,2p6,Ref,base,1AS,East,NSR,53.30831661588917
2021,ens7,2p6,Ref,base,1AS,East,non_NSR,63.38879293421848
2021,ens7,2p6,Ref,base,1AS,West,NSR,23.47201233693748
2021,ens7,2p6,Ref,base,1AS,West,non_NSR,1267.8132019022653
2021,ens7,2p6,Ref,discounted,1A,East,NSR,34.845212930200226
2021,ens7,2p6,Ref,discounted,1A,East,non_NSR,41.43312240463979
2021,ens7,2p6,Ref,discounted,1A,West,NSR,16.555463725246916
2021,ens7,2p6,Ref,discounted,1A,West,non_NSR,894.1283385201522
2021,ens7,2p6,Ref,discounted,1AS,East,NSR,53.30831661588917
2021,ens7,2p6,Ref,discounted,1AS,East,non_NSR,63.38879293421848
2021,ens7,2p6,Ref,discounted,1AS,West,NSR,23.47201233693748
2021,ens7,2p6,Ref,discounted,1AS,West,non_NSR,1267.8132019022653
2021,ens7,2p6,Ref,high,1A,East,NSR,34.845212930200226
2021,ens7,2p6,Ref,high,1A,East,non_NSR,41.43312240463979
2021,ens7,2p6,Ref,high,1A,West,NSR,16.555463725246916
2021,ens7,2p6,Ref,high,1A,West,non_NSR,894.1283385201522
2021,ens7,2p6,Ref,high,1AS,East,NSR,53.30831661588917
2021,ens7,2p6,Ref,high,1AS,East,non_NSR,63.38879293421848
2021,ens7,2p6,Ref,high,1AS,West,NSR,23.47201233693748
2021,ens7,2p6,Ref,high,1AS,West,non_NSR,1267.8132019022653
2021,ens7,2p6,Ref,low,1A,East,NSR,34.845212930200226
2021,ens7,2p6,Ref,low,1A,East,non_NSR,41.43312240463979
2021,ens7,2p6,Ref,low,1A,West,NSR,16.555463725246916
2021,ens7,2p6,Ref,low,1A,West,non_NSR,894.1283385201522
2021,ens7,2p6,Ref,low,1AS,East,NSR,53.30831661588917
2021,ens7,2p6,Ref,low,1AS,East,non_NSR,63.38879293421848
2021,ens7,2p6,Ref,low,1AS,West,NSR,23.47201233693748
2021,ens7,2p6,Ref,low,1AS,West,non_NSR,1267.8132019022653
2021,ens7,8p5,Ref,base,1A,East,NSR,34.845241908327615
2021,ens7,8p5,Ref,base,1A,East,non_NSR,41.433156861433076
2021,ens7,8p5,Ref,base,1A,West,NSR,16.5554774931736
2021,ens7,8p5,Ref,base,1A,West,non_NSR,894.1290820990463
2021,ens7,8p5,Ref,base,1AS,East,NSR,53.30836094838307
2021,ens7,8p5,Ref,base,1AS,East,non_NSR,63.388845649881894
2021,ens7,8p5,Ref,base,1AS,West,NSR,23.472031856834366
2021,ens7,8p5,Ref,base,1AS,West,non_NSR,1267.8142562465891
2021,ens7,8p5,Ref,discounted,1A,East,NSR,34.845241908327615
2021,ens7,8p5,Ref,discounted,1A,East,non_NSR,41.433156861433076
2021,ens7,8p5,Ref,discounted,1A,West,NSR,16.5554774931736
2021,ens7,8p5,Ref,discounted,1A,West,non_NSR,894.1290820990463
2021,ens7,8p5,Ref,discounted,1AS,East,NSR,53.30836094838307
2021,ens7,8p5,Ref,discounted,1AS,East,non_NSR,63.388845649881894
2021,ens7,8p5,Ref,discounted,1AS,West,NSR,23.472031856834366
2021,ens7,8p5,Ref,discounted,1AS,West,non_NSR,1267.8142562465891
2021,ens7,8p5,Ref,high,1A,East,NSR,34.845241908327615
2021,ens7,8p5,Ref,high,1A,East,non_NSR,41.433156861433076
2021,ens7,8p5,Ref,high,1A,West,NSR,16.5554774931736
2021,ens7,8p5,Ref,high,1A,West,non_NSR,894.1290820990463
2021,ens7,8p5,Ref,high,1AS,East,NSR,53.30836094838307
2021,ens7,8p5,Ref,high,1AS,East,non_NSR,63.388845649881894
2021,ens7,8p5,Ref,high,1AS,West,NSR,23.472031856834366
2021,ens7,8p5,Ref,high,1AS,West,non_NSR,1267.8142562465891
2021,ens7,8p5,Ref,low,1A,East,NSR,34.845241908327615
2021,ens7,8p5,Ref,low,1A,East,non_NSR,41.433156861433076
2021,ens7,8p5,Ref,low,1A,West,NSR,16.5554774931736
2021,ens7,8p5,Ref,low,1A,West,non_NSR,894.1290820990463
2021,ens7,8p5,Ref,low,1AS,East,NSR,53.30836094838307
2021,ens7,8p5,Ref,low,1AS,East,non_NSR,63.388845649881894
2021,ens7,8p5,Ref,low,1AS,West,NSR,23.472031856834366
2021,ens7,8p5,Ref,low,1AS,West,non_NSR,1267.8142562465891
2021,ens8,2p6,Pol,base,1A,East,NSR,23.229132144678484
2021,ens8,2p6,Pol,base,1A,East,non_NSR,27.6208804065603
2021,ens8,2p6,Pol,base,1A,West,NSR,17.59737436558543
2021,ens8,2p6,Pol,base,1A,West,non_NSR,950.2829608058167
2021,ens8,2p6,Pol,base,1AS,East,NSR,62.585235573240304
2021,ens8,2p6,Pol,base,1AS,East,non_NSR,83.23570791093871
2021,ens8,2p6,Pol,base,1AS,West,NSR,21.97326265162386
2021,ens8,2p6,Pol,base,1AS,West,non_NSR,1187.091200071183
2021,ens8,2p6,Pol,discounted,1A,East,NSR,23.229132144678484
2021,ens8,2p6,Pol,discounted,1A,East,non_NSR,27.6208804065603
2021,ens8,2p6,Pol,discounted,1A,West,NSR,17.59737436558543
2021,ens8,2p6,Pol,discounted,1A,West,non_NSR,950.2829608058167
2021,ens8,2p6,Pol,discounted,1AS,East,NSR,62.06232384412367
2021,ens8,2p6,Pol,discounted,1AS,East,non_NSR,82.44581480910743
2021,ens8,2p6,Pol,discounted,1AS,West,NSR,22.032637957351724
2021,ens8,2p6,Pol,discounted,1AS,West,non_NSR,1190.3032219207216
2021,ens8,2p6,Pol,high,1A,East,NSR,23.229132144678484
2021,ens8,2p6,Pol,high,1A,East,non_NSR,27.6208804065603
2021,ens8,2p6,Pol,high,1A,West,NSR,17.59737436558543
2021,ens8,2p6,Pol,high,1A,West,non_NSR,950.2829608058167
2021,ens8,2p6,Pol,high,1AS,East,NSR,62.728245906285466
2021,ens8,2p6,Pol,high,1AS,East,non_NSR,83.45171866091967
2021,ens8,2p6,Pol,high,1AS,West,NSR,21.957027120793857
2021,ens8,2p6,Pol,high,1AS,West,non_NSR,1186.212813809719
2021,ens8,2p6,Pol,low,1A,East,NSR,23.229132144678484
2021,ens8,2p6,Pol,low,1A,East,non_NSR,27.6208804065603
2021,ens8,2p6,Pol,low,1A,West,NSR,17.59737436558543
2021,ens8,2p6,Pol,low,1A,West,non_NSR,950.2829608058167
2021,ens8,2p6,Pol,low,1AS,East,NSR,61.503636469443414
2021,ens8,2p6,Pol,low,1AS,East,non_NSR,81.60177921073486
2021,ens8,2p6,Pol,low,1AS,West,NSR,22.096094100429642
2021,ens8,2p6,Pol,low,1AS,West,non_NSR,1193.7354088552268
2021,ens8,2p6,Ref,base,1A,East,NSR,23.230257865976377
2021,ens8,2p6,Ref,base,1A,East,non_NSR,27.622219430266366
2021,ens8,2p6,Ref,base,1A,West,NSR,17.597583850608114
2021,ens8,2p6,Ref,base,1A,West,non_NSR,950.2943059853196
2021,ens8,2p6,Ref,base,1AS,East,NSR,62.589012080274124
2021,ens8,2p6,Ref,base,1AS,East,non_NSR,83.240772734377515
2021,ens8,2p6,Ref,base,1AS,West,NSR,21.97332534594483
2021,ens8,2p6,Ref,base,1AS,West,non_NSR,1187.0947099090297
2021,ens8,2p6,Ref,discounted,1A,East,NSR,23.230257865976377
2021,ens8,2p6,Ref,discounted,1A,East,non_NSR,27.622219430266366
2021,ens8,2p6,Ref,discounted,1A,West,NSR,17.597583850608114
2021,ens8,2p6,Ref,discounted,1A,West,non_NSR,950.2943059853196
2021,ens8,2p6,Ref,discounted,1AS,East,NSR,62.06611356690506
2021,ens8,2p6,Ref,discounted,1AS,East,non_NSR,82.45090012814529
2021,ens8,2p6,Ref,discounted,1AS,West,NSR,22.03269906306079
2021,ens8,2p6,Ref,discounted,1AS,West,non_NSR,1190.3066484152503
2021,ens8,2p6,Ref,high,1A,East,NSR,23.230257865976377
2021,ens8,2p6,Ref,high,1A,East,non_NSR,27.622219430266366
2021,ens8,2p6,Ref,high,1A,West,NSR,17.597583850608114
2021,ens8,2p6,Ref,high,1A,West,non_NSR,950.2943059853196
2021,ens8,2p6,Ref,high,1AS,East,NSR,62.73201848028602
2021,ens8,2p6,Ref,high,1AS,East,non_NSR,83.45677739433509
2021,ens8,2p6,Ref,high,1AS,West,NSR,21.957090286233278
2021,ens8,2p6,Ref,high,1AS,West,non_NSR,1186.2163484120406
2021,ens8,2p6,Ref,low,1A,East,NSR,23.230257865976377
2021,ens8,2p6,Ref,low,1A,East,non_NSR,27.622219430266366
2021,ens8,2p6,Ref,low,1A,West,NSR,17.597583850608114
2021,ens8,2p6,Ref,low,1A,West,non_NSR,950.2943059853196
2021,ens8,2p6,Ref,low,1AS,East,NSR,61.50743828992037
2021,ens8,2p6,Ref,low,1AS,East,non_NSR,81.606883350943
2021,ens8,2p6,Ref,low,1AS,West,NSR,22.096153741571076
2021,ens8,2p6,Ref,low,1AS,West,non_NSR,1193.7387588153356
2021,ens8,8p5,Ref,base,1A,East,NSR,34.30415642904731
2021,ens8,8p5,Ref,base,1A,East,non_NSR,41.46280197180119
2021,ens8,8p5,Ref,base,1A,West,NSR,16.553165784254944
2021,ens8,8p5,Ref,base,1A,West,non_NSR,894.0041147318597
2021,ens8,8p5,Ref,base,1AS,East,NSR,52.64500455133482
2021,ens8,8p5,Ref,base,1AS,East,non_NSR,63.440189178800544
2021,ens8,8p5,Ref,base,1AS,West,NSR,23.468056440583744
2021,ens8,8p5,Ref,base,1AS,West,non_NSR,1267.5991293488087
2021,ens8,8p5,Ref,discounted,1A,East,NSR,34.30415642904731
2021,ens8,8p5,Ref,discounted,1A,East,non_NSR,41.46280197180119
2021,ens8,8p5,Ref,discounted,1A,West,NSR,16.553165784254944
2021,ens8,8p5,Ref,discounted,1A,West,non_NSR,894.0041147318597
2021,ens8,8p5,Ref,discounted,1AS,East,NSR,52.64500455133482
2021,ens8,8p5,Ref,discounted,1AS,East,non_NSR,63.440189178800544
2021,ens8,8p5,Ref,discounted,1AS,West,NSR,23.468056440583744
2021,ens8,8p5,Ref,discounted,1AS,West,non_NSR,1267.5991293488087
2021,ens8,8p5,Ref,high,1A,East,NSR,34.30415642904731
2021,ens8,8p5,Ref,high,1A,East,non_NSR,41.46280197180119
2021,ens8,8p5,Ref,high,1A,West,NSR,16.553165784254944
2021,ens8,8p5,Ref,high,1A,West,non_NSR,894.0041147318597
2021,ens8,8p5,Ref,high,1AS,East,NSR,52.64500455133482
2021,ens8,8p5,Ref,high,1AS,East,non_NSR,63.440189178800544
2021,ens8,8p5,Ref,high,1AS,West,NSR,23.468056440583744
2021,ens8,8p5,Ref,high,1AS,West,non_NSR,1267.5991293488087
2021,ens8,8p5,Ref,low,1A,East,NSR,34.30415642904731
2021,ens8,8p5,Ref,low,1A,East,non_NSR,41.46280197180119
2021,ens8,8p5,Ref,low,1A,West,NSR,16.553165784254944
2021,ens8,8p5,Ref,low,1A,West,non_NSR,894.0041147318597
2021,ens8,8p5,Ref,low,1AS,East,NSR,52.64500455133482
2021,ens8,8p5,Ref,low,1AS,East,non_NSR,63.440189178800544
2021,ens8,8p5,Ref,low,1AS,West,NSR,23.468056440583744
2021,ens8,8p5,Ref,low,1AS,West,non_NSR,1267.5991293488087
2021,ens9,2p6,Pol,base,1A,East,NSR,41.069809140532925
2021,ens9,2p6,Pol,base,1A,East,non_NSR,54.49007583785543
2021,ens9,2p6,Pol,base,1A,West,NSR,15.570001878046765
2021,ens9,2p6,Pol,base,1A,West,non_NSR,841.024697208729
2021,ens9,2p6,Pol,base,1AS,East,NSR,70.088972148367
2021,ens9,2p6,Pol,base,1AS,East,non_NSR,101.23050471975607
2021,ens9,2p6,Pol,base,1AS,West,NSR,20.614248458022292
2021,ens9,2p6,Pol,base,1AS,West,non_NSR,1113.9209521421687
2021,ens9,2p6,Pol,discounted,1A,East,NSR,41.05672295756315
2021,ens9,2p6,Pol,discounted,1A,East,non_NSR,54.463714915338414
2021,ens9,2p6,Pol,discounted,1A,West,NSR,15.571985444861474
2021,ens9,2p6,Pol,discounted,1A,West,non_NSR,841.1318912820818
2021,ens9,2p6,Pol,discounted,1AS,East,NSR,71.0072679005587
2021,ens9,2p6,Pol,discounted,1AS,East,non_NSR,103.93963653656067
2021,ens9,2p6,Pol,discounted,1AS,West,NSR,20.410485029302077
2021,ens9,2p6,Pol,discounted,1AS,West,non_NSR,1102.9045366693888
2021,ens9,2p6,Pol,high,1A,East,NSR,41.12538047317231
2021,ens9,2p6,Pol,high,1A,East,non_NSR,54.60201878777796
2021,ens9,2p6,Pol,high,1A,West,NSR,15.561578820670045
2021,ens9,2p6,Pol,high,1A,West,non_NSR,840.5694923206
2021,ens9,2p6,Pol,high,1AS,East,NSR,70.35344893857108
2021,ens9,2p6,Pol,high,1AS,East,non_NSR,101.91181626583166
2021,ens9,2p6,Pol,high,1AS,West,NSR,20.562993354883666
2021,ens9,2p6,Pol,high,1AS,West,non_NSR,1111.1504664052202
2021,ens9,2p6,Pol,low,1A,East,NSR,40.650827340493954
2021,ens9,2p6,Pol,low,1A,East,non_NSR,53.64605589168598
2021,ens9,2p6,Pol,low,1A,West,NSR,15.633522840416882
2021,ens9,2p6,Pol,low,1A,West,non_NSR,844.4568204951046
2021,ens9,2p6,Pol,low,1AS,East,NSR,68.09191538942335
2021,ens9,2p6,Pol,low,1AS,East,non_NSR,96.09045410818703
2021,ens9,2p6,Pol,low,1AS,West,NSR,21.001244719215954
2021,ens9,2p6,Pol,low,1AS,West,non_NSR,1134.8224574646192
2021,ens9,2p6,Ref,base,1A,East,NSR,41.07199344158441
2021,ens9,2p6,Ref,base,1A,East,non_NSR,54.49301260521458
2021,ens9,2p6,Ref,base,1A,West,NSR,15.570155805080008
2021,ens9,2p6,Ref,base,1A,West,non_NSR,841.0330800984361
2021,ens9,2p6,Ref,base,1AS,East,NSR,70.09352720316971
2021,ens9,2p6,Ref,base,1AS,East,non_NSR,101.23736671934533
2021,ens9,2p6,Ref,base,1AS,West,NSR,20.614269014934905
2021,ens9,2p6,Ref,base,1AS,West,non_NSR,1113.9222287710231
2021,ens9,2p6,Ref,discounted,1A,East,NSR,41.058907272450384
2021,ens9,2p6,Ref,discounted,1A,East,non_NSR,54.46665171194803
2021,ens9,2p6,Ref,discounted,1A,West,NSR,15.572139368876948
2021,ens9,2p6,Ref,discounted,1A,West,non_NSR,841.1402740528448
2021,ens9,2p6,Ref,discounted,1AS,East,NSR,71.01181048094223
2021,ens9,2p6,Ref,discounted,1AS,East,non_NSR,103.94646104454283
2021,ens9,2p6,Ref,discounted,1AS,West,NSR,20.410508562298137
2021,ens9,2p6,Ref,discounted,1AS,West,non_NSR,1102.90596575414
2021,ens9,2p6,Ref,high,1A,East,NSR,41.12756467925508
2021,ens9,2p6,Ref,high,1A,East,non_NSR,54.60495535790165
2021,ens9,2p6,Ref,high,1A,West,NSR,15.561732766055036
2021,ens9,2p6,Ref,high,1A,West,non_NSR,840.5778760123455
2021,ens9,2p6,Ref,high,1AS,East,NSR,70.35800142506419
2021,ens9,2p6,Ref,high,1AS,East,non_NSR,101.91867296041265
2021,ens9,2p6,Ref,high,1AS,West,NSR,20.563014347744296
2021,ens9,2p6,Ref,high,1AS,West,non_NSR,1111.151764606364
2021,ens9,2p6,Ref,low,1A,East,NSR,40.65301047031169
2021,ens9,2p6,Ref,low,1A,East,non_NSR,53.64899034053411
2021,ens9,2p6,Ref,low,1A,West,NSR,15.633676917734586
2021,ens9,2p6,Ref,low,1A,West,non_NSR,844.4652128128065
2021,ens9,2p6,Ref,low,1AS,East,NSR,68.09645508418492
2021,ens9,2p6,Ref,low,1AS,East,non_NSR,96.09725866643568
2021,ens9,2p6,Ref,low,1AS,West,NSR,21.00126938510332
2021,ens9,2p6,Ref,low,1AS,West,non_NSR,1134.8239676729804
2021,ens9,8p5,Ref,base,1A,East,NSR,34.84518395207284
2021,ens9,8p5,Ref,base,1A,East,non_NSR,41.43308794784649
2021,ens9,8p5,Ref,base,1A,West,NSR,16.555449957320235
2021,ens9,8p5,Ref,base,1A,West,non_NSR,894.127594941258
2021,ens9,8p5,Ref,base,1AS,East,NSR,64.38397738947431
2021,ens9,8p5,Ref,base,1AS,East,non_NSR,83.87870187656868
2021,ens9,8p5,Ref,base,1AS,West,NSR,21.925218461633733
2021,ens9,8p5,Ref,base,1AS,West,non_NSR,1184.4917534575718
2021,ens9,8p5,Ref,discounted,1A,East,NSR,34.84518395207284
2021,ens9,8p5,Ref,discounted,1A,East,non_NSR,41.43308794784649
2021,ens9,8p5,Ref,discounted,1A,West,NSR,16.555449957320235
2021,ens9,8p5,Ref,discounted,1A,West,non_NSR,894.127594941258
2021,ens9,8p5,Ref,discounted,1AS,East,NSR,64.26447249343582
2021,ens9,8p5,Ref,discounted,1AS,East,non_NSR,83.65772971360738
2021,ens9,8p5,Ref,discounted,1AS,West,NSR,21.941828040123994
2021,ens9,8p5,Ref,discounted,1AS,West,non_NSR,1185.3903148121726
2021,ens9,8p5,Ref,high,1A,East,NSR,34.84518395207284
2021,ens9,8p5,Ref,high,1A,East,non_NSR,41.43308794784649
2021,ens9,8p5,Ref,high,1A,West,NSR,16.555449957320235
2021,ens9,8p5,Ref,high,1A,West,non_NSR,894.127594941258
2021,ens9,8p5,Ref,high,1AS,East,NSR,64.45404239030218
2021,ens9,8p5,Ref,high,1AS,East,non_NSR,84.00825539935539
2021,ens9,8p5,Ref,high,1AS,West,NSR,21.91548117591406
2021,ens9,8p5,Ref,high,1AS,West,non_NSR,1183.964936923903
2021,ens9,8p5,Ref,low,1A,East,NSR,34.84518395207284
2021,ens9,8p5,Ref,low,1A,East,non_NSR,41.43308794784649
2021,ens9,8p5,Ref,low,1A,West,NSR,16.555449957320235
2021,ens9,8p5,Ref,low,1A,West,non_NSR,894.127594941258
2021,ens9,8p5,Ref,low,1AS,East,NSR,63.85209756413808
2021,ens9,8p5,Ref,low,1AS,East,non_NSR,82.89520362281452
2021,ens9,8p5,Ref,low,1AS,West,NSR,21.999156004706375
2021,ens9,8p5,Ref,low,1AS,West,non_NSR,1188.4910514293067
2022,ens1,2p6,Pol,base,1A,East,NSR,43.5525378883164
2022,ens1,2p6,Pol,base,1A,East,non_NSR,54.66062605302493
2022,ens1,2p6,Pol,base,1A,West,NSR,15.54423658089453
2022,ens1,2p6,Pol,base,1A,West,non_NSR,839.6321697257481
2022,ens1,2p6,Pol,base,1AS,East,NSR,73.82723125458972
2022,ens1,2p6,Pol,base,1AS,East,non_NSR,102.18654721920319
2022,ens1,2p6,Pol,base,1AS,West,NSR,20.52385102405316
2022,ens1,2p6,Pol,base,1AS,West,non_NSR,1109.0297527674907
2022,ens1,2p6,Pol,discounted,1A,East,NSR,43.368372867643245
2022,ens1,2p6,Pol,discounted,1A,East,non_NSR,54.38114314346522
2022,ens1,2p6,Pol,discounted,1A,West,NSR,15.565265775152406
2022,ens1,2p6,Pol,discounted,1A,West,non_NSR,840.7686592203355
2022,ens1,2p6,Pol,discounted,1AS,East,NSR,74.72098276677006
2022,ens1,2p6,Pol,discounted,1AS,East,non_NSR,104.94169114073696
2022,ens1,2p6,Pol,discounted,1AS,West,NSR,20.316629555199725
2022,ens1,2p6,Pol,discounted,1AS,West,non_NSR,1097.8262336405696
2022,ens1,2p6,Pol,high,1A,East,NSR,43.604739214525445
2022,ens1,2p6,Pol,high,1A,East,non_NSR,54.7398445071845
2022,ens1,2p6,Pol,high,1A,West,NSR,15.538276399639841
2022,ens1,2p6,Pol,high,1A,West,non_NSR,839.3100357495717
2022,ens1,2p6,Pol,high,1AS,East,NSR,73.99864170470605
2022,ens1,2p6,Pol,high,1AS,East,non_NSR,102.71499821314482
2022,ens1,2p6,Pol,high,1AS,West,NSR,20.484086080659466
2022,ens1,2p6,Pol,high,1AS,West,non_NSR,1106.8808592842893
2022,ens1,2p6,Pol,low,1A,East,NSR,43.16005081487269
2022,ens1,2p6,Pol,low,1A,East,non_NSR,54.064996331142474
2022,ens1,2p6,Pol,low,1A,West,NSR,15.589056796533116
2022,ens1,2p6,Pol,low,1A,West,non_NSR,842.0542388341951
2022,ens1,2p6,Pol,low,1AS,East,NSR,72.53724750797815
2022,ens1,2p6,Pol,low,1AS,East,non_NSR,98.20884356014665
2022,ens1,2p6,Pol,low,1AS,West,NSR,20.823451752500606
2022,ens1,2p6,Pol,low,1AS,West,non_NSR,1125.2046896472507
2022,ens1,2p6,Ref,base,1A,East,NSR,43.554291954904606
2022,ens1,2p6,Ref,base,1A,East,non_NSR,54.6628383430961
2022,ens1,2p6,Ref,base,1A,West,NSR,15.544281611629394
2022,ens1,2p6,Ref,base,1A,West,non_NSR,839.634661690175
2022,ens1,2p6,Ref,base,1AS,East,NSR,73.83090419446225
2022,ens1,2p6,Ref,base,1AS,East,non_NSR,102.19186772077502
2022,ens1,2p6,Ref,base,1AS,West,NSR,20.523753228837524
2022,ens1,2p6,Ref,base,1AS,West,non_NSR,1109.0246106715995
2022,ens1,2p6,Ref,discounted,1A,East,NSR,43.370128140188044
2022,ens1,2p6,Ref,discounted,1A,East,non_NSR,54.38335727312622
2022,ens1,2p6,Ref,discounted,1A,West,NSR,15.56531066002945
2022,ens1,2p6,Ref,discounted,1A,West,non_NSR,840.7711437042532
2022,ens1,2p6,Ref,discounted,1AS,East,NSR,74.7246393235602
2022,ens1,2p6,Ref,discounted,1AS,East,non_NSR,104.94696077727443
2022,ens1,2p6,Ref,discounted,1AS,West,NSR,20.316535725461332
2022,ens1,2p6,Ref,discounted,1AS,West,non_NSR,1097.8212983822891
2022,ens1,2p6,Ref,high,1A,East,NSR,43.606492866769855
2022,ens1,2p6,Ref,high,1A,East,non_NSR,54.74205616569451
2022,ens1,2p6,Ref,high,1A,West,NSR,15.538321480069298
2022,ens1,2p6,Ref,high,1A,West,non_NSR,839.3125302821794
2022,ens1,2p6,Ref,high,1AS,East,NSR,74.00231319735664
2022,ens1,2p6,Ref,high,1AS,East,non_NSR,102.72031419047016
2022,ens1,2p6,Ref,high,1AS,West,NSR,20.48398865007306
2022,ens1,2p6,Ref,high,1AS,West,non_NSR,1106.8757355857972
2022,ens1,2p6,Ref,low,1A,East,NSR,43.161806971007415
2022,ens1,2p6,Ref,low,1A,East,non_NSR,54.06721181185523
2022,ens1,2p6,Ref,low,1A,West,NSR,15.589101571780569
2022,ens1,2p6,Ref,low,1A,West,non_NSR,842.056717824195
2022,ens1,2p6,Ref,low,1AS,East,NSR,72.54090553015425
2022,ens1,2p6,Ref,low,1AS,East,non_NSR,98.21411840777172
2022,ens1,2p6,Ref,low,1AS,West,NSR,20.823357262372927
2022,ens1,2p6,Ref,low,1AS,West,non_NSR,1125.1997331985997
2022,ens1,8p5,Ref,base,1A,East,NSR,34.309583176188745
2022,ens1,8p5,Ref,base,1A,East,non_NSR,51.930335217990454
2022,ens1,8p5,Ref,base,1A,West,NSR,15.750311042445844
2022,ens1,8p5,Ref,base,1A,West,non_NSR,850.7655555354983
2022,ens1,8p5,Ref,base,1AS,East,NSR,66.88987486611396
2022,ens1,8p5,Ref,base,1AS,East,non_NSR,101.9178021672938
2022,ens1,8p5,Ref,base,1AS,West,NSR,20.54481714132334
2022,ens1,8p5,Ref,base,1AS,West,non_NSR,1110.1669825870674
2022,ens1,8p5,Ref,discounted,1A,East,NSR,34.673463121844236
2022,ens1,8p5,Ref,discounted,1A,East,non_NSR,53.64670797335161
2022,ens1,8p5,Ref,discounted,1A,West,NSR,15.621090873645358
2022,ens1,8p5,Ref,discounted,1A,West,non_NSR,843.7860961891749
2022,ens1,8p5,Ref,discounted,1AS,East,NSR,67.64708161288023
2022,ens1,8p5,Ref,discounted,1AS,East,non_NSR,104.15060105451583
2022,ens1,8p5,Ref,discounted,1AS,West,NSR,20.37690545658847
2022,ens1,8p5,Ref,discounted,1AS,West,non_NSR,1101.0875276649326
2022,ens1,8p5,Ref,high,1A,East,NSR,34.45832080632365
2022,ens1,8p5,Ref,high,1A,East,non_NSR,52.38408230287851
2022,ens1,8p5,Ref,high,1A,West,NSR,15.716146305221418
2022,ens1,8p5,Ref,high,1A,West,non_NSR,848.9204380791666
2022,ens1,8p5,Ref,high,1AS,East,NSR,67.13446483779585
2022,ens1,8p5,Ref,high,1AS,East,non_NSR,102.53518907677108
2022,ens1,8p5,Ref,high,1AS,West,NSR,20.49838007150811
2022,ens1,8p5,Ref,high,1AS,West,non_NSR,1107.656440036104
2022,ens1,8p5,Ref,low,1A,East,NSR,33.214287768493
2022,ens1,8p5,Ref,low,1A,East,non_NSR,48.60451713558078
2022,ens1,8p5,Ref,low,1A,West,NSR,16.000873353255564
2022,ens1,8p5,Ref,low,1A,West,non_NSR,864.2896644605206
2022,ens1,8p5,Ref,low,1AS,East,NSR,65.03008084138638
2022,ens1,8p5,Ref,low,1AS,East,non_NSR,97.22290504491114
2022,ens1,8p5,Ref,low,1AS,West,NSR,20.898195959440486
2022,ens1,8p5,Ref,low,1AS,West,non_NSR,1129.2583154566253
2022,ens10,2p6,Pol,base,1A,East,NSR,40.88121720107641
2022,ens10,2p6,Pol,base,1A,East,non_NSR,54.60186699196713
2022,ens10,2p6,Pol,base,1A,West,NSR,15.54692411214052
2022,ens10,2p6,Pol,base,1A,West,non_NSR,839.7774360454947
2022,ens10,2p6,Pol,base,1AS,East,NSR,69.01044989708491
2022,ens10,2p6,Pol,base,1AS,East,non_NSR,101.38823239759668
2022,ens10,2p6,Pol,base,1AS,West,NSR,20.58135199274566
2022,ens10,2p6,Pol,base,1AS,West,non_NSR,1112.1415377267
2022,ens10,2p6,Pol,discounted,1A,East,NSR,40.805804534557296
2022,ens10,2p6,Pol,discounted,1A,East,non_NSR,54.44893956738952
2022,ens10,2p6,Pol,discounted,1A,West,NSR,15.558430936818073
2022,ens10,2p6,Pol,discounted,1A,West,non_NSR,840.3993002293926
2022,ens10,2p6,Pol,discounted,1AS,East,NSR,69.7273261498441
