year,ens,scen,rcp,usd_rub,ship_type,dir,value
2024,ens5,Ref,8p5,discounted,1AS,West,62.87447215833101
2024,ens5,Ref,8p5,high,1A,East,12.956842637629698
2024,ens5,Ref,8p5,high,1A,West,68.80320858213591
2024,ens5,Ref,8p5,high,1AS,East,18.06984614465041
2024,ens5,Ref,8p5,high,1AS,West,62.798471220094676
2024,ens5,Ref,8p5,low,1A,East,12.956842637629698
2024,ens5,Ref,8p5,low,1A,West,68.80320858213591
2024,ens5,Ref,8p5,low,1AS,East,17.828628283805752
2024,ens5,Ref,8p5,low,1AS,West,63.03968908093933
2024,ens6,Pol,2p6,base,1A,East,12.967561433710472
2024,ens6,Pol,2p6,base,1A,West,68.79576007909417
2024,ens6,Pol,2p6,base,1AS,East,18.039255644354572
2024,ens6,Pol,2p6,base,1AS,West,62.83229634526427
2024,ens6,Pol,2p6,discounted,1A,East,12.967561433710472
2024,ens6,Pol,2p6,discounted,1A,West,68.79576007909417
2024,ens6,Pol,2p6,discounted,1AS,East,18.02878150982502
2024,ens6,Pol,2p6,discounted,1AS,West,62.84277047979382
2024,ens6,Pol,2p6,high,1A,East,12.967561433710472
2024,ens6,Pol,2p6,high,1A,West,68.79576007909417
2024,ens6,Pol,2p6,high,1AS,East,18.072113501737398
2024,ens6,Pol,2p6,high,1AS,West,62.799438487881446
2024,ens6,Pol,2p6,low,1A,East,12.967561433710472
2024,ens6,Pol,2p6,low,1A,West,68.79576007909417
2024,ens6,Pol,2p6,low,1AS,East,17.789238317917697
2024,ens6,Pol,2p6,low,1AS,West,63.082313671701144
2024,ens6,Ref,2p6,base,1A,East,12.968033138613245
2024,ens6,Ref,2p6,base,1A,West,68.79658286518601
2024,ens6,Ref,2p6,base,1AS,East,18.040045150130236
2024,ens6,Ref,2p6,base,1AS,West,62.83278721183448
2024,ens6,Ref,2p6,discounted,1A,East,12.968033138613245
2024,ens6,Ref,2p6,discounted,1A,West,68.79658286518601
2024,ens6,Ref,2p6,discounted,1AS,East,18.02957113923668
2024,ens6,Ref,2p6,discounted,1AS,West,62.84326122272803
2024,ens6,Ref,2p6,high,1A,East,12.968033138613245
2024,ens6,Ref,2p6,high,1A,West,68.79658286518601
2024,ens6,Ref,2p6,high,1AS,East,18.072902599959907
2024,ens6,Ref,2p6,high,1AS,West,62.7999297620048
2024,ens6,Ref,2p6,low,1A,East,12.968033138613245
2024,ens6,Ref,2p6,low,1A,West,68.79658286518601
2024,ens6,Ref,2p6,low,1AS,East,17.79002994615838
2024,ens6,Ref,2p6,low,1AS,West,63.08280241580633
2024,ens6,Ref,8p5,base,1A,East,8.63822620002804
2024,ens6,Ref,8p5,base,1A,West,73.12495905056663
2024,ens6,Ref,8p5,base,1AS,East,9.103378776459204
2024,ens6,Ref,8p5,base,1AS,West,71.76803843712322
2024,ens6,Ref,8p5,discounted,1A,East,8.63822620002804
2024,ens6,Ref,8p5,discounted,1A,West,73.12495905056663
2024,ens6,Ref,8p5,discounted,1AS,East,9.103378776459204
2024,ens6,Ref,8p5,discounted,1AS,West,71.76803843712322
2024,ens6,Ref,8p5,high,1A,East,8.63822620002804
2024,ens6,Ref,8p5,high,1A,West,73.12495905056663
2024,ens6,Ref,8p5,high,1AS,East,9.103378776459204
2024,ens6,Ref,8p5,high,1AS,West,71.76803843712322
2024,ens6,Ref,8p5,low,1A,East,8.63822620002804
2024,ens6,Ref,8p5,low,1A,West,73.12495905056663
2024,ens6,Ref,8p5,low,1AS,East,9.103378776459204
2024,ens6,Ref,8p5,low,1AS,West,71.76803843712322
2024,ens7,Pol,2p6,base,1A,East,17.07063423440404
2024,ens7,Pol,2p6,base,1A,West,64.69009829641138
2024,ens7,Pol,2p6,base,1AS,East,18.04832422694973
2024,ens7,Pol,2p6,base,1AS,West,62.82066701797739
2024,ens7,Pol,2p6,discounted,1A,East,17.02266401664846
2024,ens7,Pol,2p6,discounted,1A,West,64.73806851416695
2024,ens7,Pol,2p6,discounted,1AS,East,18.000479295820245
2024,ens7,Pol,2p6,discounted,1AS,West,62.86851194910688
2024,ens7,Pol,2p6,high,1A,East,17.10054229428864
2024,ens7,Pol,2p6,high,1A,West,64.66019023652677
2024,ens7,Pol,2p6,high,1AS,East,18.07637986681337
2024,ens7,Pol,2p6,high,1AS,West,62.792611378113754
2024,ens7,Pol,2p6,low,1A,East,16.845424265454177
2024,ens7,Pol,2p6,low,1A,West,64.91530826536123
2024,ens7,Pol,2p6,low,1AS,East,17.83545440160454
2024,ens7,Pol,2p6,low,1AS,West,63.03353684332259
2024,ens7,Ref,2p6,base,1A,East,17.071271329582853
2024,ens7,Ref,2p6,base,1A,West,64.69075569222716
2024,ens7,Ref,2p6,base,1AS,East,18.049105711607968
2024,ens7,Ref,2p6,base,1AS,West,62.821165905665005
2024,ens7,Ref,2p6,discounted,1A,East,17.023300954615532
2024,ens7,Ref,2p6,discounted,1A,West,64.73872606719448
2024,ens7,Ref,2p6,discounted,1AS,East,18.00126129240323
2024,ens7,Ref,2p6,discounted,1AS,West,62.86901032486975
2024,ens7,Ref,2p6,high,1A,East,17.10117946610158
2024,ens7,Ref,2p6,high,1A,West,64.66084755570843
2024,ens7,Ref,2p6,high,1AS,East,18.07716102307586
2024,ens7,Ref,2p6,high,1AS,West,62.79311059419712
2024,ens7,Ref,2p6,low,1A,East,16.846060256103428
2024,ens7,Ref,2p6,low,1A,West,64.91596676570659
2024,ens7,Ref,2p6,low,1AS,East,17.836237698517806
2024,ens7,Ref,2p6,low,1AS,West,63.03403391875517
2024,ens7,Ref,8p5,base,1A,East,12.960809432966633
2024,ens7,Ref,8p5,base,1A,West,68.80149011326333
2024,ens7,Ref,8p5,base,1AS,East,13.65894290678377
2024,ens7,Ref,8p5,base,1AS,West,67.21159826256203
2024,ens7,Ref,8p5,discounted,1A,East,12.960809432966633
2024,ens7,Ref,8p5,discounted,1A,West,68.80149011326333
2024,ens7,Ref,8p5,discounted,1AS,East,13.65894290678377
2024,ens7,Ref,8p5,discounted,1AS,West,67.21159826256203
2024,ens7,Ref,8p5,high,1A,East,12.960809432966633
2024,ens7,Ref,8p5,high,1A,West,68.80149011326333
2024,ens7,Ref,8p5,high,1AS,East,13.65894290678377
2024,ens7,Ref,8p5,high,1AS,West,67.21159826256203
2024,ens7,Ref,8p5,low,1A,East,12.960809432966633
2024,ens7,Ref,8p5,low,1A,West,68.80149011326333
2024,ens7,Ref,8p5,low,1AS,East,13.65894290678377
2024,ens7,Ref,8p5,low,1AS,West,67.21159826256203
2024,ens8,Pol,2p6,base,1A,East,12.71023703580438
2024,ens8,Pol,2p6,base,1A,West,69.0513130682708
2024,ens8,Pol,2p6,base,1AS,East,17.308771560857785
2024,ens8,Pol,2p6,base,1AS,West,63.56102834028778
2024,ens8,Pol,2p6,discounted,1A,East,12.701979992171673
2024,ens8,Pol,2p6,discounted,1A,West,69.05957011190351
2024,ens8,Pol,2p6,discounted,1AS,East,17.81854266326983
2024,ens8,Pol,2p6,discounted,1AS,West,63.05125723787574
2024,ens8,Pol,2p6,high,1A,East,12.74530222474753
2024,ens8,Pol,2p6,high,1A,West,69.01624787932765
2024,ens8,Pol,2p6,high,1AS,East,17.446034067991544
2024,ens8,Pol,2p6,high,1AS,West,63.42376583315402
2024,ens8,Pol,2p6,low,1A,East,12.445919918690572
2024,ens8,Pol,2p6,low,1A,West,69.3156301853846
2024,ens8,Pol,2p6,low,1AS,East,16.275091114409424
2024,ens8,Pol,2p6,low,1AS,West,64.59470878673613
2024,ens8,Ref,2p6,base,1A,East,12.71068471561722
2024,ens8,Ref,2p6,base,1A,West,69.05195548613763
2024,ens8,Ref,2p6,base,1AS,East,17.30953611644361
2024,ens8,Ref,2p6,base,1AS,West,63.56134199299322
2024,ens8,Ref,2p6,discounted,1A,East,12.702427661438652
2024,ens8,Ref,2p6,discounted,1A,West,69.0602125403162
2024,ens8,Ref,2p6,discounted,1AS,East,17.819304228697924
2024,ens8,Ref,2p6,discounted,1AS,West,63.0515738807389
2024,ens8,Ref,2p6,high,1A,East,12.74574993551457
2024,ens8,Ref,2p6,high,1A,West,69.01689026624028
2024,ens8,Ref,2p6,high,1AS,East,17.446798281561048
2024,ens8,Ref,2p6,high,1AS,West,63.42407982787578
2024,ens8,Ref,2p6,low,1A,East,12.446366644691205
2024,ens8,Ref,2p6,low,1A,West,69.31627355706365
2024,ens8,Ref,2p6,low,1AS,East,16.275845819220944
2024,ens8,Ref,2p6,low,1AS,West,64.59503229021588
2024,ens8,Ref,8p5,base,1A,East,12.956982998746238
2024,ens8,Ref,8p5,base,1A,West,68.80395392538412
2024,ens8,Ref,8p5,base,1AS,East,13.654692677224215
2024,ens8,Ref,8p5,base,1AS,West,67.21450073175752
2024,ens8,Ref,8p5,discounted,1A,East,12.956982998746238
2024,ens8,Ref,8p5,discounted,1A,West,68.80395392538412
2024,ens8,Ref,8p5,discounted,1AS,East,13.654692677224215
2024,ens8,Ref,8p5,discounted,1AS,West,67.21450073175752
2024,ens8,Ref,8p5,high,1A,East,12.956982998746238
2024,ens8,Ref,8p5,high,1A,West,68.80395392538412
2024,ens8,Ref,8p5,high,1AS,East,13.654692677224215
2024,ens8,Ref,8p5,high,1AS,West,67.21450073175752
2024,ens8,Ref,8p5,low,1A,East,12.956982998746238
2024,ens8,Ref,8p5,low,1A,West,68.80395392538412
2024,ens8,Ref,8p5,low,1AS,East,13.654692677224215
2024,ens8,Ref,8p5,low,1AS,West,67.21450073175752
2024,ens9,Pol,2p6,base,1A,East,17.07827870874767
2024,ens9,Pol,2p6,base,1A,West,64.68306700201255
2024,ens9,Pol,2p6,base,1AS,East,22.159174910148934
2024,ens9,Pol,2p6,base,1AS,West,58.71042282694201
2024,ens9,Pol,2p6,discounted,1A,East,17.03035274335726
2024,ens9,Pol,2p6,discounted,1A,West,64.73099296740295
2024,ens9,Pol,2p6,discounted,1AS,East,22.652424266277958
2024,ens9,Pol,2p6,discounted,1AS,West,58.21717347081299
2024,ens9,Pol,2p6,high,1A,East,17.108157603624466
2024,ens9,Pol,2p6,high,1A,West,64.65318810713575
2024,ens9,Pol,2p6,high,1AS,East,22.259542133216534
2024,ens9,Pol,2p6,high,1AS,West,58.61005560387441
2024,ens9,Pol,2p6,low,1A,East,16.853249500598093
2024,ens9,Pol,2p6,low,1A,West,64.90809621016213
2024,ens9,Pol,2p6,low,1AS,East,21.39694452643422
2024,ens9,Pol,2p6,low,1AS,West,59.47265321065672
2024,ens9,Ref,2p6,base,1A,East,17.07909995329916
2024,ens9,Ref,2p6,base,1A,West,64.68442595282042
2024,ens9,Ref,2p6,base,1AS,East,22.16041736771036
2024,ens9,Ref,2p6,base,1AS,West,58.711336785963105
2024,ens9,Ref,2p6,discounted,1A,East,17.031173313040757
2024,ens9,Ref,2p6,discounted,1A,West,64.73235259307882
2024,ens9,Ref,2p6,discounted,1AS,East,22.653668649999513
2024,ens9,Ref,2p6,discounted,1AS,West,58.21808550367395
2024,ens9,Ref,2p6,high,1A,East,17.1089792477579
2024,ens9,Ref,2p6,high,1A,West,64.65454665836168
2024,ens9,Ref,2p6,high,1AS,East,22.26078556730929
2024,ens9,Ref,2p6,high,1AS,West,58.610968586364166
2024,ens9,Ref,2p6,low,1A,East,16.854067213703775
2024,ens9,Ref,2p6,low,1A,West,64.9094586924158
2024,ens9,Ref,2p6,low,1AS,East,21.398169819077015
2024,ens9,Ref,2p6,low,1AS,West,59.473584334596445
2024,ens9,Ref,8p5,base,1A,East,12.957112562853807
2024,ens9,Ref,8p5,base,1A,West,68.80464193453629
2024,ens9,Ref,8p5,base,1AS,East,13.65482921812043
2024,ens9,Ref,8p5,base,1AS,West,67.21517284707974
2024,ens9,Ref,8p5,discounted,1A,East,12.957112562853807
2024,ens9,Ref,8p5,discounted,1A,West,68.80464193453629
2024,ens9,Ref,8p5,discounted,1AS,East,13.65482921812043
2024,ens9,Ref,8p5,discounted,1AS,West,67.21517284707974
2024,ens9,Ref,8p5,high,1A,East,12.957112562853807
2024,ens9,Ref,8p5,high,1A,West,68.80464193453629
2024,ens9,Ref,8p5,high,1AS,East,13.65482921812043
2024,ens9,Ref,8p5,high,1AS,West,67.21517284707974
2024,ens9,Ref,8p5,low,1A,East,12.957112562853807
2024,ens9,Ref,8p5,low,1A,West,68.80464193453629
2024,ens9,Ref,8p5,low,1AS,East,13.65482921812043
2024,ens9,Ref,8p5,low,1AS,West,67.21517284707974
2025,ens1,Pol,2p6,base,1A,East,21.293704025810136
2025,ens1,Pol,2p6,base,1A,West,60.41456755417096
2025,ens1,Pol,2p6,base,1AS,East,38.18193743019102
2025,ens1,Pol,2p6,base,1AS,West,42.63516504071953
2025,ens1,Pol,2p6,discounted,1A,East,21.325345486639648
2025,ens1,Pol,2p6,discounted,1A,West,60.382926093341446
2025,ens1,Pol,2p6,discounted,1AS,East,40.10249796319434
2025,ens1,Pol,2p6,discounted,1AS,West,40.71460450771621
2025,ens1,Pol,2p6,high,1A,East,21.333936734001956
2025,ens1,Pol,2p6,high,1A,West,60.374334845979135
2025,ens1,Pol,2p6,high,1AS,East,38.61073028028502
2025,ens1,Pol,2p6,high,1AS,West,42.20637219062552
2025,ens1,Pol,2p6,low,1A,East,20.99024053132873
2025,ens1,Pol,2p6,low,1A,West,60.718031048652364
2025,ens1,Pol,2p6,low,1AS,East,34.92528272064515
2025,ens1,Pol,2p6,low,1AS,West,45.8918197502654
2025,ens1,Ref,2p6,base,1A,East,21.294245881537435
2025,ens1,Ref,2p6,base,1A,West,60.41470700949344
2025,ens1,Ref,2p6,base,1AS,East,38.18327143380145
2025,ens1,Ref,2p6,base,1AS,West,42.63450491729112
2025,ens1,Ref,2p6,discounted,1A,East,21.325887311434858
2025,ens1,Ref,2p6,discounted,1A,West,60.38306557959602
2025,ens1,Ref,2p6,discounted,1AS,East,40.10381262070467
2025,ens1,Ref,2p6,discounted,1AS,West,40.713963730387896
2025,ens1,Ref,2p6,high,1A,East,21.334478547883787
2025,ens1,Ref,2p6,high,1A,West,60.37447434314709
2025,ens1,Ref,2p6,high,1AS,East,38.61206175074573
2025,ens1,Ref,2p6,high,1AS,West,42.20571460034684
2025,ens1,Ref,2p6,low,1A,East,20.99078194384442
2025,ens1,Ref,2p6,low,1A,West,60.71817094718646
2025,ens1,Ref,2p6,low,1AS,East,34.92660395224311
2025,ens1,Ref,2p6,low,1AS,West,45.891172398849456
2025,ens1,Ref,8p5,base,1A,East,20.348162434514908
2025,ens1,Ref,8p5,base,1A,West,61.36351570071517
2025,ens1,Ref,8p5,base,1AS,East,22.044976036627702
2025,ens1,Ref,8p5,base,1AS,West,58.775495835193006
2025,ens1,Ref,8p5,discounted,1A,East,20.79699240730041
2025,ens1,Ref,8p5,discounted,1A,West,60.914685727929665
2025,ens1,Ref,8p5,discounted,1AS,East,22.352016760698287
2025,ens1,Ref,8p5,discounted,1AS,West,58.468455111122424
2025,ens1,Ref,8p5,high,1A,East,20.515087852398732
2025,ens1,Ref,8p5,high,1A,West,61.196590282831345
2025,ens1,Ref,8p5,high,1AS,East,22.15519852809413
2025,ens1,Ref,8p5,high,1AS,West,58.66527334372658
2025,ens1,Ref,8p5,low,1A,East,19.119748474221016
2025,ens1,Ref,8p5,low,1A,West,62.59192966100906
2025,ens1,Ref,8p5,low,1AS,East,21.204482382072563
2025,ens1,Ref,8p5,low,1AS,West,59.615989489748145
2025,ens10,Pol,2p6,base,1A,East,17.01569899476208
2025,ens10,Pol,2p6,base,1A,West,64.67860570869817
2025,ens10,Pol,2p6,base,1AS,East,21.839826003933528
2025,ens10,Pol,2p6,base,1AS,West,58.96346192324532
2025,ens10,Pol,2p6,discounted,1A,East,17.007451403119745
2025,ens10,Pol,2p6,discounted,1A,West,64.6868533003405
2025,ens10,Pol,2p6,discounted,1AS,East,22.38524197005861
2025,ens10,Pol,2p6,discounted,1AS,West,58.418045957120235
2025,ens10,Pol,2p6,high,1A,East,17.05072367470219
2025,ens10,Pol,2p6,high,1A,West,64.64358102875806
2025,ens10,Pol,2p6,high,1AS,East,21.98153944163433
2025,ens10,Pol,2p6,high,1AS,West,58.82174848554452
2025,ens10,Pol,2p6,low,1A,East,16.751667994705656
2025,ens10,Pol,2p6,low,1A,West,64.9426367087546
2025,ens10,Pol,2p6,low,1AS,East,20.77059831718392
2025,ens10,Pol,2p6,low,1AS,West,60.032689609994925
2025,ens10,Ref,2p6,base,1A,East,17.016491976460138
2025,ens10,Ref,2p6,base,1A,West,64.68019731567442
2025,ens10,Ref,2p6,base,1AS,East,21.840993610396364
2025,ens10,Ref,2p6,base,1AS,West,58.96465289741961
2025,ens10,Ref,2p6,discounted,1A,East,17.00824422722965
2025,ens10,Ref,2p6,discounted,1A,West,64.68844506490491
2025,ens10,Ref,2p6,discounted,1AS,East,22.386416438476598
2025,ens10,Ref,2p6,discounted,1AS,West,58.41923006933938
2025,ens10,Ref,2p6,high,1A,East,17.051517314119938
2025,ens10,Ref,2p6,high,1A,West,64.64517197801462
2025,ens10,Ref,2p6,high,1AS,East,21.982709252568817
2025,ens10,Ref,2p6,high,1AS,West,58.82293725524716
2025,ens10,Ref,2p6,low,1A,East,16.752455418938474
2025,ens10,Ref,2p6,low,1A,West,64.94423387319608
2025,ens10,Ref,2p6,low,1AS,East,20.77173889081467
2025,ens10,Ref,2p6,low,1AS,West,60.033907617001304
2025,ens10,Ref,8p5,base,1A,East,17.06874856373054
2025,ens10,Ref,8p5,base,1A,West,64.62691876182932
2025,ens10,Ref,8p5,base,1AS,East,21.857664003963343
2025,ens10,Ref,8p5,base,1AS,West,58.946971683579584
2025,ens10,Ref,8p5,discounted,1A,East,17.020898032790075
2025,ens10,Ref,8p5,discounted,1A,West,64.67476929276978
2025,ens10,Ref,8p5,discounted,1AS,East,22.366667441350096
2025,ens10,Ref,8p5,discounted,1AS,West,58.43796824619283
2025,ens10,Ref,8p5,high,1A,East,17.09857913979603
2025,ens10,Ref,8p5,high,1A,West,64.59708818576382
2025,ens10,Ref,8p5,high,1AS,East,21.994696292773288
2025,ens10,Ref,8p5,high,1AS,West,58.809939394769636
2025,ens10,Ref,8p5,low,1A,East,16.844051427748017
2025,ens10,Ref,8p5,low,1A,West,64.85161589781184
2025,ens10,Ref,8p5,low,1AS,East,20.82515092312858
2025,ens10,Ref,8p5,low,1AS,West,59.97948476441435
2025,ens11,Pol,2p6,base,1A,East,17.02956766989756
2025,ens11,Pol,2p6,base,1A,West,64.66575900013741
2025,ens11,Pol,2p6,base,1AS,East,29.8795878996235
2025,ens11,Pol,2p6,base,1AS,West,50.924710847828415
2025,ens11,Pol,2p6,discounted,1A,East,17.021333531583107
2025,ens11,Pol,2p6,discounted,1A,West,64.67399313845186
2025,ens11,Pol,2p6,discounted,1AS,East,31.10846076566215
2025,ens11,Pol,2p6,discounted,1AS,West,49.695837981789765
2025,ens11,Pol,2p6,high,1A,East,17.064533363630073
2025,ens11,Pol,2p6,high,1A,West,64.6307933064049
2025,ens11,Pol,2p6,high,1AS,East,30.181606862976004
2025,ens11,Pol,2p6,high,1AS,West,50.62269188447591
2025,ens11,Pol,2p6,low,1A,East,16.765884683650878
2025,ens11,Pol,2p6,low,1A,West,64.92944198638409
2025,ens11,Pol,2p6,low,1AS,East,27.610267168051983
2025,ens11,Pol,2p6,low,1AS,West,53.19403157939993
2025,ens11,Ref,2p6,base,1A,East,17.030146843393876
2025,ens11,Ref,2p6,base,1A,West,64.66654244874069
2025,ens11,Ref,2p6,base,1AS,East,29.880870613008273
2025,ens11,Ref,2p6,base,1AS,West,50.9247758948077
2025,ens11,Ref,2p6,discounted,1A,East,17.02191265142398
2025,ens11,Ref,2p6,discounted,1A,West,64.67477664071058
2025,ens11,Ref,2p6,discounted,1AS,East,31.109743438669142
2025,ens11,Ref,2p6,discounted,1AS,West,49.69590306914683
2025,ens11,Ref,2p6,high,1A,East,17.065112753647124
2025,ens11,Ref,2p6,high,1A,West,64.63157653848744
2025,ens11,Ref,2p6,high,1AS,East,30.182890721175056
2025,ens11,Ref,2p6,high,1AS,West,50.622755786640916
2025,ens11,Ref,2p6,low,1A,East,16.766461633983344
2025,ens11,Ref,2p6,low,1A,West,64.93022765815121
2025,ens11,Ref,2p6,low,1AS,East,27.61151732198933
2025,ens11,Ref,2p6,low,1AS,West,53.19412918582665
2025,ens11,Ref,8p5,base,1A,East,17.054425304383486
2025,ens11,Ref,8p5,base,1A,West,64.64294529880085
2025,ens11,Ref,8p5,base,1AS,East,25.618408813602105
2025,ens11,Ref,8p5,base,1AS,West,55.1879115743959
2025,ens11,Ref,8p5,discounted,1A,East,17.006486322182013
2025,ens11,Ref,8p5,discounted,1A,West,64.69088428100233
2025,ens11,Ref,8p5,discounted,1AS,East,26.756246989120747
2025,ens11,Ref,8p5,discounted,1AS,West,54.05007339887725
2025,ens11,Ref,8p5,high,1A,East,17.084314100912806
2025,ens11,Ref,8p5,high,1A,West,64.61305650227153
2025,ens11,Ref,8p5,high,1AS,East,25.873967437496088
2025,ens11,Ref,8p5,high,1AS,West,54.93235295050191
2025,ens11,Ref,8p5,low,1A,East,16.829365597720518
2025,ens11,Ref,8p5,low,1A,West,64.86800500546383
2025,ens11,Ref,8p5,low,1AS,East,23.691119128660063
2025,ens11,Ref,8p5,low,1AS,West,57.11520125933794
2025,ens12,Pol,2p6,base,1A,East,17.06277142809708
2025,ens12,Pol,2p6,base,1A,West,64.6325552419379
2025,ens12,Pol,2p6,base,1AS,East,21.965449294849993
2025,ens12,Pol,2p6,base,1AS,West,58.83884945260192
2025,ens12,Pol,2p6,discounted,1A,East,17.01488694950351
2025,ens12,Pol,2p6,discounted,1A,West,64.68043972053147
2025,ens12,Pol,2p6,discounted,1AS,East,22.37321423204417
2025,ens12,Pol,2p6,discounted,1AS,West,58.43108451540775
2025,ens12,Pol,2p6,high,1A,East,17.092624360518595
2025,ens12,Pol,2p6,high,1A,West,64.60270230951637
2025,ens12,Pol,2p6,high,1AS,East,22.088850299913684
2025,ens12,Pol,2p6,high,1AS,West,58.71544844753823
2025,ens12,Pol,2p6,low,1A,East,16.83793533523642
2025,ens12,Pol,2p6,low,1A,West,64.85739133479855
2025,ens12,Pol,2p6,low,1AS,East,21.028620807995015
2025,ens12,Pol,2p6,low,1AS,West,59.7756779394569
2025,ens12,Ref,2p6,base,1A,East,17.063349258555842
2025,ens12,Ref,2p6,base,1A,West,64.63334003357872
2025,ens12,Ref,2p6,base,1AS,East,21.966340867226613
2025,ens12,Ref,2p6,base,1AS,West,58.839305640589366
2025,ens12,Ref,2p6,discounted,1A,East,17.01546446828906
2025,ens12,Ref,2p6,discounted,1A,West,64.6812248238455
2025,ens12,Ref,2p6,discounted,1AS,East,22.37410547895993
2025,ens12,Ref,2p6,discounted,1AS,West,58.431541028856046
2025,ens12,Ref,2p6,high,1A,East,17.09320236821369
2025,ens12,Ref,2p6,high,1A,West,64.60348692392087
2025,ens12,Ref,2p6,high,1AS,East,22.08974204288152
2025,ens12,Ref,2p6,high,1AS,West,58.715904464934454
2025,ens12,Ref,2p6,low,1A,East,16.838511409584942
2025,ens12,Ref,2p6,low,1A,West,64.85817788254961
2025,ens12,Ref,2p6,low,1AS,East,21.029502979049244
2025,ens12,Ref,2p6,low,1AS,West,59.77614352876673
2025,ens12,Ref,8p5,base,1A,East,17.014233318143447
2025,ens12,Ref,8p5,base,1A,West,64.68245597399111
2025,ens12,Ref,8p5,base,1AS,East,17.996596826773313
2025,ens12,Ref,8p5,base,1AS,West,62.80904968104266
2025,ens12,Ref,8p5,discounted,1A,East,17.0059833530336
2025,ens12,Ref,8p5,discounted,1A,West,64.69070593910095
2025,ens12,Ref,8p5,discounted,1AS,East,17.98610421867269
2025,ens12,Ref,8p5,discounted,1AS,West,62.819542289143286
2025,ens12,Ref,8p5,high,1A,East,17.04926837321823
2025,ens12,Ref,8p5,high,1A,West,64.64742091891632
2025,ens12,Ref,8p5,high,1AS,East,18.029514493731597
2025,ens12,Ref,8p5,high,1AS,West,62.77613201408438
2025,ens12,Ref,8p5,low,1A,East,16.75013951761376
2025,ens12,Ref,8p5,low,1A,West,64.94654977452079
2025,ens12,Ref,8p5,low,1AS,East,17.746216624085186
2025,ens12,Ref,8p5,low,1AS,West,63.05942988373079
2025,ens13,Pol,2p6,base,1A,East,8.632358449539442
2025,ens13,Pol,2p6,base,1A,West,73.07148460861798
2025,ens13,Pol,2p6,base,1AS,East,9.09691124818263
2025,ens13,Pol,2p6,base,1AS,West,71.7158110015447
2025,ens13,Pol,2p6,discounted,1A,East,8.632358449539442
2025,ens13,Pol,2p6,discounted,1A,West,73.07148460861798
2025,ens13,Pol,2p6,discounted,1AS,East,9.09691124818263
2025,ens13,Pol,2p6,discounted,1AS,West,71.7158110015447
2025,ens13,Pol,2p6,high,1A,East,8.632358449539442
2025,ens13,Pol,2p6,high,1A,West,73.07148460861798
2025,ens13,Pol,2p6,high,1AS,East,9.09691124818263
2025,ens13,Pol,2p6,high,1AS,West,71.7158110015447
2025,ens13,Pol,2p6,low,1A,East,8.632358449539442
2025,ens13,Pol,2p6,low,1A,West,73.07148460861798
2025,ens13,Pol,2p6,low,1AS,East,9.09691124818263
2025,ens13,Pol,2p6,low,1AS,West,71.7158110015447
2025,ens13,Ref,2p6,base,1A,East,8.632643835202984
2025,ens13,Ref,2p6,base,1A,West,73.07256184505403
2025,ens13,Ref,2p6,base,1AS,East,9.09725467948245
2025,ens13,Ref,2p6,base,1AS,West,71.71681533060894
2025,ens13,Ref,2p6,discounted,1A,East,8.632643835202984
2025,ens13,Ref,2p6,discounted,1A,West,73.07256184505403
2025,ens13,Ref,2p6,discounted,1AS,East,9.09725467948245
2025,ens13,Ref,2p6,discounted,1AS,West,71.71681533060894
2025,ens13,Ref,2p6,high,1A,East,8.632643835202984
2025,ens13,Ref,2p6,high,1A,West,73.07256184505403
2025,ens13,Ref,2p6,high,1AS,East,9.09725467948245
2025,ens13,Ref,2p6,high,1AS,West,71.71681533060894
2025,ens13,Ref,2p6,low,1A,East,8.632643835202984
2025,ens13,Ref,2p6,low,1A,West,73.07256184505403
2025,ens13,Ref,2p6,low,1AS,East,9.09725467948245
2025,ens13,Ref,2p6,low,1AS,West,71.71681533060894
2025,ens13,Ref,8p5,base,1A,East,17.020291376372345
2025,ens13,Ref,8p5,base,1A,West,64.68559561493444
2025,ens13,Ref,8p5,base,1AS,East,21.885852940083687
2025,ens13,Ref,8p5,base,1AS,West,58.92889095018973
2025,ens13,Ref,8p5,discounted,1A,East,17.012044552310563
2025,ens13,Ref,8p5,discounted,1A,West,64.69384243899623
2025,ens13,Ref,8p5,discounted,1AS,East,22.368686132565898
2025,ens13,Ref,8p5,discounted,1AS,West,58.44605775770752
2025,ens13,Ref,8p5,high,1A,East,17.05531252898053
2025,ens13,Ref,8p5,high,1A,West,64.65057446232626
2025,ens13,Ref,8p5,high,1AS,East,22.019096236514038
2025,ens13,Ref,8p5,high,1AS,West,58.79564765375938
2025,ens13,Ref,8p5,low,1A,East,16.756273020482457
2025,ens13,Ref,8p5,low,1A,West,64.94961397082433
2025,ens13,Ref,8p5,low,1AS,East,20.873867602485074
2025,ens13,Ref,8p5,low,1AS,West,59.94087628778834
2025,ens2,Pol,2p6,base,1A,East,8.630827342674138
2025,ens2,Pol,2p6,base,1A,West,73.07778489283184
2025,ens2,Pol,2p6,base,1AS,East,9.095087615096014
2025,ens2,Pol,2p6,base,1AS,West,71.72235179590552
2025,ens2,Pol,2p6,discounted,1A,East,8.630827342674138
2025,ens2,Pol,2p6,discounted,1A,West,73.07778489283184
2025,ens2,Pol,2p6,discounted,1AS,East,9.095087615096014
2025,ens2,Pol,2p6,discounted,1AS,West,71.72235179590552
2025,ens2,Pol,2p6,high,1A,East,8.630827342674138
