year,scen,ens,rcp,usd_rub,ship_type,shipped,prod,share
2015,Pol,ens5,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Pol,ens6,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Pol,ens6,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Pol,ens6,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Pol,ens6,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Pol,ens6,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Pol,ens6,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Pol,ens6,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Pol,ens6,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Pol,ens7,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Pol,ens7,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Pol,ens7,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Pol,ens7,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Pol,ens7,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Pol,ens7,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Pol,ens7,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Pol,ens7,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Pol,ens8,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Pol,ens8,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Pol,ens8,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Pol,ens8,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Pol,ens8,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Pol,ens8,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Pol,ens8,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Pol,ens8,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Pol,ens9,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Pol,ens9,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Pol,ens9,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Pol,ens9,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Pol,ens9,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Pol,ens9,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Pol,ens9,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Pol,ens9,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens1,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens1,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens1,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens1,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens1,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens1,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens1,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens1,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens1,8p5,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens1,8p5,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens1,8p5,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens1,8p5,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens1,8p5,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens1,8p5,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens1,8p5,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens1,8p5,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens10,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens10,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens10,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens10,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens10,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens10,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens10,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens10,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens10,8p5,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens10,8p5,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens10,8p5,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens10,8p5,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens10,8p5,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens10,8p5,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens10,8p5,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens10,8p5,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens11,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens11,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens11,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens11,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens11,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens11,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens11,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens11,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens11,8p5,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens11,8p5,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens11,8p5,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens11,8p5,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens11,8p5,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens11,8p5,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens11,8p5,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens11,8p5,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens12,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens12,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens12,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens12,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens12,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens12,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens12,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens12,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens12,8p5,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens12,8p5,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens12,8p5,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens12,8p5,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens12,8p5,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens12,8p5,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens12,8p5,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens12,8p5,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens13,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens13,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens13,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens13,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens13,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens13,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens13,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens13,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens13,8p5,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens13,8p5,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens13,8p5,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens13,8p5,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens13,8p5,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens13,8p5,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens13,8p5,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens13,8p5,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens2,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens2,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens2,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens2,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens2,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens2,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens2,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens2,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens2,8p5,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens2,8p5,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens2,8p5,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens2,8p5,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens2,8p5,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens2,8p5,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens2,8p5,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens2,8p5,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens3,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens3,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens3,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens3,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens3,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens3,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens3,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens3,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens3,8p5,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens3,8p5,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens3,8p5,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens3,8p5,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens3,8p5,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens3,8p5,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens3,8p5,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens3,8p5,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens4,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens4,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens4,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens4,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens4,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens4,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens4,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens4,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens4,8p5,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens4,8p5,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens4,8p5,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens4,8p5,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens4,8p5,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens4,8p5,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens4,8p5,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens4,8p5,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens5,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens5,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens5,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens5,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens5,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens5,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens5,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens5,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens5,8p5,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens5,8p5,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens5,8p5,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens5,8p5,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens5,8p5,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens5,8p5,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens5,8p5,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens5,8p5,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens6,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens6,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens6,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens6,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens6,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens6,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens6,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens6,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens6,8p5,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens6,8p5,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens6,8p5,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens6,8p5,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens6,8p5,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens6,8p5,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens6,8p5,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens6,8p5,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens7,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens7,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens7,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens7,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens7,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens7,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens7,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens7,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens7,8p5,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens7,8p5,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens7,8p5,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens7,8p5,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens7,8p5,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens7,8p5,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens7,8p5,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens7,8p5,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens8,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens8,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens8,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens8,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens8,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens8,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens8,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens8,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens8,8p5,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens8,8p5,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens8,8p5,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens8,8p5,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens8,8p5,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens8,8p5,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens8,8p5,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens8,8p5,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens9,2p6,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens9,2p6,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens9,2p6,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens9,2p6,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens9,2p6,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens9,2p6,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens9,2p6,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens9,2p6,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens9,8p5,base,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens9,8p5,base,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens9,8p5,discounted,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens9,8p5,discounted,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens9,8p5,high,1A,5.868815279901961,5.868815279901961,1
2015,Ref,ens9,8p5,high,1AS,5.868815279901961,5.868815279901961,1
2015,Ref,ens9,8p5,low,1A,5.868815279901962,5.868815279901961,1.0000000000000002
2015,Ref,ens9,8p5,low,1AS,5.868815279901962,5.868815279901961,1.0000000000000002
2016,Pol,ens1,2p6,base,1A,5.844073116904762,5.844073116904762,1
2016,Pol,ens1,2p6,base,1AS,5.844073116904762,5.844073116904762,1
2016,Pol,ens1,2p6,discounted,1A,5.844073116904762,5.844073116904762,1
2016,Pol,ens1,2p6,discounted,1AS,5.844073116904762,5.844073116904762,1
2016,Pol,ens1,2p6,high,1A,5.844073116904762,5.844073116904762,1
2016,Pol,ens1,2p6,high,1AS,5.844073116904762,5.844073116904762,1
2016,Pol,ens1,2p6,low,1A,5.844073116904762,5.844073116904762,1
2016,Pol,ens1,2p6,low,1AS,5.844073116904762,5.844073116904762,1
2016,Pol,ens10,2p6,base,1A,5.844034919817927,5.8440349198179264,1.0000000000000002
2016,Pol,ens10,2p6,base,1AS,5.8440349198179264,5.8440349198179264,1
2016,Pol,ens10,2p6,discounted,1A,5.8440349198179264,5.8440349198179264,1
2016,Pol,ens10,2p6,discounted,1AS,5.8440349198179264,5.8440349198179264,1
2016,Pol,ens10,2p6,high,1A,5.8440349198179264,5.8440349198179264,1
2016,Pol,ens10,2p6,high,1AS,5.8440349198179256,5.8440349198179264,0.9999999999999999
2016,Pol,ens10,2p6,low,1A,5.8440349198179264,5.8440349198179264,1
2016,Pol,ens10,2p6,low,1AS,5.8440349198179264,5.8440349198179264,1
2016,Pol,ens11,2p6,base,1A,5.8440349198179264,5.8440349198179264,1
2016,Pol,ens11,2p6,base,1AS,5.844034919817927,5.8440349198179264,1.0000000000000002
2016,Pol,ens11,2p6,discounted,1A,5.8440349198179264,5.8440349198179264,1
2016,Pol,ens11,2p6,discounted,1AS,5.844034919817927,5.8440349198179264,1.0000000000000002
2016,Pol,ens11,2p6,high,1A,5.8440349198179264,5.8440349198179264,1
2016,Pol,ens11,2p6,high,1AS,5.8440349198179256,5.8440349198179264,0.9999999999999999
2016,Pol,ens11,2p6,low,1A,5.8440349198179264,5.8440349198179264,1
2016,Pol,ens11,2p6,low,1AS,5.8440349198179264,5.8440349198179264,1
2016,Pol,ens12,2p6,base,1A,5.844034919817927,5.8440349198179264,1.0000000000000002
2016,Pol,ens12,2p6,base,1AS,5.8440349198179264,5.8440349198179264,1
2016,Pol,ens12,2p6,discounted,1A,5.8440349198179264,5.8440349198179264,1
2016,Pol,ens12,2p6,discounted,1AS,5.8440349198179264,5.8440349198179264,1
2016,Pol,ens12,2p6,high,1A,5.8440349198179264,5.8440349198179264,1
