year,scen,ens,rcp,usd_rub,ship_type,tonne_km
2023,Pol,ens8,2p6,discounted,1A,8651.537493255773
2023,Pol,ens8,2p6,discounted,1AS,9165.626137090543
2023,Pol,ens8,2p6,high,1A,8693.822065590903
2023,Pol,ens8,2p6,high,1AS,9169.44017377054
2023,Pol,ens8,2p6,low,1A,8499.906015113498
2023,Pol,ens8,2p6,low,1AS,9054.17411266178
2023,Pol,ens9,2p6,base,1A,5719.775688227884
2023,Pol,ens9,2p6,base,1AS,8855.804020147325
2023,Pol,ens9,2p6,discounted,1A,5730.827369244916
2023,Pol,ens9,2p6,discounted,1AS,9017.993548565551
2023,Pol,ens9,2p6,high,1A,5733.828122364919
2023,Pol,ens9,2p6,high,1AS,8914.10213907951
2023,Pol,ens9,2p6,low,1A,5613.786950227509
2023,Pol,ens9,2p6,low,1AS,8415.655502460102
2023,Ref,ens1,2p6,base,1A,8768.643770380864
2023,Ref,ens1,2p6,base,1AS,10596.475246897779
2023,Ref,ens1,2p6,discounted,1A,8751.930745762109
2023,Ref,ens1,2p6,discounted,1AS,10805.532414047959
2023,Ref,ens1,2p6,high,1A,8779.062852486803
2023,Ref,ens1,2p6,high,1AS,10636.614072750548
2023,Ref,ens1,2p6,low,1A,8690.162341210282
2023,Ref,ens1,2p6,low,1AS,10293.726410802186
2023,Ref,ens1,8p5,base,1A,10051.54803873854
2023,Ref,ens1,8p5,base,1AS,13565.88154072597
2023,Ref,ens1,8p5,discounted,1A,10269.391482629686
2023,Ref,ens1,8p5,discounted,1AS,13875.231599664405
2023,Ref,ens1,8p5,high,1A,10092.487172407653
2023,Ref,ens1,8p5,high,1AS,13643.594339023653
2023,Ref,ens1,8p5,low,1A,9752.826034695036
2023,Ref,ens1,8p5,low,1AS,12975.758199689859
2023,Ref,ens10,2p6,base,1A,8765.34409981003
2023,Ref,ens10,2p6,base,1AS,10511.181623416875
2023,Ref,ens10,2p6,discounted,1A,8748.609120385569
2023,Ref,ens10,2p6,discounted,1AS,10703.82828913339
2023,Ref,ens10,2p6,high,1A,8775.77769892722
2023,Ref,ens10,2p6,high,1AS,10561.279883676398
2023,Ref,ens10,2p6,low,1A,8686.773806547964
2023,Ref,ens10,2p6,low,1AS,10133.350756390502
2023,Ref,ens10,8p5,base,1A,8735.581891003123
2023,Ref,ens10,8p5,base,1AS,9163.705426517161
2023,Ref,ens10,8p5,discounted,1A,8746.62674396589
2023,Ref,ens10,8p5,discounted,1AS,9160.004633361958
2023,Ref,ens10,8p5,high,1A,8749.625593328074
2023,Ref,ens10,8p5,high,1AS,9175.315366014682
2023,Ref,ens10,8p5,low,1A,8629.643982523012
2023,Ref,ens10,8p5,low,1AS,9075.383384495102
2023,Ref,ens11,2p6,base,1A,8769.770577084597
2023,Ref,ens11,2p6,base,1AS,11874.159296257254
2023,Ref,ens11,2p6,discounted,1A,8753.072509776592
2023,Ref,ens11,2p6,discounted,1AS,12262.787952043947
2023,Ref,ens11,2p6,high,1A,8780.17987619789
2023,Ref,ens11,2p6,high,1AS,11962.631505139369
2023,Ref,ens11,2p6,low,1A,8691.35152221761
2023,Ref,ens11,2p6,low,1AS,11207.004839053634
2023,Ref,ens11,8p5,base,1A,8746.219236478042
2023,Ref,ens11,8p5,base,1AS,10543.140657737893
2023,Ref,ens11,8p5,discounted,1A,8743.335525260496
2023,Ref,ens11,8p5,discounted,1AS,10700.577345727168
2023,Ref,ens11,8p5,high,1A,8758.465811462836
2023,Ref,ens11,8p5,high,1AS,10588.485600181035
2023,Ref,ens11,8p5,low,1A,8653.922607576844
2023,Ref,ens11,8p5,low,1AS,10199.08015043872
2023,Ref,ens12,2p6,base,1A,8748.364419402362
2023,Ref,ens12,2p6,base,1AS,9176.976036138898
2023,Ref,ens12,2p6,discounted,1A,8745.483134312304
2023,Ref,ens12,2p6,discounted,1AS,9160.130153021326
2023,Ref,ens12,2p6,high,1A,8760.600354115877
2023,Ref,ens12,2p6,high,1AS,9186.853476547903
2023,Ref,ens12,2p6,low,1A,8656.130431146874
2023,Ref,ens12,2p6,low,1AS,9102.013367973557
2023,Ref,ens12,8p5,base,1A,8749.138388133884
2023,Ref,ens12,8p5,base,1AS,9161.888882209105
2023,Ref,ens12,8p5,discounted,1A,8746.25784718947
2023,Ref,ens12,8p5,discounted,1AS,9158.185868156908
2023,Ref,ens12,8p5,high,1A,8761.371059473415
2023,Ref,ens12,8p5,high,1AS,9173.505940112354
2023,Ref,ens12,8p5,low,1A,8656.923622074364
2023,Ref,ens12,8p5,low,1AS,9073.52019033557
2023,Ref,ens13,2p6,base,1A,5821.501801453722
2023,Ref,ens13,2p6,base,1AS,6019.019260593591
2023,Ref,ens13,2p6,discounted,1A,5821.501801453722
2023,Ref,ens13,2p6,discounted,1AS,6019.019260593591
2023,Ref,ens13,2p6,high,1A,5821.501801453722
2023,Ref,ens13,2p6,high,1AS,6019.019260593591
2023,Ref,ens13,2p6,low,1A,5821.501801453722
2023,Ref,ens13,2p6,low,1AS,6019.019260593591
2023,Ref,ens13,8p5,base,1A,5820.574198398653
2023,Ref,ens13,8p5,base,1AS,10460.65924468736
2023,Ref,ens13,8p5,discounted,1A,5820.574198398653
2023,Ref,ens13,8p5,discounted,1AS,10649.17595089187
2023,Ref,ens13,8p5,high,1A,5820.574198398653
2023,Ref,ens13,8p5,high,1AS,10522.249953201783
2023,Ref,ens13,8p5,low,1A,5820.574198398653
2023,Ref,ens13,8p5,low,1AS,9994.836568366487
2023,Ref,ens2,2p6,base,1A,5820.7535389207815
2023,Ref,ens2,2p6,base,1AS,6018.022909761091
2023,Ref,ens2,2p6,discounted,1A,5820.7535389207815
2023,Ref,ens2,2p6,discounted,1AS,6018.022909761091
2023,Ref,ens2,2p6,high,1A,5820.7535389207815
2023,Ref,ens2,2p6,high,1AS,6018.022909761091
2023,Ref,ens2,2p6,low,1A,5820.7535389207815
2023,Ref,ens2,2p6,low,1AS,6018.022909761091
2023,Ref,ens2,8p5,base,1A,8751.197633921507
2023,Ref,ens2,8p5,base,1AS,9179.13402111494
2023,Ref,ens2,8p5,discounted,1A,8748.315477664042
2023,Ref,ens2,8p5,discounted,1AS,9162.268607557851
2023,Ref,ens2,8p5,high,1A,8763.437351393817
2023,Ref,ens2,8p5,high,1AS,9189.02330832834
2023,Ref,ens2,8p5,low,1A,8658.939464118792
2023,Ref,ens2,8p5,low,1AS,9104.090967705371
2023,Ref,ens3,2p6,base,1A,4313.663917390603
2023,Ref,ens3,2p6,base,1AS,5957.744007355142
2023,Ref,ens3,2p6,discounted,1A,4313.663917390603
2023,Ref,ens3,2p6,discounted,1AS,5927.487644339188
2023,Ref,ens3,2p6,high,1A,4313.663917390603
2023,Ref,ens3,2p6,high,1AS,5966.021367543282
2023,Ref,ens3,2p6,low,1A,4313.663917390603
2023,Ref,ens3,2p6,low,1AS,5895.17771399086
2023,Ref,ens3,8p5,base,1A,7265.446307284512
2023,Ref,ens3,8p5,base,1AS,9101.36920056152
2023,Ref,ens3,8p5,discounted,1A,7234.850989404415
2023,Ref,ens3,8p5,discounted,1AS,9067.454728039113
2023,Ref,ens3,8p5,high,1A,7274.1196960981215
2023,Ref,ens3,8p5,high,1AS,9121.281718572902
2023,Ref,ens3,8p5,low,1A,7200.25033186072
2023,Ref,ens3,8p5,low,1AS,8950.318604072498
2023,Ref,ens4,2p6,base,1A,8765.77270442732
2023,Ref,ens4,2p6,base,1AS,10535.220809756107
2023,Ref,ens4,2p6,discounted,1A,8749.040858528115
2023,Ref,ens4,2p6,discounted,1AS,10714.153480225412
2023,Ref,ens4,2p6,high,1A,8776.204186064566
2023,Ref,ens4,2p6,high,1AS,10583.514167910274
2023,Ref,ens4,2p6,low,1A,8687.214314555564
2023,Ref,ens4,2p6,low,1AS,10170.573505759283
2023,Ref,ens4,8p5,base,1A,5820.448175329047
2023,Ref,ens4,8p5,base,1AS,7563.309180631302
2023,Ref,ens4,8p5,discounted,1A,5820.448175329047
2023,Ref,ens4,8p5,discounted,1AS,7546.383745786671
2023,Ref,ens4,8p5,high,1A,5820.448175329047
2023,Ref,ens4,8p5,high,1AS,7573.235021835703
2023,Ref,ens4,8p5,low,1A,5820.448175329047
2023,Ref,ens4,8p5,low,1AS,7488.0214857311585
2023,Ref,ens5,2p6,base,1A,7329.498812846923
2023,Ref,ens5,2p6,base,1AS,7625.580828274457
2023,Ref,ens5,2p6,discounted,1A,7329.498812846923
2023,Ref,ens5,2p6,discounted,1AS,7625.580828274457
2023,Ref,ens5,2p6,high,1A,7329.498812846923
2023,Ref,ens5,2p6,high,1AS,7625.580828274457
2023,Ref,ens5,2p6,low,1A,7329.498812846923
2023,Ref,ens5,2p6,low,1AS,7625.580828274457
2023,Ref,ens5,8p5,base,1A,5820.605052225758
2023,Ref,ens5,8p5,base,1AS,7323.628259151259
2023,Ref,ens5,8p5,discounted,1A,5820.605052225758
2023,Ref,ens5,8p5,discounted,1AS,7568.470600079183
2023,Ref,ens5,8p5,high,1A,5820.605052225758
2023,Ref,ens5,8p5,high,1AS,7368.573867644449
2023,Ref,ens5,8p5,low,1A,5820.605052225758
2023,Ref,ens5,8p5,low,1AS,6988.300976359774
2023,Ref,ens6,2p6,base,1A,5821.683074291732
2023,Ref,ens6,2p6,base,1AS,9107.528251961347
2023,Ref,ens6,2p6,discounted,1A,5821.683074291732
2023,Ref,ens6,2p6,discounted,1AS,9073.606349173597
2023,Ref,ens6,2p6,high,1A,5821.683074291732
2023,Ref,ens6,2p6,high,1AS,9127.402945582906
2023,Ref,ens6,2p6,low,1A,5821.683074291732
2023,Ref,ens6,2p6,low,1AS,8956.723636644343
2023,Ref,ens6,8p5,base,1A,7327.910785695549
2023,Ref,ens6,8p5,base,1AS,7623.817067480634
2023,Ref,ens6,8p5,discounted,1A,7327.910785695549
2023,Ref,ens6,8p5,discounted,1AS,7623.817067480634
2023,Ref,ens6,8p5,high,1A,7327.910785695549
2023,Ref,ens6,8p5,high,1AS,7623.817067480634
2023,Ref,ens6,8p5,low,1A,7327.910785695549
2023,Ref,ens6,8p5,low,1AS,7623.817067480634
2023,Ref,ens7,2p6,base,1A,8781.49689792927
2023,Ref,ens7,2p6,base,1AS,10728.266966713933
2023,Ref,ens7,2p6,discounted,1A,8751.008127544479
2023,Ref,ens7,2p6,discounted,1AS,10681.313515394946
2023,Ref,ens7,2p6,high,1A,8790.137713237875
2023,Ref,ens7,2p6,high,1AS,10746.406931170724
2023,Ref,ens7,2p6,low,1A,8716.51226998008
2023,Ref,ens7,2p6,low,1AS,10590.845859343111
2023,Ref,ens7,8p5,base,1A,7329.454336684827
2023,Ref,ens7,8p5,base,1AS,7625.615554708821
2023,Ref,ens7,8p5,discounted,1A,7329.454336684827
2023,Ref,ens7,8p5,discounted,1AS,7625.615554708821
2023,Ref,ens7,8p5,high,1A,7329.454336684827
2023,Ref,ens7,8p5,high,1AS,7625.615554708821
2023,Ref,ens7,8p5,low,1A,7329.454336684827
2023,Ref,ens7,8p5,low,1AS,7625.615554708821
2023,Ref,ens8,2p6,base,1A,8671.376191868692
2023,Ref,ens8,2p6,base,1AS,9156.415481674034
2023,Ref,ens8,2p6,discounted,1A,8651.81784529996
2023,Ref,ens8,2p6,discounted,1AS,9165.969607965062
2023,Ref,ens8,2p6,high,1A,8694.102416619293
2023,Ref,ens8,2p6,high,1AS,9169.78357378557
2023,Ref,ens8,2p6,low,1A,8500.185939091341
2023,Ref,ens8,2p6,low,1AS,9054.519050645935
2023,Ref,ens8,8p5,base,1A,7327.694590849515
2023,Ref,ens8,8p5,base,1AS,9169.924306145025
2023,Ref,ens8,8p5,discounted,1A,7327.694590849515
2023,Ref,ens8,8p5,discounted,1AS,9166.235771877364
2023,Ref,ens8,8p5,high,1A,7327.694590849515
2023,Ref,ens8,8p5,high,1AS,9181.494933179967
2023,Ref,ens8,8p5,low,1A,7327.694590849515
2023,Ref,ens8,8p5,low,1AS,9081.858885645675
2023,Ref,ens9,2p6,base,1A,5719.995421905926
2023,Ref,ens9,2p6,base,1AS,8856.253311704342
2023,Ref,ens9,2p6,discounted,1A,5731.047208537213
2023,Ref,ens9,2p6,discounted,1AS,9018.442708421417
2023,Ref,ens9,2p6,high,1A,5734.047988954429
2023,Ref,ens9,2p6,high,1AS,8914.551538289486
2023,Ref,ens9,2p6,low,1A,5614.005265297348
2023,Ref,ens9,2p6,low,1AS,8416.098196311337
2023,Ref,ens9,8p5,base,1A,7327.749509383727
2023,Ref,ens9,8p5,base,1AS,7623.647898343582
2023,Ref,ens9,8p5,discounted,1A,7327.749509383727
2023,Ref,ens9,8p5,discounted,1AS,7623.647898343582
2023,Ref,ens9,8p5,high,1A,7327.749509383727
2023,Ref,ens9,8p5,high,1AS,7623.647898343582
2023,Ref,ens9,8p5,low,1A,7327.749509383727
2023,Ref,ens9,8p5,low,1AS,7623.647898343582
2024,Pol,ens1,2p6,base,1A,7322.056900748646
2024,Pol,ens1,2p6,base,1AS,7617.43686184876
2024,Pol,ens1,2p6,discounted,1A,7322.056900748646
2024,Pol,ens1,2p6,discounted,1AS,7617.43686184876
2024,Pol,ens1,2p6,high,1A,7322.056900748646
2024,Pol,ens1,2p6,high,1AS,7617.43686184876
2024,Pol,ens1,2p6,low,1A,7322.056900748646
2024,Pol,ens1,2p6,low,1AS,7617.43686184876
2024,Pol,ens10,2p6,base,1A,8757.749372696737
2024,Pol,ens10,2p6,base,1AS,10504.414133111219
2024,Pol,ens10,2p6,discounted,1A,8741.032603006739
2024,Pol,ens10,2p6,discounted,1AS,10697.18922314588
2024,Pol,ens10,2p6,high,1A,8768.171397541375
2024,Pol,ens10,2p6,high,1AS,10554.46611907568
2024,Pol,ens10,2p6,low,1A,8679.260781836438
2024,Pol,ens10,2p6,low,1AS,10127.105381278538
2024,Pol,ens11,2p6,base,1A,8746.951940261593
2024,Pol,ens11,2p6,base,1AS,11860.074697112294
2024,Pol,ens11,2p6,discounted,1A,8744.078248456495
2024,Pol,ens11,2p6,discounted,1AS,12248.563123296144
2024,Pol,ens11,2p6,high,1A,8759.154865957487
2024,Pol,ens11,2p6,high,1AS,11948.518129664906
2024,Pol,ens11,2p6,low,1A,8654.927029234488
2024,Pol,ens11,2p6,low,1AS,11193.31248713634
2024,Pol,ens12,2p6,base,1A,8757.850565831412
2024,Pol,ens12,2p6,base,1AS,10503.309994036837
2024,Pol,ens12,2p6,discounted,1A,8741.13490668674
2024,Pol,ens12,2p6,discounted,1AS,10695.840558910837
2024,Pol,ens12,2p6,high,1A,8768.271853331495
2024,Pol,ens12,2p6,high,1AS,10553.357329026743
2024,Pol,ens12,2p6,low,1A,8679.366418193658
2024,Pol,ens12,2p6,low,1AS,10125.84557705437
2024,Pol,ens13,2p6,base,1A,5816.858022838455
2024,Pol,ens13,2p6,base,1AS,7552.41434156967
2024,Pol,ens13,2p6,discounted,1A,5816.858022838455
2024,Pol,ens13,2p6,discounted,1AS,7548.714598701281
2024,Pol,ens13,2p6,high,1A,5816.858022838455
2024,Pol,ens13,2p6,high,1AS,7564.021068903263
2024,Pol,ens13,2p6,low,1A,5816.858022838455
2024,Pol,ens13,2p6,low,1AS,7464.120844247251
2024,Pol,ens2,2p6,base,1A,5816.250959539802
2024,Pol,ens2,2p6,base,1AS,6013.171589965436
2024,Pol,ens2,2p6,discounted,1A,5816.250959539802
2024,Pol,ens2,2p6,discounted,1AS,6013.171589965436
2024,Pol,ens2,2p6,high,1A,5816.250959539802
2024,Pol,ens2,2p6,high,1AS,6013.171589965436
2024,Pol,ens2,2p6,low,1A,5816.250959539802
2024,Pol,ens2,2p6,low,1AS,6013.171589965436
2024,Pol,ens3,2p6,base,1A,5818.672835416275
2024,Pol,ens3,2p6,base,1AS,6016.181926243166
2024,Pol,ens3,2p6,discounted,1A,5818.672835416275
2024,Pol,ens3,2p6,discounted,1AS,6016.181926243166
2024,Pol,ens3,2p6,high,1A,5818.672835416275
2024,Pol,ens3,2p6,high,1AS,6016.181926243166
2024,Pol,ens3,2p6,low,1A,5818.672835416275
2024,Pol,ens3,2p6,low,1AS,6016.181926243166
2024,Pol,ens4,2p6,base,1A,8420.790999703844
2024,Pol,ens4,2p6,base,1AS,13346.096485703965
2024,Pol,ens4,2p6,discounted,1A,8644.149390604542
2024,Pol,ens4,2p6,discounted,1AS,13801.541435058189
2024,Pol,ens4,2p6,high,1A,8474.970951723646
2024,Pol,ens4,2p6,high,1AS,13455.629405106705
2024,Pol,ens4,2p6,low,1A,8028.578592204635
2024,Pol,ens4,2p6,low,1AS,12525.846419835207
2024,Pol,ens5,2p6,base,1A,7259.3728572063865
2024,Pol,ens5,2p6,base,1AS,7625.209268680751
2024,Pol,ens5,2p6,discounted,1A,7228.800772052264
2024,Pol,ens5,2p6,discounted,1AS,7625.209268680751
2024,Pol,ens5,2p6,high,1A,7268.039658033272
2024,Pol,ens5,2p6,high,1AS,7625.209268680751
2024,Pol,ens5,2p6,low,1A,7194.226376796469
2024,Pol,ens5,2p6,low,1AS,7625.209268680751
2024,Pol,ens6,2p6,base,1A,7325.78700694354
2024,Pol,ens6,2p6,base,1AS,9162.894988035496
2024,Pol,ens6,2p6,discounted,1A,7325.78700694354
2024,Pol,ens6,2p6,discounted,1AS,9159.200413558821
2024,Pol,ens6,2p6,high,1A,7325.78700694354
2024,Pol,ens6,2p6,high,1AS,9174.485132670252
2024,Pol,ens6,2p6,low,1A,7325.78700694354
2024,Pol,ens6,2p6,low,1AS,9074.709334739364
2024,Pol,ens7,2p6,base,1A,8756.205874979487
2024,Pol,ens7,2p6,base,1AS,9166.004883955018
2024,Pol,ens7,2p6,discounted,1A,8739.472757205509
2024,Pol,ens7,2p6,discounted,1AS,9149.128373983818
2024,Pol,ens7,2p6,high,1A,8766.638598648302
2024,Pol,ens7,2p6,high,1AS,9175.90118118441
2024,Pol,ens7,2p6,low,1A,8677.649210126456
2024,Pol,ens7,2p6,low,1AS,9090.920762998634
2024,Pol,ens8,2p6,base,1A,7235.963091681576
2024,Pol,ens8,2p6,base,1AS,8905.188055835357
2024,Pol,ens8,2p6,discounted,1A,7233.082860408503
2024,Pol,ens8,2p6,discounted,1AS,9084.979173831027
2024,Pol,ens8,2p6,high,1A,7248.194637570299
2024,Pol,ens8,2p6,high,1AS,8953.597690385403
2024,Pol,ens8,2p6,low,1A,7143.7666875085615
2024,Pol,ens8,2p6,low,1AS,8540.684691228515
2024,Pol,ens9,2p6,base,1A,8758.893473221926
2024,Pol,ens9,2p6,base,1AS,10614.885663992278
2024,Pol,ens9,2p6,discounted,1A,8742.17575975965
2024,Pol,ens9,2p6,discounted,1AS,10788.856818921206
2024,Pol,ens9,2p6,high,1A,8769.316043174615
2024,Pol,ens9,2p6,high,1AS,10650.283146221938
2024,Pol,ens9,2p6,low,1A,8680.39970918676
2024,Pol,ens9,2p6,low,1AS,10346.103584104865
2024,Ref,ens1,2p6,base,1A,7322.2162427280055
2024,Ref,ens1,2p6,base,1AS,7617.633162673385
2024,Ref,ens1,2p6,discounted,1A,7322.2162427280055
2024,Ref,ens1,2p6,discounted,1AS,7617.633162673385
2024,Ref,ens1,2p6,high,1A,7322.2162427280055
2024,Ref,ens1,2p6,high,1AS,7617.633162673385
2024,Ref,ens1,2p6,low,1A,7322.2162427280055
2024,Ref,ens1,2p6,low,1AS,7617.633162673385
2024,Ref,ens1,8p5,base,1A,7224.837198177735
2024,Ref,ens1,8p5,base,1AS,11807.02799116373
2024,Ref,ens1,8p5,discounted,1A,7235.871609999967
2024,Ref,ens1,8p5,discounted,1AS,12169.407193491854
2024,Ref,ens1,8p5,high,1A,7238.867585170016
2024,Ref,ens1,8p5,high,1AS,11904.090913103364
2024,Ref,ens1,8p5,low,1A,7118.987883011108
2024,Ref,ens1,8p5,low,1AS,11072.039942187877
2024,Ref,ens10,2p6,base,1A,8758.111573976685
2024,Ref,ens10,2p6,base,1AS,10504.926935571079
2024,Ref,ens10,2p6,discounted,1A,8741.394575206392
2024,Ref,ens10,2p6,discounted,1AS,10697.703299166385
2024,Ref,ens10,2p6,high,1A,8768.53373401335
2024,Ref,ens10,2p6,high,1AS,10554.979428211787
2024,Ref,ens10,2p6,low,1A,8679.62177678806
2024,Ref,ens10,2p6,low,1AS,10127.609841682208
2024,Ref,ens10,8p5,base,1A,8745.13266131598
2024,Ref,ens10,8p5,base,1AS,10519.962180549946
2024,Ref,ens10,8p5,discounted,1A,8742.256982823626
2024,Ref,ens10,8p5,discounted,1AS,10699.686618091882
2024,Ref,ens10,8p5,high,1A,8757.344291023686
2024,Ref,ens10,8p5,high,1AS,10568.297110806274
2024,Ref,ens10,8p5,low,1A,8653.056065216831
2024,Ref,ens10,8p5,low,1AS,10155.794977005015
2024,Ref,ens11,2p6,base,1A,8747.226079230455
2024,Ref,ens11,2p6,base,1AS,11860.566619177038
2024,Ref,ens11,2p6,discounted,1A,8744.352375792147
2024,Ref,ens11,2p6,discounted,1AS,12249.053137211706
2024,Ref,ens11,2p6,high,1A,8759.42904942003
2024,Ref,ens11,2p6,high,1AS,11949.010108270388
2024,Ref,ens11,2p6,low,1A,8655.200576897143
2024,Ref,ens11,2p6,low,1AS,11193.794874956307
2024,Ref,ens11,8p5,base,1A,8757.820006300914
2024,Ref,ens11,8p5,base,1AS,10512.868244368688
2024,Ref,ens11,8p5,discounted,1A,8741.102010141363
2024,Ref,ens11,8p5,discounted,1AS,10692.808098295278
2024,Ref,ens11,8p5,high,1A,8768.24281936588
2024,Ref,ens11,8p5,high,1AS,10561.256486752607
2024,Ref,ens11,8p5,low,1A,8679.326061135715
2024,Ref,ens11,8p5,low,1AS,10148.58453729372
2024,Ref,ens12,2p6,base,1A,8758.124469672843
2024,Ref,ens12,2p6,base,1AS,10503.718101249504
2024,Ref,ens12,2p6,discounted,1A,8741.408744766599
2024,Ref,ens12,2p6,discounted,1AS,10696.247882044114
2024,Ref,ens12,2p6,high,1A,8768.545790688244
2024,Ref,ens12,2p6,high,1AS,10553.765429869722
2024,Ref,ens12,2p6,low,1A,8679.63988498421
2024,Ref,ens12,2p6,low,1AS,10126.249138536443
2024,Ref,ens12,8p5,base,1A,8740.729586072386
2024,Ref,ens12,8p5,base,1AS,9152.542855105923
2024,Ref,ens12,8p5,discounted,1A,8737.849455037736
2024,Ref,ens12,8p5,discounted,1AS,9148.838468470023
2024,Ref,ens12,8p5,high,1A,8752.960734808665
2024,Ref,ens12,8p5,high,1AS,9164.164490396935
2024,Ref,ens12,8p5,low,1A,8648.537661628134
2024,Ref,ens12,8p5,low,1AS,9064.152812613243
2024,Ref,ens13,2p6,base,1A,5817.016591011504
2024,Ref,ens13,2p6,base,1AS,7552.675417286923
2024,Ref,ens13,2p6,discounted,1A,5817.016591011504
2024,Ref,ens13,2p6,discounted,1AS,7548.975714343544
2024,Ref,ens13,2p6,high,1A,5817.016591011504
2024,Ref,ens13,2p6,high,1AS,7564.282012375772
2024,Ref,ens13,2p6,low,1A,5817.016591011504
2024,Ref,ens13,2p6,low,1AS,7464.382578752479
2024,Ref,ens13,8p5,base,1A,8764.19700911487
2024,Ref,ens13,8p5,base,1AS,9187.710752564899
2024,Ref,ens13,8p5,discounted,1A,8747.498009835046
2024,Ref,ens13,8p5,discounted,1AS,9157.863717632921
2024,Ref,ens13,8p5,high,1A,8774.607263648788
2024,Ref,ens13,8p5,high,1AS,9195.870418544306
2024,Ref,ens13,8p5,low,1A,8685.779999617886
2024,Ref,ens13,8p5,low,1AS,9125.954645149217
2024,Ref,ens2,2p6,base,1A,5816.385143180092
2024,Ref,ens2,2p6,base,1AS,6013.331069347012
2024,Ref,ens2,2p6,discounted,1A,5816.385143180092
2024,Ref,ens2,2p6,discounted,1AS,6013.331069347012
2024,Ref,ens2,2p6,high,1A,5816.385143180092
2024,Ref,ens2,2p6,high,1AS,6013.331069347012
2024,Ref,ens2,2p6,low,1A,5816.385143180092
2024,Ref,ens2,2p6,low,1AS,6013.331069347012
2024,Ref,ens2,8p5,base,1A,8842.508345330065
2024,Ref,ens2,8p5,base,1AS,9239.692930877332
2024,Ref,ens2,8p5,discounted,1A,8842.508345330065
2024,Ref,ens2,8p5,discounted,1AS,9239.692930877332
2024,Ref,ens2,8p5,high,1A,8842.508345330065
2024,Ref,ens2,8p5,high,1AS,9239.692930877332
2024,Ref,ens2,8p5,low,1A,8842.508345330065
2024,Ref,ens2,8p5,low,1AS,9239.692930877332
2024,Ref,ens3,2p6,base,1A,5818.870468736359
2024,Ref,ens3,2p6,base,1AS,6016.407008482266
2024,Ref,ens3,2p6,discounted,1A,5818.870468736359
2024,Ref,ens3,2p6,discounted,1AS,6016.407008482266
2024,Ref,ens3,2p6,high,1A,5818.870468736359
2024,Ref,ens3,2p6,high,1AS,6016.407008482266
2024,Ref,ens3,2p6,low,1A,5818.870468736359
2024,Ref,ens3,2p6,low,1AS,6016.407008482266
2024,Ref,ens3,8p5,base,1A,7258.390769091092
2024,Ref,ens3,8p5,base,1AS,7564.835926667616
2024,Ref,ens3,8p5,discounted,1A,7227.79587576443
2024,Ref,ens3,8p5,discounted,1AS,7534.706205917387
2024,Ref,ens3,8p5,high,1A,7267.064492111951
2024,Ref,ens3,8p5,high,1AS,7573.076994607636
2024,Ref,ens3,8p5,low,1A,7193.198708733475
2024,Ref,ens3,8p5,low,1AS,7502.521076199645
2024,Ref,ens4,2p6,base,1A,8421.0331550018709
2024,Ref,ens4,2p6,base,1AS,13346.613069841267
2024,Ref,ens4,2p6,discounted,1A,8644.393069048587
2024,Ref,ens4,2p6,discounted,1AS,13802.054199742483
2024,Ref,ens4,2p6,high,1A,8475.21367891978
2024,Ref,ens4,2p6,high,1AS,13456.145664001002
2024,Ref,ens4,2p6,low,1A,8028.812793986207
2024,Ref,ens4,2p6,low,1AS,12526.353689470623
2024,Ref,ens4,8p5,base,1A,5816.002261150592
2024,Ref,ens4,8p5,base,1AS,7319.813815510505
2024,Ref,ens4,8p5,discounted,1A,5816.002261150592
2024,Ref,ens4,8p5,discounted,1AS,7564.316903598194
2024,Ref,ens4,8p5,high,1A,5816.002261150592
2024,Ref,ens4,8p5,high,1AS,7364.710128102538
2024,Ref,ens4,8p5,low,1A,5816.002261150592
2024,Ref,ens4,8p5,low,1AS,6984.669938460659
2024,Ref,ens5,2p6,base,1A,7259.557851897294
2024,Ref,ens5,2p6,base,1AS,7625.432108060167
2024,Ref,ens5,2p6,discounted,1A,7228.985741904701
2024,Ref,ens5,2p6,discounted,1AS,7625.432108060167
2024,Ref,ens5,2p6,high,1A,7268.224651489741
2024,Ref,ens5,2p6,high,1AS,7625.432108060167
2024,Ref,ens5,2p6,low,1A,7194.411263745019
2024,Ref,ens5,2p6,low,1AS,7625.432108060167
2024,Ref,ens5,8p5,base,1A,7321.935577886348
2024,Ref,ens5,8p5,base,1AS,9163.663175769165
2024,Ref,ens5,8p5,discounted,1A,7321.935577886348
2024,Ref,ens5,8p5,discounted,1AS,9146.764701188893
2024,Ref,ens5,8p5,high,1A,7321.935577886348
2024,Ref,ens5,8p5,high,1AS,9173.572848032869
2024,Ref,ens5,8p5,low,1A,7321.935577886348
2024,Ref,ens5,8p5,low,1AS,9088.48949911756
2024,Ref,ens6,2p6,base,1A,7325.995755412366
2024,Ref,ens6,2p6,base,1AS,9163.217501454961
2024,Ref,ens6,2p6,discounted,1A,7325.995755412366
2024,Ref,ens6,2p6,discounted,1AS,9159.522970241369
2024,Ref,ens6,2p6,high,1A,7325.995755412366
2024,Ref,ens6,2p6,high,1AS,9174.807503429436
2024,Ref,ens6,2p6,low,1A,7325.995755412366
2024,Ref,ens6,2p6,low,1AS,9075.03258886653
2024,Ref,ens6,8p5,base,1A,5816.346370316344
2024,Ref,ens6,8p5,base,1AS,6013.290983613265
2024,Ref,ens6,8p5,discounted,1A,5816.346370316344
